params,startmove,response,score
6,-1.0,-1.0,1.2510778444640076
6,-0.988,-1.0,1.251945772880188
6,-0.951,-1.0,1.2510132279561228
6,-0.891,-1.0,1.2525539169725015
6,-0.809,-1.0,1.2525964064262594
6,-0.707,-1.0,1.2563817921485774
6,-0.588,-1.0,1.2571051391507062
6,-0.454,-1.0,1.256818717646179
6,-0.309,-1.0,1.2576748193618799
6,-0.156,-1.0,1.2502521996059983
6,0.0,-1.0,1.2407480768171815
6,0.156,-1.0,1.2424110257255152
6,0.309,-1.0,1.228890699235535
6,0.454,-1.0,1.230809769025796
6,0.588,-1.0,1.2159756066983314
6,0.707,-1.0,1.2164372812301367
6,0.809,-1.0,1.2181678666603413
6,0.891,-1.0,1.220460885711426
6,0.951,-1.0,1.2208582250069315
6,0.988,-1.0,1.2205622912261365
6,1.0,-1.0,1.2209409291937106
6,-1.0,-0.988,1.2525350227799052
6,-0.988,-0.988,1.2532752232553275
6,-0.951,-0.988,1.252232581163165
6,-0.891,-0.988,1.2538484986030096
6,-0.809,-0.988,1.254972630851231
6,-0.707,-0.988,1.257197905014467
6,-0.588,-0.988,1.2595086202906642
6,-0.454,-0.988,1.2582412259908502
6,-0.309,-0.988,1.259455039383691
6,-0.156,-0.988,1.2512301385607858
6,0.0,-0.988,1.2426611207608733
6,0.156,-0.988,1.244224992815186
6,0.309,-0.988,1.2307560371675907
6,0.454,-0.988,1.2329706409157115
6,0.588,-0.988,1.2176413443259881
6,0.707,-0.988,1.218544274187175
6,0.809,-0.988,1.2216855172452021
6,0.891,-0.988,1.2214698976842409
6,0.951,-0.988,1.2229286958426635
6,0.988,-0.988,1.2231653749023272
6,1.0,-0.988,1.2220167272039244
6,-1.0,-0.951,1.2535854562574702
6,-0.988,-0.951,1.2543090664950853
6,-0.951,-0.951,1.2540482427451003
6,-0.891,-0.951,1.2545012640081783
6,-0.809,-0.951,1.2554048170556573
6,-0.707,-0.951,1.2587468801732586
6,-0.588,-0.951,1.2604259152727137
6,-0.454,-0.951,1.258323737301517
6,-0.309,-0.951,1.2599442209096827
6,-0.156,-0.951,1.252202219082879
6,0.0,-0.951,1.2439164270827923
6,0.156,-0.951,1.2458539402012323
6,0.309,-0.951,1.2328909021411258
6,0.454,-0.951,1.2353974170408542
6,0.588,-0.951,1.220488651493796
6,0.707,-0.951,1.2212848890504293
6,0.809,-0.951,1.2227283267839837
6,0.891,-0.951,1.224329464904894
6,0.951,-0.951,1.225352749895601
6,0.988,-0.951,1.224978562482055
6,1.0,-0.951,1.225441550130471
6,-1.0,-0.891,1.2536062296878934
6,-0.988,-0.891,1.2544593189933444
6,-0.951,-0.891,1.2558238527413563
6,-0.891,-0.891,1.2569210910899222
6,-0.809,-0.891,1.256799347445895
6,-0.707,-0.891,1.259561892961312
6,-0.588,-0.891,1.2599969030506712
6,-0.454,-0.891,1.2581731951833628
6,-0.309,-0.891,1.2602474005140842
6,-0.156,-0.891,1.2533104767284668
6,0.0,-0.891,1.2444619011908085
6,0.156,-0.891,1.246660659934987
6,0.309,-0.891,1.2346375768734965
6,0.454,-0.891,1.2364955864146785
6,0.588,-0.891,1.2230837301414434
6,0.707,-0.891,1.2249118527556613
6,0.809,-0.891,1.2259759449977765
6,0.891,-0.891,1.2257558226791614
6,0.951,-0.891,1.227575583700286
6,0.988,-0.891,1.227487294328927
6,1.0,-0.891,1.2272743493325167
6,-1.0,-0.809,1.2545926187008398
6,-0.988,-0.809,1.2553492474759045
6,-0.951,-0.809,1.255889179693486
6,-0.891,-0.809,1.2550528378682342
6,-0.809,-0.809,1.2560688151203856
6,-0.707,-0.809,1.2583953495964533
6,-0.588,-0.809,1.2595829737832944
6,-0.454,-0.809,1.2580937623264847
6,-0.309,-0.809,1.2592750340698233
6,-0.156,-0.809,1.2529178144853308
6,0.0,-0.809,1.2454587705943214
6,0.156,-0.809,1.2476088590067969
6,0.309,-0.809,1.2378126378142378
6,0.454,-0.809,1.2380676193440983
6,0.588,-0.809,1.2278452554050012
6,0.707,-0.809,1.2277696113101284
6,0.809,-0.809,1.2286767582038784
6,0.891,-0.809,1.2296456636259834
6,0.951,-0.809,1.2299262448714194
6,0.988,-0.809,1.229782322088182
6,1.0,-0.809,1.229849782257219
6,-1.0,-0.707,1.254247438345619
6,-0.988,-0.707,1.254235918620903
6,-0.951,-0.707,1.2554868579586158
6,-0.891,-0.707,1.2558755190359812
6,-0.809,-0.707,1.2566158130246359
6,-0.707,-0.707,1.2575858129749296
6,-0.588,-0.707,1.259191676660641
6,-0.454,-0.707,1.2576020351317758
6,-0.309,-0.707,1.2589379924303923
6,-0.156,-0.707,1.2523844238264474
6,0.0,-0.707,1.2463336171075532
6,0.156,-0.707,1.2479173449486218
6,0.309,-0.707,1.238603771403059
6,0.454,-0.707,1.2404819473141522
6,0.588,-0.707,1.2310132959380609
6,0.707,-0.707,1.2319969907869972
6,0.809,-0.707,1.231511947217338
6,0.891,-0.707,1.231047720937669
6,0.951,-0.707,1.2324589014514298
6,0.988,-0.707,1.233461757167972
6,1.0,-0.707,1.2332512740302206
6,-1.0,-0.588,1.2527692098280625
6,-0.988,-0.588,1.25361279797589
6,-0.951,-0.588,1.2545664699837125
6,-0.891,-0.588,1.2553611682634322
6,-0.809,-0.588,1.25522073569854
6,-0.707,-0.588,1.2567980896745168
6,-0.588,-0.588,1.2572435154801263
6,-0.454,-0.588,1.256329797405079
6,-0.309,-0.588,1.2571946179977003
6,-0.156,-0.588,1.2531396101838026
6,0.0,-0.588,1.246479395796574
6,0.156,-0.588,1.2485375430976324
6,0.309,-0.588,1.2394166927666272
6,0.454,-0.588,1.241076699492968
6,0.588,-0.588,1.233928787590172
6,0.707,-0.588,1.233909665436876
6,0.809,-0.588,1.2332993528431038
6,0.891,-0.588,1.2350716568868516
6,0.951,-0.588,1.2350859382977115
6,0.988,-0.588,1.235853660417898
6,1.0,-0.588,1.2351895235410615
6,-1.0,-0.454,1.2513816517378593
6,-0.988,-0.454,1.2529249929163555
6,-0.951,-0.454,1.2521327090074725
6,-0.891,-0.454,1.2536957844182985
6,-0.809,-0.454,1.2545771851860428
6,-0.707,-0.454,1.254495629714663
6,-0.588,-0.454,1.2562790419171976
6,-0.454,-0.454,1.2543559387612804
6,-0.309,-0.454,1.2560250829409219
6,-0.156,-0.454,1.251581602219014
6,0.0,-0.454,1.2479399878930664
6,0.156,-0.454,1.2487579786443992
6,0.309,-0.454,1.241747043679925
6,0.454,-0.454,1.242518060707627
6,0.588,-0.454,1.2355657207882782
6,0.707,-0.454,1.2369692703796935
6,0.809,-0.454,1.2361268749678067
6,0.891,-0.454,1.2376553368073258
6,0.951,-0.454,1.2377431037400308
