repetitions,iteration,discountfactor,startmove,response,bucketcount,radial,exploration,threshhold,zero,negone,ucbscore,simplescore
10000,1,0.999,None,None,4,0,0.0625,0.454,0.0,0.0,1.4982202418706343,1.2032920843702444
10000,2,0.999,None,None,4,0,0.0625,0.454,0.0,0.0,1.4989432471058284,1.2081792862044494
10000,3,0.999,None,None,4,0,0.0625,0.454,0.0,0.0,1.4975307419504804,1.2048848812861996
10000,4,0.999,None,None,4,0,0.0625,0.454,0.0,0.0,1.4939212957945416,1.2068344044215042
10000,5,0.999,None,None,4,0,0.0625,0.454,0.0,0.0,1.5080489690945411,1.1991063516364613
10000,6,0.999,None,None,4,0,0.0625,0.454,0.0,0.0,1.497746141734415,1.2058650647493256
10000,7,0.999,None,None,4,0,0.0625,0.454,0.0,0.0,1.5042595272683832,1.2018290547457744
10000,8,0.999,None,None,4,0,0.0625,0.454,0.0,0.0,1.499722092336151,1.2030592560229405
10000,9,0.999,None,None,4,0,0.0625,0.454,0.0,0.0,1.4963744746030645,1.205168166454331
10000,0,0.999,None,None,4,0,0.0625,0.309,0.0,0.0,1.5616271365598486,1.0589792531548328
10000,1,0.999,None,None,4,0,0.0625,0.309,0.0,0.0,1.5605182517070086,1.057368090356812
10000,2,0.999,None,None,4,0,0.0625,0.309,0.0,0.0,1.5664942379980105,1.0560963253363405
10000,3,0.999,None,None,4,0,0.0625,0.309,0.0,0.0,1.5643220790406673,1.0555198614758174
10000,4,0.999,None,None,4,0,0.0625,0.309,0.0,0.0,1.5627419900413249,1.0512819173907866
10000,5,0.999,None,None,4,0,0.0625,0.309,0.0,0.0,1.5611438573654166,1.0579851826957511
10000,6,0.999,None,None,4,0,0.0625,0.309,0.0,0.0,1.5686577007120406,1.0521869160920976
10000,7,0.999,None,None,4,0,0.0625,0.309,0.0,0.0,1.5684764304123942,1.0503023856176261
10000,8,0.999,None,None,4,0,0.0625,0.309,0.0,0.0,1.565327608163366,1.0538588810030318
10000,9,0.999,None,None,4,0,0.0625,0.309,0.0,0.0,1.56829747722628,1.054361198131257
10000,0,0.999,None,None,4,0,0.0625,0.156,0.0,0.0,1.6063309410469837,0.8343777906455965
10000,1,0.999,None,None,4,0,0.0625,0.156,0.0,0.0,1.5979130042326297,0.9063557542447951
10000,2,0.999,None,None,4,0,0.0625,0.156,0.0,0.0,1.5939348472813766,0.9094552234506912
10000,3,0.999,None,None,4,0,0.0625,0.156,0.0,0.0,1.6132126632046608,0.828022350273333
10000,4,0.999,None,None,4,0,0.0625,0.156,0.0,0.0,1.604409249643639,0.8713908141304241
10000,5,0.999,None,None,4,0,0.0625,0.156,0.0,0.0,1.6442478336943958,0.6773960779216402
10000,6,0.999,None,None,4,0,0.0625,0.156,0.0,0.0,1.617402508503096,0.7375810208933993
10000,7,0.999,None,None,4,0,0.0625,0.156,0.0,0.0,1.6042370031537354,0.9000245962454994
10000,8,0.999,None,None,4,0,0.0625,0.156,0.0,0.0,1.6331874404245805,0.6993761232647541
10000,9,0.999,None,None,4,0,0.0625,0.156,0.0,0.0,1.6108672086531914,0.8325636737183296
10000,0,0.999,None,None,4,0,0.0625,0.0,0.0,0.0,1.952997624558976,0.2542203970745902
10000,1,0.999,None,None,4,0,0.0625,0.0,0.0,0.0,1.9532921174143527,0.2502393882278266
10000,2,0.999,None,None,4,0,0.0625,0.0,0.0,0.0,1.9525983368080184,0.2559101943459814
10000,3,0.999,None,None,4,0,0.0625,0.0,0.0,0.0,1.9528034301810928,0.2533877523250697
10000,4,0.999,None,None,4,0,0.0625,0.0,0.0,0.0,1.951207353569312,0.2587135658018488
10000,5,0.999,None,None,4,0,0.0625,0.0,0.0,0.0,1.9534335821201534,0.2513303690541149
10000,6,0.999,None,None,4,0,0.0625,0.0,0.0,0.0,1.9540066962648068,0.2512221784268723
10000,7,0.999,None,None,4,0,0.0625,0.0,0.0,0.0,1.9525035934283432,0.25599591832400154
10000,8,0.999,None,None,4,0,0.0625,0.0,0.0,0.0,1.953108199868969,0.2512032571661924
10000,9,0.999,None,None,4,0,0.0625,0.0,0.0,0.0,1.9528739528595356,0.251766768001866
10000,0,0.999,None,None,4,0,0.0625,0.988,-1.0,-1.0,0.25375622015845317,1.6308479353787628
10000,1,0.999,None,None,4,0,0.0625,0.988,-1.0,-1.0,0.2527888534234497,1.625946760421248
10000,2,0.999,None,None,4,0,0.0625,0.988,-1.0,-1.0,0.2531871870386099,1.634767510721495
10000,3,0.999,None,None,4,0,0.0625,0.988,-1.0,-1.0,0.2524778678084724,1.6267736942375652
10000,4,0.999,None,None,4,0,0.0625,0.988,-1.0,-1.0,0.2531432227207384,1.6312917762302022
10000,5,0.999,None,None,4,0,0.0625,0.988,-1.0,-1.0,0.2526593226962302,1.628730979060433
10000,6,0.999,None,None,4,0,0.0625,0.988,-1.0,-1.0,0.2533608156001287,1.6319109746605025
10000,7,0.999,None,None,4,0,0.0625,0.988,-1.0,-1.0,0.25171776531369394,1.6202185713457153
10000,8,0.999,None,None,4,0,0.0625,0.988,-1.0,-1.0,0.2534835717394007,1.6308798974757976
10000,9,0.999,None,None,4,0,0.0625,0.988,-1.0,-1.0,0.25198083322782283,1.622010758328277
10000,0,0.999,None,None,4,0,0.0625,0.951,-1.0,-1.0,0.545666277067009,1.7096124816199056
10000,1,0.999,None,None,4,0,0.0625,0.951,-1.0,-1.0,0.5445545517724404,1.7082498129094819
10000,2,0.999,None,None,4,0,0.0625,0.951,-1.0,-1.0,0.5431856183956686,1.7010533141266262
10000,3,0.999,None,None,4,0,0.0625,0.951,-1.0,-1.0,0.5427740007803524,1.700151453139737
10000,4,0.999,None,None,4,0,0.0625,0.951,-1.0,-1.0,0.5454136062239427,1.7114009091840003
10000,5,0.999,None,None,4,0,0.0625,0.951,-1.0,-1.0,0.546853744353211,1.717495402849428
10000,6,0.999,None,None,4,0,0.0625,0.951,-1.0,-1.0,0.5447382746909889,1.7065912019806426
10000,7,0.999,None,None,4,0,0.0625,0.951,-1.0,-1.0,0.5434865031214217,1.7076728292565808
10000,8,0.999,None,None,4,0,0.0625,0.951,-1.0,-1.0,0.5463813053581715,1.7200215180341427
10000,9,0.999,None,None,4,0,0.0625,0.951,-1.0,-1.0,0.5448080770766216,1.7149738447319673
10000,0,0.999,None,None,4,0,0.0625,0.891,-1.0,-1.0,0.8256219434196712,1.7023413174481852
10000,1,0.999,None,None,4,0,0.0625,0.891,-1.0,-1.0,0.827782794954609,1.7013123222122688
10000,2,0.999,None,None,4,0,0.0625,0.891,-1.0,-1.0,0.8276861884514869,1.6988320671587196
10000,3,0.999,None,None,4,0,0.0625,0.891,-1.0,-1.0,0.8299006773842604,1.7014447606463698
10000,4,0.999,None,None,4,0,0.0625,0.891,-1.0,-1.0,0.8279732937617094,1.7007721014117545
10000,5,0.999,None,None,4,0,0.0625,0.891,-1.0,-1.0,0.8263193257367419,1.6977022337877476
10000,6,0.999,None,None,4,0,0.0625,0.891,-1.0,-1.0,0.8261557594508081,1.6973124374969193
10000,7,0.999,None,None,4,0,0.0625,0.891,-1.0,-1.0,0.8282619071670974,1.696934539838299
10000,8,0.999,None,None,4,0,0.0625,0.891,-1.0,-1.0,0.82739516214298,1.6973528204449637
10000,9,0.999,None,None,4,0,0.0625,0.891,-1.0,-1.0,0.828720719843951,1.6936768165357168
10000,0,0.999,None,None,4,0,0.0625,0.809,-1.0,-1.0,1.073595029610719,1.6159363551001384
10000,1,0.999,None,None,4,0,0.0625,0.809,-1.0,-1.0,1.081349289132626,1.6125098167038807
10000,2,0.999,None,None,4,0,0.0625,0.809,-1.0,-1.0,1.0793012915123787,1.6143856952728903
10000,3,0.999,None,None,4,0,0.0625,0.809,-1.0,-1.0,1.0784243280089894,1.6170565093667206
10000,4,0.999,None,None,4,0,0.0625,0.809,-1.0,-1.0,1.0783900297595885,1.6141488979674177
10000,5,0.999,None,None,4,0,0.0625,0.809,-1.0,-1.0,1.0788070871519546,1.6125623652591363
10000,6,0.999,None,None,4,0,0.0625,0.809,-1.0,-1.0,1.0799655604331295,1.613904104279502
10000,7,0.999,None,None,4,0,0.0625,0.809,-1.0,-1.0,1.0778630054850156,1.6128369790458146
10000,8,0.999,None,None,4,0,0.0625,0.809,-1.0,-1.0,1.0752198539643631,1.6131627342818444
10000,9,0.999,None,None,4,0,0.0625,0.809,-1.0,-1.0,1.0803775323246536,1.6127570301369363
10000,0,0.999,None,None,4,0,0.0625,0.707,-1.0,-1.0,1.2690289357237476,1.4792046701657773
10000,1,0.999,None,None,4,0,0.0625,0.707,-1.0,-1.0,1.27419349804859,1.4793120543053482
10000,2,0.999,None,None,4,0,0.0625,0.707,-1.0,-1.0,1.2737720970294277,1.473791319307294
10000,3,0.999,None,None,4,0,0.0625,0.707,-1.0,-1.0,1.274726113894581,1.477109988463889
10000,4,0.999,None,None,4,0,0.0625,0.707,-1.0,-1.0,1.269233182594652,1.4864944741528228
10000,5,0.999,None,None,4,0,0.0625,0.707,-1.0,-1.0,1.2693266757315755,1.481696556639747
10000,6,0.999,None,None,4,0,0.0625,0.707,-1.0,-1.0,1.2716312141252983,1.470690572875597
10000,7,0.999,None,None,4,0,0.0625,0.707,-1.0,-1.0,1.2717122599465278,1.475993746380816
10000,8,0.999,None,None,4,0,0.0625,0.707,-1.0,-1.0,1.2734490082289764,1.482679882112956
10000,9,0.999,None,None,4,0,0.0625,0.707,-1.0,-1.0,1.268747212912304,1.4830522842723977
10000,0,0.999,None,None,4,0,0.0625,0.588,-1.0,-1.0,1.4823326993026402,1.089282434668278
10000,1,0.999,None,None,4,0,0.0625,0.588,-1.0,-1.0,1.4834628678171544,1.0909446476382847
10000,2,0.999,None,None,4,0,0.0625,0.588,-1.0,-1.0,1.4796966874840292,1.090756538407841
10000,3,0.999,None,None,4,0,0.0625,0.588,-1.0,-1.0,1.4806606312203396,1.0917269675889014
10000,4,0.999,None,None,4,0,0.0625,0.588,-1.0,-1.0,1.4848279543345124,1.0876552300655398
10000,5,0.999,None,None,4,0,0.0625,0.588,-1.0,-1.0,1.4818154274651414,1.0929336288873526
10000,6,0.999,None,None,4,0,0.0625,0.588,-1.0,-1.0,1.4816909605382658,1.0909695482413453
10000,7,0.999,None,None,4,0,0.0625,0.588,-1.0,-1.0,1.4813120868891636,1.0890251530654584
10000,8,0.999,None,None,4,0,0.0625,0.588,-1.0,-1.0,1.4805527872784952,1.0924233316486607
10000,9,0.999,None,None,4,0,0.0625,0.588,-1.0,-1.0,1.4842985855345623,1.0908885489910085
10000,0,0.999,None,None,4,0,0.0625,0.454,-1.0,-1.0,1.714067384320165,0.8783722327252178
10000,1,0.999,None,None,4,0,0.0625,0.454,-1.0,-1.0,1.7160799462241147,0.8791798523805566
10000,2,0.999,None,None,4,0,0.0625,0.454,-1.0,-1.0,1.7135302225252733,0.878742667869601
10000,3,0.999,None,None,4,0,0.0625,0.454,-1.0,-1.0,1.71587148144601,0.8788291457315445
10000,4,0.999,None,None,4,0,0.0625,0.454,-1.0,-1.0,1.7141589782130946,0.8785389057998806
10000,5,0.999,None,None,4,0,0.0625,0.454,-1.0,-1.0,1.7155722815568482,0.8782450686521086
10000,6,0.999,None,None,4,0,0.0625,0.454,-1.0,-1.0,1.7166985367772172,0.8796397135978457
10000,7,0.999,None,None,4,0,0.0625,0.454,-1.0,-1.0,1.7122187836561562,0.8769771835924954
10000,8,0.999,None,None,4,0,0.0625,0.454,-1.0,-1.0,1.716311072058879,0.8801439173825263
10000,9,0.999,None,None,4,0,0.0625,0.454,-1.0,-1.0,1.7131830760353504,0.8781870986799916
10000,0,0.999,None,None,4,0,0.0625,0.309,-1.0,-1.0,1.8623483918791635,0.6463260347239761
10000,1,0.999,None,None,4,0,0.0625,0.309,-1.0,-1.0,1.862485593011884,0.6492876565732189
10000,2,0.999,None,None,4,0,0.0625,0.309,-1.0,-1.0,1.861430208265272,0.6466992636395419
10000,3,0.999,None,None,4,0,0.0625,0.309,-1.0,-1.0,1.86336813615962,0.6479631098935115
10000,4,0.999,None,None,4,0,0.0625,0.309,-1.0,-1.0,1.8624901328902377,0.6477102814265139
10000,5,0.999,None,None,4,0,0.0625,0.309,-1.0,-1.0,1.8618650747740417,0.6485910775120027
10000,6,0.999,None,None,4,0,0.0625,0.309,-1.0,-1.0,1.8617597680448814,0.6440521886466026
10000,7,0.999,None,None,4,0,0.0625,0.309,-1.0,-1.0,1.862456267088871,0.6465104364118911
10000,8,0.999,None,None,4,0,0.0625,0.309,-1.0,-1.0,1.8608621977875428,0.6489209639786772
10000,9,0.999,None,None,4,0,0.0625,0.309,-1.0,-1.0,1.862996055098751,0.6483182171625633
10000,0,0.999,None,None,4,0,0.0625,0.156,-1.0,-1.0,1.9318323370210697,0.4353496109191046
10000,1,0.999,None,None,4,0,0.0625,0.156,-1.0,-1.0,1.9336861531080012,0.4303012371999679
10000,2,0.999,None,None,4,0,0.0625,0.156,-1.0,-1.0,1.9354861329461968,0.42641296887349567
10000,3,0.999,None,None,4,0,0.0625,0.156,-1.0,-1.0,1.9326171800767147,0.43211943601738567
10000,4,0.999,None,None,4,0,0.0625,0.156,-1.0,-1.0,1.9348169916006048,0.42688470281004126
10000,5,0.999,None,None,4,0,0.0625,0.156,-1.0,-1.0,1.9333488345973444,0.4308862267527457
10000,6,0.999,None,None,4,0,0.0625,0.156,-1.0,-1.0,1.935022206384844,0.4276064283427152
10000,7,0.999,None,None,4,0,0.0625,0.156,-1.0,-1.0,1.9338977835796727,0.43054171173100786
10000,8,0.999,None,None,4,0,0.0625,0.156,-1.0,-1.0,1.9353658603995232,0.4263724136368833
10000,9,0.999,None,None,4,0,0.0625,0.156,-1.0,-1.0,1.9344069651888838,0.42782454662002634
10000,0,0.999,None,None,4,0,0.0625,0.0,-1.0,-1.0,1.9509650473413593,0.2517732378065148
10000,1,0.999,None,None,4,0,0.0625,0.0,-1.0,-1.0,1.9520043646818057,0.2482091334770389
10000,2,0.999,None,None,4,0,0.0625,0.0,-1.0,-1.0,1.9508884369979662,0.25159590690022815
10000,3,0.999,None,None,4,0,0.0625,0.0,-1.0,-1.0,1.9521924604403234,0.24853826574203958
10000,4,0.999,None,None,4,0,0.0625,0.0,-1.0,-1.0,1.9513302102710404,0.24919720727002068
10000,5,0.999,None,None,4,0,0.0625,0.0,-1.0,-1.0,1.9507701194501832,0.25234277569032354
10000,6,0.999,None,None,4,0,0.0625,0.0,-1.0,-1.0,1.9521273157882275,0.24818171096853475
10000,7,0.999,None,None,4,0,0.0625,0.0,-1.0,-1.0,1.949086309121646,0.25727897049484094
10000,8,0.999,None,None,4,0,0.0625,0.0,-1.0,-1.0,1.9514209206125326,0.24844988911798294
10000,9,0.999,None,None,4,0,0.0625,0.0,-1.0,-1.0,1.9498402508090746,0.25340756230782124
10000,0,0.999,None,None,4,0,0.25,0.988,-0.692,0.0,0.29797471329522784,1.1843727264501653
10000,1,0.999,None,None,4,0,0.25,0.988,-0.692,0.0,0.29939813117284625,1.2078520534555246
10000,2,0.999,None,None,4,0,0.25,0.988,-0.692,0.0,0.2979344953175963,1.2294215505587223
10000,3,0.999,None,None,4,0,0.25,0.988,-0.692,0.0,0.30063243293998465,1.2364184153738726
10000,4,0.999,None,None,4,0,0.25,0.988,-0.692,0.0,0.2984708311024227,1.2048566568948553
10000,5,0.999,None,None,4,0,0.25,0.988,-0.692,0.0,0.29833734859639477,1.1299965983674396
10000,6,0.999,None,None,4,0,0.25,0.988,-0.692,0.0,0.29913498715309506,1.2267479304370952
10000,7,0.999,None,None,4,0,0.25,0.988,-0.692,0.0,0.2971483104275035,1.2006916827332037
10000,8,0.999,None,None,4,0,0.25,0.988,-0.692,0.0,0.2964765414991331,1.176879984594678
10000,9,0.999,None,None,4,0,0.25,0.988,-0.692,0.0,0.2984348798532816,1.1522148900711489
10000,0,0.999,None,None,4,0,0.25,0.951,-0.382,0.0,0.606126101789533,1.277855838056169
10000,1,0.999,None,None,4,0,0.25,0.951,-0.382,0.0,0.6057356473391068,1.2862981223965484
10000,2,0.999,None,None,4,0,0.25,0.951,-0.382,0.0,0.6047539924532026,1.3013959229159668
10000,3,0.999,None,None,4,0,0.25,0.951,-0.382,0.0,0.6057724943650689,1.272508271473964
10000,4,0.999,None,None,4,0,0.25,0.951,-0.382,0.0,0.6050860640486231,1.2942617679488677
10000,5,0.999,None,None,4,0,0.25,0.951,-0.382,0.0,0.605892261678226,1.3245552596362957
10000,6,0.999,None,None,4,0,0.25,0.951,-0.382,0.0,0.6057813065803023,1.2914214702540885
10000,7,0.999,None,None,4,0,0.25,0.951,-0.382,0.0,0.605896130304823,1.3395821859717205
10000,8,0.999,None,None,4,0,0.25,0.951,-0.382,0.0,0.6047530770737107,1.3161297698369048
10000,9,0.999,None,None,4,0,0.25,0.951,-0.382,0.0,0.6042539579761751,1.3075395950163946
10000,0,0.999,None,None,4,0,0.25,0.891,-0.093,0.0,0.8902323819862807,1.2831742359807998
10000,1,0.999,None,None,4,0,0.25,0.891,-0.093,0.0,0.8907522194554113,1.2548229051971844
10000,2,0.999,None,None,4,0,0.25,0.891,-0.093,0.0,0.8921260589035732,1.2299745763577081
10000,3,0.999,None,None,4,0,0.25,0.891,-0.093,0.0,0.89285447939888,1.2386926388628008
10000,4,0.999,None,None,4,0,0.25,0.891,-0.093,0.0,0.8913848601544867,1.251667932046434
10000,5,0.999,None,None,4,0,0.25,0.891,-0.093,0.0,0.8893537849426608,1.289637021171925
10000,6,0.999,None,None,4,0,0.25,0.891,-0.093,0.0,0.892349476994141,1.2570908625076254
10000,7,0.999,None,None,4,0,0.25,0.891,-0.093,0.0,0.8899868420774852,1.2675061229304914
10000,8,0.999,None,None,4,0,0.25,0.891,-0.093,0.0,0.895614358655451,1.23372891556795
10000,9,0.999,None,None,4,0,0.25,0.891,-0.093,0.0,0.8931016119214362,1.2355477783064208
10000,0,0.999,None,None,4,0,0.25,0.809,0.0,0.0,1.0788411345333087,1.481439056240875
10000,1,0.999,None,None,4,0,0.25,0.809,0.0,0.0,1.0765684544000815,1.4876379465360656
10000,2,0.999,None,None,4,0,0.25,0.809,0.0,0.0,1.0754919339469364,1.5001558196188485
10000,3,0.999,None,None,4,0,0.25,0.809,0.0,0.0,1.0761320191980808,1.4728973527632117
10000,4,0.999,None,None,4,0,0.25,0.809,0.0,0.0,1.0765281553127328,1.475641131274879
10000,5,0.999,None,None,4,0,0.25,0.809,0.0,0.0,1.080304265711828,1.4775135217922009
10000,6,0.999,None,None,4,0,0.25,0.809,0.0,0.0,1.0766615178551753,1.484048310028245
10000,7,0.999,None,None,4,0,0.25,0.809,0.0,0.0,1.0812958108031068,1.4898706206535166
10000,8,0.999,None,None,4,0,0.25,0.809,0.0,0.0,1.0755508772398117,1.4734827178631256
10000,9,0.999,None,None,4,0,0.25,0.809,0.0,0.0,1.0799472193796031,1.463481675259898
10000,0,0.999,None,None,4,0,0.25,0.707,0.0,0.0,1.2626694940152978,1.4374818313189734
10000,1,0.999,None,None,4,0,0.25,0.707,0.0,0.0,1.2672950116657706,1.4414760668616766
10000,2,0.999,None,None,4,0,0.25,0.707,0.0,0.0,1.2656058753718038,1.4492957168177116
10000,3,0.999,None,None,4,0,0.25,0.707,0.0,0.0,1.2647675006206658,1.4484574126050804
10000,4,0.999,None,None,4,0,0.25,0.707,0.0,0.0,1.2683587364915865,1.4591042845564268
10000,5,0.999,None,None,4,0,0.25,0.707,0.0,0.0,1.259835177810489,1.4528116538953773
10000,6,0.999,None,None,4,0,0.25,0.707,0.0,0.0,1.260962306202982,1.4466167070473148
10000,7,0.999,None,None,4,0,0.25,0.707,0.0,0.0,1.2691806940565373,1.4519478723129629
10000,8,0.999,None,None,4,0,0.25,0.707,0.0,0.0,1.2641382331687143,1.4572373689367886
10000,9,0.999,None,None,4,0,0.25,0.707,0.0,0.0,1.2707934947673976,1.4507031410141855
10000,0,0.999,None,None,4,0,0.25,0.588,0.0,0.0,1.4086402478713973,1.2410748612362041
10000,1,0.999,None,None,4,0,0.25,0.588,0.0,0.0,1.406622578061617,1.2544040411191615
10000,2,0.999,None,None,4,0,0.25,0.588,0.0,0.0,1.4144350801418235,1.2534190995322305
10000,3,0.999,None,None,4,0,0.25,0.588,0.0,0.0,1.4139017862109744,1.238245049352511
10000,4,0.999,None,None,4,0,0.25,0.588,0.0,0.0,1.4108084441726378,1.2701798233949921
10000,5,0.999,None,None,4,0,0.25,0.588,0.0,0.0,1.4053569957167067,1.2402937746678304
10000,6,0.999,None,None,4,0,0.25,0.588,0.0,0.0,1.408850832337323,1.243259616317233
10000,7,0.999,None,None,4,0,0.25,0.588,0.0,0.0,1.4129111138115817,1.2509184227194847
10000,8,0.999,None,None,4,0,0.25,0.588,0.0,0.0,1.3998096714651722,1.268711890540828
10000,9,0.999,None,None,4,0,0.25,0.588,0.0,0.0,1.4077281885280581,1.2372508950535002
10000,0,0.999,None,None,4,0,0.25,0.454,0.0,0.0,1.4983283404811225,1.1977323936802189
10000,1,0.999,None,None,4,0,0.25,0.454,0.0,0.0,1.5000531205708632,1.1975831424861638
10000,2,0.999,None,None,4,0,0.25,0.454,0.0,0.0,1.499512536493145,1.1981868343249398
10000,3,0.999,None,None,4,0,0.25,0.454,0.0,0.0,1.4918752075718833,1.2026468461831394
