repetitions,iteration,discountfactor,startmove,response,bucketcount,radial,exploration,threshhold,zero,negone,ucbscore,simplescore
10000,8,0.999,None,None,8,0,0.25,0.809,-1.0,-1.0,1.1053833943220088,1.5418508506680542
10000,9,0.999,None,None,8,0,0.25,0.809,-1.0,-1.0,1.1076617047773185,1.5405831782163137
10000,0,0.999,None,None,8,0,0.25,0.707,-1.0,-1.0,1.3752132053461656,1.3873258216640036
10000,1,0.999,None,None,8,0,0.25,0.707,-1.0,-1.0,1.3743296316501383,1.3867417297482938
10000,2,0.999,None,None,8,0,0.25,0.707,-1.0,-1.0,1.375245335194024,1.3878607314746725
10000,3,0.999,None,None,8,0,0.25,0.707,-1.0,-1.0,1.375339279085025,1.3881758983578445
10000,4,0.999,None,None,8,0,0.25,0.707,-1.0,-1.0,1.3738997952849574,1.3868265704493328
10000,5,0.999,None,None,8,0,0.25,0.707,-1.0,-1.0,1.3732053348028173,1.3879442334515477
10000,6,0.999,None,None,8,0,0.25,0.707,-1.0,-1.0,1.3760164525455327,1.388369336383339
10000,7,0.999,None,None,8,0,0.25,0.707,-1.0,-1.0,1.37530571858032,1.3877241736146684
10000,8,0.999,None,None,8,0,0.25,0.707,-1.0,-1.0,1.3741847565690446,1.3876356683890807
10000,9,0.999,None,None,8,0,0.25,0.707,-1.0,-1.0,1.3740889071612348,1.388564888026719
10000,0,0.999,None,None,8,0,0.25,0.588,-1.0,-1.0,1.5551104785569612,1.1791017246960467
10000,1,0.999,None,None,8,0,0.25,0.588,-1.0,-1.0,1.5509269901974394,1.1855214223717445
10000,2,0.999,None,None,8,0,0.25,0.588,-1.0,-1.0,1.5515935245602728,1.1835105457481758
10000,3,0.999,None,None,8,0,0.25,0.588,-1.0,-1.0,1.5551308320144048,1.1793105674860518
10000,4,0.999,None,None,8,0,0.25,0.588,-1.0,-1.0,1.553904753033219,1.179980356179866
10000,5,0.999,None,None,8,0,0.25,0.588,-1.0,-1.0,1.5519643340951317,1.1817387820099625
10000,6,0.999,None,None,8,0,0.25,0.588,-1.0,-1.0,1.5545878304951135,1.1809679798200128
10000,7,0.999,None,None,8,0,0.25,0.588,-1.0,-1.0,1.5543593479380862,1.1790939162845298
10000,8,0.999,None,None,8,0,0.25,0.588,-1.0,-1.0,1.553981710041585,1.1803586528910937
10000,9,0.999,None,None,8,0,0.25,0.588,-1.0,-1.0,1.5538835058899427,1.1825507497077001
10000,0,0.999,None,None,8,0,0.25,0.454,-1.0,-1.0,1.744384509237765,0.9102717875783058
10000,1,0.999,None,None,8,0,0.25,0.454,-1.0,-1.0,1.7426247014735146,0.9114346176129934
10000,2,0.999,None,None,8,0,0.25,0.454,-1.0,-1.0,1.7433022245144867,0.9108536280128184
10000,3,0.999,None,None,8,0,0.25,0.454,-1.0,-1.0,1.7443224507345785,0.9108337368670966
10000,4,0.999,None,None,8,0,0.25,0.454,-1.0,-1.0,1.7420292487149796,0.9112953974916204
10000,5,0.999,None,None,8,0,0.25,0.454,-1.0,-1.0,1.743081030037665,0.911160076379083
10000,6,0.999,None,None,8,0,0.25,0.454,-1.0,-1.0,1.7441636529297027,0.9111599748613353
10000,7,0.999,None,None,8,0,0.25,0.454,-1.0,-1.0,1.7434322421596413,0.9115520094397208
10000,8,0.999,None,None,8,0,0.25,0.454,-1.0,-1.0,1.7419477112792687,0.9113643174623943
10000,9,0.999,None,None,8,0,0.25,0.454,-1.0,-1.0,1.7422875926240387,0.9117935414356828
10000,0,0.999,None,None,8,0,0.25,0.309,-1.0,-1.0,1.8527180798231402,0.6643815679345572
10000,1,0.999,None,None,8,0,0.25,0.309,-1.0,-1.0,1.8529558880055013,0.6642939294985225
10000,2,0.999,None,None,8,0,0.25,0.309,-1.0,-1.0,1.853509235783351,0.6612335906387682
10000,3,0.999,None,None,8,0,0.25,0.309,-1.0,-1.0,1.8519070601288397,0.6665974148747458
10000,4,0.999,None,None,8,0,0.25,0.309,-1.0,-1.0,1.8523886563700411,0.6658661898408598
10000,5,0.999,None,None,8,0,0.25,0.309,-1.0,-1.0,1.851793762242745,0.6655454758804298
10000,6,0.999,None,None,8,0,0.25,0.309,-1.0,-1.0,1.8521619083386045,0.6660058141629306
10000,7,0.999,None,None,8,0,0.25,0.309,-1.0,-1.0,1.8527220181502577,0.6639476838231263
10000,8,0.999,None,None,8,0,0.25,0.309,-1.0,-1.0,1.853126353509534,0.6625358356785753
10000,9,0.999,None,None,8,0,0.25,0.309,-1.0,-1.0,1.8527324865788088,0.6635120373475222
10000,0,0.999,None,None,8,0,0.25,0.156,-1.0,-1.0,1.9434080527402415,0.3683827839945042
10000,1,0.999,None,None,8,0,0.25,0.156,-1.0,-1.0,1.9426899921883414,0.36804043860835745
10000,2,0.999,None,None,8,0,0.25,0.156,-1.0,-1.0,1.9434499931441416,0.36903582621004427
10000,3,0.999,None,None,8,0,0.25,0.156,-1.0,-1.0,1.9431888766822103,0.36707724347556403
10000,4,0.999,None,None,8,0,0.25,0.156,-1.0,-1.0,1.943544915219424,0.3689580399952427
10000,5,0.999,None,None,8,0,0.25,0.156,-1.0,-1.0,1.9434821321197386,0.3675404876766412
10000,6,0.999,None,None,8,0,0.25,0.156,-1.0,-1.0,1.9432184071960499,0.367191849842962
10000,7,0.999,None,None,8,0,0.25,0.156,-1.0,-1.0,1.9434252502094571,0.3686590476210526
10000,8,0.999,None,None,8,0,0.25,0.156,-1.0,-1.0,1.943379385751285,0.36839239956007935
10000,9,0.999,None,None,8,0,0.25,0.156,-1.0,-1.0,1.9433073320993481,0.3685783543738564
10000,0,0.999,None,None,8,0,0.25,0.0,-1.0,-1.0,1.9666591617981184,0.16428500699456292
10000,1,0.999,None,None,8,0,0.25,0.0,-1.0,-1.0,1.964722732792421,0.1686905328285018
10000,2,0.999,None,None,8,0,0.25,0.0,-1.0,-1.0,1.9661772010168383,0.16483873767986468
10000,3,0.999,None,None,8,0,0.25,0.0,-1.0,-1.0,1.9652281564970289,0.16615324677901436
10000,4,0.999,None,None,8,0,0.25,0.0,-1.0,-1.0,1.9663053727351354,0.16462854745146083
10000,5,0.999,None,None,8,0,0.25,0.0,-1.0,-1.0,1.9649423931954577,0.1678416767615548
10000,6,0.999,None,None,8,0,0.25,0.0,-1.0,-1.0,1.9668391027662944,0.1651221632848729
10000,7,0.999,None,None,8,0,0.25,0.0,-1.0,-1.0,1.9656049870517178,0.16561062452865677
10000,8,0.999,None,None,8,0,0.25,0.0,-1.0,-1.0,1.9652998884310557,0.1662183011311633
10000,9,0.999,None,None,8,0,0.25,0.0,-1.0,-1.0,1.9656978660554099,0.1646660137028216
10000,0,0.999,None,None,8,0,1.0,0.988,-0.692,0.0,0.28638248482596823,1.0822219212468671
10000,1,0.999,None,None,8,0,1.0,0.988,-0.692,0.0,0.28617707280455223,1.0717535194982697
10000,2,0.999,None,None,8,0,1.0,0.988,-0.692,0.0,0.2857309634263493,1.0844857710758073
10000,3,0.999,None,None,8,0,1.0,0.988,-0.692,0.0,0.28543804768254954,1.067863797148756
10000,4,0.999,None,None,8,0,1.0,0.988,-0.692,0.0,0.2856904420704855,1.0841688222315198
10000,5,0.999,None,None,8,0,1.0,0.988,-0.692,0.0,0.2838888193866672,1.0679277447594848
10000,6,0.999,None,None,8,0,1.0,0.988,-0.692,0.0,0.28482140390743865,1.06019579099579
10000,7,0.999,None,None,8,0,1.0,0.988,-0.692,0.0,0.284175792302625,1.0697901843590876
10000,8,0.999,None,None,8,0,1.0,0.988,-0.692,0.0,0.2861439244899519,1.0717968789542824
10000,9,0.999,None,None,8,0,1.0,0.988,-0.692,0.0,0.28386677647151753,1.0689379483357144
10000,0,0.999,None,None,8,0,1.0,0.951,-0.382,0.0,0.5927217348826427,1.2016196329320907
10000,1,0.999,None,None,8,0,1.0,0.951,-0.382,0.0,0.5936449431888735,1.2009371444198886
10000,2,0.999,None,None,8,0,1.0,0.951,-0.382,0.0,0.5926909562082784,1.208167129045256
10000,3,0.999,None,None,8,0,1.0,0.951,-0.382,0.0,0.5931179491864031,1.2125005065141743
10000,4,0.999,None,None,8,0,1.0,0.951,-0.382,0.0,0.5928840376546168,1.2119403589668034
10000,5,0.999,None,None,8,0,1.0,0.951,-0.382,0.0,0.5934412578529944,1.224061488511327
10000,6,0.999,None,None,8,0,1.0,0.951,-0.382,0.0,0.5939912949944234,1.2014565703595634
10000,7,0.999,None,None,8,0,1.0,0.951,-0.382,0.0,0.5938797342026301,1.2134822278308208
10000,8,0.999,None,None,8,0,1.0,0.951,-0.382,0.0,0.5949423471471105,1.212602110680093
10000,9,0.999,None,None,8,0,1.0,0.951,-0.382,0.0,0.5946217731233409,1.2043290490643068
10000,0,0.999,None,None,8,0,1.0,0.891,-0.093,0.0,0.8776038426981329,1.2122035997012282
10000,1,0.999,None,None,8,0,1.0,0.891,-0.093,0.0,0.8782206251496079,1.2148127225969187
10000,2,0.999,None,None,8,0,1.0,0.891,-0.093,0.0,0.8783434933523379,1.2127857826925843
10000,3,0.999,None,None,8,0,1.0,0.891,-0.093,0.0,0.8774335849683748,1.217466830083177
10000,4,0.999,None,None,8,0,1.0,0.891,-0.093,0.0,0.878787682484159,1.208997288540309
10000,5,0.999,None,None,8,0,1.0,0.891,-0.093,0.0,0.8785364687994397,1.2144435226967003
10000,6,0.999,None,None,8,0,1.0,0.891,-0.093,0.0,0.8789650818153283,1.2120184702129295
10000,7,0.999,None,None,8,0,1.0,0.891,-0.093,0.0,0.8809292412996286,1.2091983744886432
10000,8,0.999,None,None,8,0,1.0,0.891,-0.093,0.0,0.8790014735781666,1.2081473776691443
10000,9,0.999,None,None,8,0,1.0,0.891,-0.093,0.0,0.8796101803916461,1.2164633760680297
10000,0,0.999,None,None,8,0,1.0,0.809,0.0,0.0,1.0872505939092627,1.3581609532498509
10000,1,0.999,None,None,8,0,1.0,0.809,0.0,0.0,1.0843953009238825,1.3575237627245766
10000,2,0.999,None,None,8,0,1.0,0.809,0.0,0.0,1.083957340361829,1.3610686857826817
10000,3,0.999,None,None,8,0,1.0,0.809,0.0,0.0,1.0846119578178177,1.358363028566805
10000,4,0.999,None,None,8,0,1.0,0.809,0.0,0.0,1.0846763873975658,1.3596499323814046
10000,5,0.999,None,None,8,0,1.0,0.809,0.0,0.0,1.084070821986997,1.3553771558207945
10000,6,0.999,None,None,8,0,1.0,0.809,0.0,0.0,1.087118138504138,1.3607994715147294
10000,7,0.999,None,None,8,0,1.0,0.809,0.0,0.0,1.0853963707175578,1.3615869461312802
10000,8,0.999,None,None,8,0,1.0,0.809,0.0,0.0,1.0868753836392808,1.3563104100367407
10000,9,0.999,None,None,8,0,1.0,0.809,0.0,0.0,1.085099560821239,1.3558341826831593
10000,0,0.999,None,None,8,0,1.0,0.707,0.0,0.0,1.3280104126476273,1.3391197395597094
10000,1,0.999,None,None,8,0,1.0,0.707,0.0,0.0,1.3301570621852021,1.3416800678435514
10000,2,0.999,None,None,8,0,1.0,0.707,0.0,0.0,1.3265455063699778,1.3401561780678442
10000,3,0.999,None,None,8,0,1.0,0.707,0.0,0.0,1.325919093593396,1.3400257532382724
10000,4,0.999,None,None,8,0,1.0,0.707,0.0,0.0,1.329072813564114,1.3408498160040243
10000,5,0.999,None,None,8,0,1.0,0.707,0.0,0.0,1.329312747266127,1.3408440899138465
10000,6,0.999,None,None,8,0,1.0,0.707,0.0,0.0,1.3290586240518252,1.339192811792227
10000,7,0.999,None,None,8,0,1.0,0.707,0.0,0.0,1.328875786601054,1.340756881682467
10000,8,0.999,None,None,8,0,1.0,0.707,0.0,0.0,1.3291863593707736,1.3420226408216946
10000,9,0.999,None,None,8,0,1.0,0.707,0.0,0.0,1.3298062131936745,1.3428727230957966
10000,0,0.999,None,None,8,0,1.0,0.588,0.0,0.0,1.5174539539771628,1.1857272560293635
10000,1,0.999,None,None,8,0,1.0,0.588,0.0,0.0,1.5168400541454932,1.183630289893007
10000,2,0.999,None,None,8,0,1.0,0.588,0.0,0.0,1.5162061417070063,1.1865480498865058
10000,3,0.999,None,None,8,0,1.0,0.588,0.0,0.0,1.5142924180162771,1.1870281325005299
10000,4,0.999,None,None,8,0,1.0,0.588,0.0,0.0,1.516889620162731,1.1852037286583457
10000,5,0.999,None,None,8,0,1.0,0.588,0.0,0.0,1.518353382515182,1.1845612770272287
10000,6,0.999,None,None,8,0,1.0,0.588,0.0,0.0,1.5166375330950168,1.1853717881868793
10000,7,0.999,None,None,8,0,1.0,0.588,0.0,0.0,1.518002997639995,1.1857966580535504
10000,8,0.999,None,None,8,0,1.0,0.588,0.0,0.0,1.518168313521524,1.1846224489953858
10000,9,0.999,None,None,8,0,1.0,0.588,0.0,0.0,1.5183685011541255,1.1857870597752092
10000,0,0.999,None,None,8,0,1.0,0.454,0.0,0.0,1.6133196813702368,1.0788905277940162
10000,1,0.999,None,None,8,0,1.0,0.454,0.0,0.0,1.6119965691730616,1.0776108609222526
10000,2,0.999,None,None,8,0,1.0,0.454,0.0,0.0,1.614051878155853,1.0780303085766956
10000,3,0.999,None,None,8,0,1.0,0.454,0.0,0.0,1.6143296984869693,1.0772478119414521
10000,4,0.999,None,None,8,0,1.0,0.454,0.0,0.0,1.6148155295805446,1.0760052527749189
10000,5,0.999,None,None,8,0,1.0,0.454,0.0,0.0,1.6157539423906673,1.0738555952237276
10000,6,0.999,None,None,8,0,1.0,0.454,0.0,0.0,1.6161862597159835,1.074463641264865
10000,7,0.999,None,None,8,0,1.0,0.454,0.0,0.0,1.6126245536037846,1.0773425071112521
10000,8,0.999,None,None,8,0,1.0,0.454,0.0,0.0,1.6154223629187006,1.0746862904052163
10000,9,0.999,None,None,8,0,1.0,0.454,0.0,0.0,1.6142154360690766,1.0770395010015676
10000,0,0.999,None,None,8,0,1.0,0.309,0.0,0.0,1.6716795404359959,0.9140591128404819
10000,1,0.999,None,None,8,0,1.0,0.309,0.0,0.0,1.6712829438612453,0.9190016174813811
10000,2,0.999,None,None,8,0,1.0,0.309,0.0,0.0,1.6731650989092508,0.9109281003138707
10000,3,0.999,None,None,8,0,1.0,0.309,0.0,0.0,1.6772971571359891,0.908222923189456
10000,4,0.999,None,None,8,0,1.0,0.309,0.0,0.0,1.669124938193588,0.9166825843187817
10000,5,0.999,None,None,8,0,1.0,0.309,0.0,0.0,1.6720785427469504,0.9189295784850916
10000,6,0.999,None,None,8,0,1.0,0.309,0.0,0.0,1.669510672539848,0.9287800238766839
10000,7,0.999,None,None,8,0,1.0,0.309,0.0,0.0,1.6719980639503422,0.9145744799457665
10000,8,0.999,None,None,8,0,1.0,0.309,0.0,0.0,1.668679866942491,0.9300492371481279
10000,9,0.999,None,None,8,0,1.0,0.309,0.0,0.0,1.670290836312657,0.9225295281353184
10000,0,0.999,None,None,8,0,1.0,0.156,0.0,0.0,1.8580349686356337,0.5713989938732718
10000,1,0.999,None,None,8,0,1.0,0.156,0.0,0.0,1.8595750012224868,0.568604813440974
10000,2,0.999,None,None,8,0,1.0,0.156,0.0,0.0,1.8559461531940673,0.5746639445296441
10000,3,0.999,None,None,8,0,1.0,0.156,0.0,0.0,1.857298889707734,0.5716314709170194
10000,4,0.999,None,None,8,0,1.0,0.156,0.0,0.0,1.8567573122421313,0.571163153791784
10000,5,0.999,None,None,8,0,1.0,0.156,0.0,0.0,1.8614544999563956,0.567266474888895
10000,6,0.999,None,None,8,0,1.0,0.156,0.0,0.0,1.8597776745307495,0.5676770919900149
10000,7,0.999,None,None,8,0,1.0,0.156,0.0,0.0,1.8573676522819733,0.5715582221493931
10000,8,0.999,None,None,8,0,1.0,0.156,0.0,0.0,1.856663079349822,0.5709118191010277
10000,9,0.999,None,None,8,0,1.0,0.156,0.0,0.0,1.857801812165357,0.5721551602071198
10000,0,0.999,None,None,8,0,1.0,0.0,0.0,0.0,1.935001999399968,0.22612578282649046
10000,1,0.999,None,None,8,0,1.0,0.0,0.0,0.0,1.9358054602426502,0.2253396974420722
10000,2,0.999,None,None,8,0,1.0,0.0,0.0,0.0,1.9351530247608797,0.22571984190300523
10000,3,0.999,None,None,8,0,1.0,0.0,0.0,0.0,1.9357677299396325,0.2253448816726341
10000,4,0.999,None,None,8,0,1.0,0.0,0.0,0.0,1.9360364333562645,0.2253066933849291
10000,5,0.999,None,None,8,0,1.0,0.0,0.0,0.0,1.9342242475197216,0.22766617168135267
10000,6,0.999,None,None,8,0,1.0,0.0,0.0,0.0,1.9366346709249462,0.22414759399370668
10000,7,0.999,None,None,8,0,1.0,0.0,0.0,0.0,1.9353348660706684,0.22393286080924757
10000,8,0.999,None,None,8,0,1.0,0.0,0.0,0.0,1.9363910776860633,0.22444266622231196
10000,9,0.999,None,None,8,0,1.0,0.0,0.0,0.0,1.9354496108022086,0.2272783150337238
10000,0,0.999,None,None,8,0,1.0,0.988,-1.0,-1.0,0.220158488464371,1.4499339829316762
10000,1,0.999,None,None,8,0,1.0,0.988,-1.0,-1.0,0.21768559498387055,1.4345988234878193
10000,2,0.999,None,None,8,0,1.0,0.988,-1.0,-1.0,0.21754651144792778,1.4365573201226676
10000,3,0.999,None,None,8,0,1.0,0.988,-1.0,-1.0,0.2174330363105678,1.432290879784559
10000,4,0.999,None,None,8,0,1.0,0.988,-1.0,-1.0,0.21872111884691597,1.438759076855425
10000,5,0.999,None,None,8,0,1.0,0.988,-1.0,-1.0,0.21669001552030723,1.426515314950839
10000,6,0.999,None,None,8,0,1.0,0.988,-1.0,-1.0,0.21777130403449915,1.4361516481975194
10000,7,0.999,None,None,8,0,1.0,0.988,-1.0,-1.0,0.2176984076930162,1.432285203939326
10000,8,0.999,None,None,8,0,1.0,0.988,-1.0,-1.0,0.2188533145304338,1.4435818042653636
10000,9,0.999,None,None,8,0,1.0,0.988,-1.0,-1.0,0.2168928390749916,1.4315150496045912
10000,0,0.999,None,None,8,0,1.0,0.951,-1.0,-1.0,0.5196140727906386,1.6497163298113726
10000,1,0.999,None,None,8,0,1.0,0.951,-1.0,-1.0,0.5210010590200256,1.6512060063274254
10000,2,0.999,None,None,8,0,1.0,0.951,-1.0,-1.0,0.5199784218550926,1.6503951359698048
10000,3,0.999,None,None,8,0,1.0,0.951,-1.0,-1.0,0.5219740939661895,1.6537640732053827
10000,4,0.999,None,None,8,0,1.0,0.951,-1.0,-1.0,0.5198131867263067,1.6389459033134341
10000,5,0.999,None,None,8,0,1.0,0.951,-1.0,-1.0,0.521633317158505,1.6448236061165749
10000,6,0.999,None,None,8,0,1.0,0.951,-1.0,-1.0,0.5179309526352482,1.6491632715397038
10000,7,0.999,None,None,8,0,1.0,0.951,-1.0,-1.0,0.5215422653546194,1.6473884543055917
10000,8,0.999,None,None,8,0,1.0,0.951,-1.0,-1.0,0.519534633945154,1.6404072293785286
10000,9,0.999,None,None,8,0,1.0,0.951,-1.0,-1.0,0.520580436020426,1.6404942885858318
10000,0,0.999,None,None,8,0,1.0,0.891,-1.0,-1.0,0.7917740358944176,1.6209539004157505
10000,1,0.999,None,None,8,0,1.0,0.891,-1.0,-1.0,0.7903759580504651,1.6268757284290398
10000,2,0.999,None,None,8,0,1.0,0.891,-1.0,-1.0,0.7914404046733873,1.6230006831476276
10000,3,0.999,None,None,8,0,1.0,0.891,-1.0,-1.0,0.7904324754717056,1.6201139520160992
10000,4,0.999,None,None,8,0,1.0,0.891,-1.0,-1.0,0.7887903982911316,1.620305549117188
10000,5,0.999,None,None,8,0,1.0,0.891,-1.0,-1.0,0.7902298665473029,1.6224497921243632
10000,6,0.999,None,None,8,0,1.0,0.891,-1.0,-1.0,0.7887184008647146,1.6292388585971445
10000,7,0.999,None,None,8,0,1.0,0.891,-1.0,-1.0,0.790576592957517,1.621418225366224
10000,8,0.999,None,None,8,0,1.0,0.891,-1.0,-1.0,0.7890607371270688,1.6182183063731836
10000,9,0.999,None,None,8,0,1.0,0.891,-1.0,-1.0,0.7899389353009492,1.6265998828357155
10000,0,0.999,None,None,8,0,1.0,0.809,-1.0,-1.0,1.0710582355545837,1.5128018101757432
10000,1,0.999,None,None,8,0,1.0,0.809,-1.0,-1.0,1.0714246992551226,1.5112613255526726
10000,2,0.999,None,None,8,0,1.0,0.809,-1.0,-1.0,1.074400608502644,1.5129707549881475
10000,3,0.999,None,None,8,0,1.0,0.809,-1.0,-1.0,1.0731511716595894,1.5133556260176135
10000,4,0.999,None,None,8,0,1.0,0.809,-1.0,-1.0,1.0732615962617509,1.5131453700622688
10000,5,0.999,None,None,8,0,1.0,0.809,-1.0,-1.0,1.0726416906005791,1.5130171046748084
10000,6,0.999,None,None,8,0,1.0,0.809,-1.0,-1.0,1.0769693299568135,1.5135276127423443
10000,7,0.999,None,None,8,0,1.0,0.809,-1.0,-1.0,1.0730308857647872,1.5124529512376614
10000,8,0.999,None,None,8,0,1.0,0.809,-1.0,-1.0,1.070495791260464,1.5137115588881265
10000,9,0.999,None,None,8,0,1.0,0.809,-1.0,-1.0,1.0717380988541345,1.5133627719328075
10000,0,0.999,None,None,8,0,1.0,0.707,-1.0,-1.0,1.3419078594865295,1.3667274381738266
10000,1,0.999,None,None,8,0,1.0,0.707,-1.0,-1.0,1.3414830388583392,1.3657029592255825
10000,2,0.999,None,None,8,0,1.0,0.707,-1.0,-1.0,1.3401191319943115,1.3653073959448192
10000,3,0.999,None,None,8,0,1.0,0.707,-1.0,-1.0,1.3400374363020195,1.3662893635906244
10000,4,0.999,None,None,8,0,1.0,0.707,-1.0,-1.0,1.3413965072830476,1.3659234864347347
10000,5,0.999,None,None,8,0,1.0,0.707,-1.0,-1.0,1.342009763009133,1.3660740788015568
10000,6,0.999,None,None,8,0,1.0,0.707,-1.0,-1.0,1.342024368039165,1.3664193657814696
10000,7,0.999,None,None,8,0,1.0,0.707,-1.0,-1.0,1.342135921553769,1.3665024985581893
10000,8,0.999,None,None,8,0,1.0,0.707,-1.0,-1.0,1.3419889098465578,1.3662880255683754
10000,9,0.999,None,None,8,0,1.0,0.707,-1.0,-1.0,1.341277241133547,1.3650699984934334
10000,0,0.999,None,None,8,0,1.0,0.588,-1.0,-1.0,1.533338568140269,1.1669846068148608
10000,1,0.999,None,None,8,0,1.0,0.588,-1.0,-1.0,1.5317967247657225,1.1689167232888744
10000,2,0.999,None,None,8,0,1.0,0.588,-1.0,-1.0,1.5335282761821758,1.1666012227739875
10000,3,0.999,None,None,8,0,1.0,0.588,-1.0,-1.0,1.5319373423141946,1.169498663786939
10000,4,0.999,None,None,8,0,1.0,0.588,-1.0,-1.0,1.5310829577964427,1.1699840770037733
10000,5,0.999,None,None,8,0,1.0,0.588,-1.0,-1.0,1.5327320074230937,1.1687154759606586
10000,6,0.999,None,None,8,0,1.0,0.588,-1.0,-1.0,1.5325156937128679,1.167990005143433
10000,7,0.999,None,None,8,0,1.0,0.588,-1.0,-1.0,1.5342172180347053,1.1667013483924096
10000,8,0.999,None,None,8,0,1.0,0.588,-1.0,-1.0,1.5341305823833462,1.167050749894302
10000,9,0.999,None,None,8,0,1.0,0.588,-1.0,-1.0,1.5307386118153115,1.1693417012304306
10000,0,0.999,None,None,8,0,1.0,0.454,-1.0,-1.0,1.716058581705317,0.9189170034621449
10000,1,0.999,None,None,8,0,1.0,0.454,-1.0,-1.0,1.714428721162393,0.9204851018315166
10000,2,0.999,None,None,8,0,1.0,0.454,-1.0,-1.0,1.7161838928090851,0.9195321968023998
10000,3,0.999,None,None,8,0,1.0,0.454,-1.0,-1.0,1.7151580513474678,0.9205645042786017
10000,4,0.999,None,None,8,0,1.0,0.454,-1.0,-1.0,1.7158556362051536,0.9199264467075412
10000,5,0.999,None,None,8,0,1.0,0.454,-1.0,-1.0,1.7158688743386832,0.9198374419213363
10000,6,0.999,None,None,8,0,1.0,0.454,-1.0,-1.0,1.715875546127657,0.9194894506463862
10000,7,0.999,None,None,8,0,1.0,0.454,-1.0,-1.0,1.714347566919947,0.9208960030224029
10000,8,0.999,None,None,8,0,1.0,0.454,-1.0,-1.0,1.715704487231621,0.920882083157054
10000,9,0.999,None,None,8,0,1.0,0.454,-1.0,-1.0,1.7158323318990876,0.9209923666051052
10000,0,0.999,None,None,8,0,1.0,0.309,-1.0,-1.0,1.832966634607738,0.6775573403109976
10000,1,0.999,None,None,8,0,1.0,0.309,-1.0,-1.0,1.83297064855881,0.6772549852132858
10000,2,0.999,None,None,8,0,1.0,0.309,-1.0,-1.0,1.8329038127357904,0.6762983986511741
10000,3,0.999,None,None,8,0,1.0,0.309,-1.0,-1.0,1.833426899042421,0.6767376361466081
10000,4,0.999,None,None,8,0,1.0,0.309,-1.0,-1.0,1.834689583834872,0.6750789838217087
10000,5,0.999,None,None,8,0,1.0,0.309,-1.0,-1.0,1.8324520131398563,0.6778066001363904
10000,6,0.999,None,None,8,0,1.0,0.309,-1.0,-1.0,1.8340604226697035,0.6748482021986484
10000,7,0.999,None,None,8,0,1.0,0.309,-1.0,-1.0,1.8346005998457338,0.6762659875769398
10000,8,0.999,None,None,8,0,1.0,0.309,-1.0,-1.0,1.8326589053867997,0.6785094887612544
10000,9,0.999,None,None,8,0,1.0,0.309,-1.0,-1.0,1.8332249721140408,0.6772431783078193
10000,0,0.999,None,None,8,0,1.0,0.156,-1.0,-1.0,1.9189086523760088,0.41015861234362583
10000,1,0.999,None,None,8,0,1.0,0.156,-1.0,-1.0,1.9198061033954994,0.40975294199484313
10000,2,0.999,None,None,8,0,1.0,0.156,-1.0,-1.0,1.9192376323316644,0.40831380983867926
10000,3,0.999,None,None,8,0,1.0,0.156,-1.0,-1.0,1.919396327070981,0.4090011603502134
10000,4,0.999,None,None,8,0,1.0,0.156,-1.0,-1.0,1.9175973905011507,0.4120537116347401
10000,5,0.999,None,None,8,0,1.0,0.156,-1.0,-1.0,1.9180622090410204,0.41084389536922505
10000,6,0.999,None,None,8,0,1.0,0.156,-1.0,-1.0,1.919955740837873,0.4090990596958432
10000,7,0.999,None,None,8,0,1.0,0.156,-1.0,-1.0,1.9189341671197686,0.4103842919709598
10000,8,0.999,None,None,8,0,1.0,0.156,-1.0,-1.0,1.918335136503832,0.4103415987454073
10000,9,0.999,None,None,8,0,1.0,0.156,-1.0,-1.0,1.9175517869711427,0.4109012131507771
10000,0,0.999,None,None,8,0,1.0,0.0,-1.0,-1.0,1.9410300172592856,0.21325613096909832
10000,1,0.999,None,None,8,0,1.0,0.0,-1.0,-1.0,1.9407914556645602,0.21260788801893318
10000,2,0.999,None,None,8,0,1.0,0.0,-1.0,-1.0,1.9414680566170492,0.21069561201699458
10000,3,0.999,None,None,8,0,1.0,0.0,-1.0,-1.0,1.9392165130339984,0.21734545940722946
10000,4,0.999,None,None,8,0,1.0,0.0,-1.0,-1.0,1.939901408724122,0.21341615081212906
10000,5,0.999,None,None,8,0,1.0,0.0,-1.0,-1.0,1.940361515030717,0.21376366994627194
10000,6,0.999,None,None,8,0,1.0,0.0,-1.0,-1.0,1.941166450075687,0.21426926175931874
10000,7,0.999,None,None,8,0,1.0,0.0,-1.0,-1.0,1.940031311103901,0.21482308209646256
10000,8,0.999,None,None,8,0,1.0,0.0,-1.0,-1.0,1.9412713997875444,0.21189939048617362
10000,9,0.999,None,None,8,0,1.0,0.0,-1.0,-1.0,1.9411738965701406,0.21233710141236914
10000,0,0.999,None,None,8,0,4.0,0.988,-0.692,0.0,0.27073447705625653,0.9957249212354573
10000,1,0.999,None,None,8,0,4.0,0.988,-0.692,0.0,0.27223347583444374,0.988320488533743
10000,2,0.999,None,None,8,0,4.0,0.988,-0.692,0.0,0.270735982308146,0.9967129509843602
10000,3,0.999,None,None,8,0,4.0,0.988,-0.692,0.0,0.27138391398789613,0.9873279509586912
10000,4,0.999,None,None,8,0,4.0,0.988,-0.692,0.0,0.27070150032740536,0.9945705578085996
10000,5,0.999,None,None,8,0,4.0,0.988,-0.692,0.0,0.2718285471721122,0.9902463470985451
