repetitions,iteration,discountfactor,startmove,response,K,nwidth,explore,threshhold,zero,negone,knnscore,simplescore
1000,-1,0.99,-0.988,0.951,2,0.2,1.0,0.988,-0.692,0.0,0.2599507235094225,0.8399535472496202
1000,-1,0.99,-0.988,0.988,2,0.2,1.0,0.988,-0.692,0.0,0.25982306299507196,0.8365765169119759
1000,-1,0.99,-0.988,1.0,2,0.2,1.0,0.988,-0.692,0.0,0.25976493651860294,0.8343757720288755
1000,-1,0.99,-0.951,-1.0,2,0.2,1.0,0.988,-0.692,0.0,0.2554118471721277,0.8822576469621414
1000,-1,0.99,-0.951,-0.988,2,0.2,1.0,0.988,-0.692,0.0,0.25546104218188925,0.8836136997290226
1000,-1,0.99,-0.951,-0.951,2,0.2,1.0,0.988,-0.692,0.0,0.2555103503611104,0.8840153457859737
1000,-1,0.99,-0.951,-0.891,2,0.2,1.0,0.988,-0.692,0.0,0.2556446894524799,0.8838781260862587
1000,-1,0.99,-0.951,-0.809,2,0.2,1.0,0.988,-0.692,0.0,0.25589931003256244,0.8828770607740545
1000,-1,0.99,-0.951,-0.707,2,0.2,1.0,0.988,-0.692,0.0,0.25610625734430886,0.8812823048793728
1000,-1,0.99,-0.951,-0.588,2,0.2,1.0,0.988,-0.692,0.0,0.26451497626765663,0.9084771879407234
1000,-1,0.99,-0.951,-0.454,2,0.2,1.0,0.988,-0.692,0.0,0.265157627831492,0.9068626186822096
1000,-1,0.99,-0.951,-0.309,2,0.2,1.0,0.988,-0.692,0.0,0.2657563180113575,0.9042846601535636
1000,-1,0.99,-0.951,-0.156,2,0.2,1.0,0.988,-0.692,0.0,0.265833014038407,0.899660455284234
1000,-1,0.99,-0.951,0.0,2,0.2,1.0,0.988,-0.692,0.0,0.2654635627056671,0.8929753039596491
1000,-1,0.99,-0.951,0.156,2,0.2,1.0,0.988,-0.692,0.0,0.26487648271314224,0.8852821941995426
1000,-1,0.99,-0.951,0.309,2,0.2,1.0,0.988,-0.692,0.0,0.26427108870385624,0.8778354721080386
1000,-1,0.99,-0.951,0.454,2,0.2,1.0,0.988,-0.692,0.0,0.26384502386146985,0.8705834370248724
1000,-1,0.99,-0.951,0.588,2,0.2,1.0,0.988,-0.692,0.0,0.2632922252353166,0.8632050720171004
1000,-1,0.99,-0.951,0.707,2,0.2,1.0,0.988,-0.692,0.0,0.2629979170079588,0.8571673756308626
1000,-1,0.99,-0.951,0.809,2,0.2,1.0,0.988,-0.692,0.0,0.26280786978639,0.8524430679189767
1000,-1,0.99,-0.951,0.891,2,0.2,1.0,0.988,-0.692,0.0,0.2628594662950808,0.8485554520046924
1000,-1,0.99,-0.951,0.951,2,0.2,1.0,0.988,-0.692,0.0,0.2626903743824618,0.8443459487357172
1000,-1,0.99,-0.951,0.988,2,0.2,1.0,0.988,-0.692,0.0,0.2623412059336768,0.8398181370851664
1000,-1,0.99,-0.951,1.0,2,0.2,1.0,0.988,-0.692,0.0,0.2630912472917943,0.840481531916028
1000,-1,0.99,-0.891,-1.0,2,0.2,1.0,0.988,-0.692,0.0,0.25686003393613416,0.8828576728660079
1000,-1,0.99,-0.891,-0.988,2,0.2,1.0,0.988,-0.692,0.0,0.25690922894589563,0.8842137256328894
1000,-1,0.99,-0.891,-0.951,2,0.2,1.0,0.988,-0.692,0.0,0.25695853712511674,0.8846153716898405
1000,-1,0.99,-0.891,-0.891,2,0.2,1.0,0.988,-0.692,0.0,0.2570928762164863,0.8844781519901255
1000,-1,0.99,-0.891,-0.809,2,0.2,1.0,0.988,-0.692,0.0,0.2573474967965687,0.883477086677921
1000,-1,0.99,-0.891,-0.707,2,0.2,1.0,0.988,-0.692,0.0,0.25755444410831513,0.8818823307832396
1000,-1,0.99,-0.891,-0.588,2,0.2,1.0,0.988,-0.692,0.0,0.265963163031663,0.9090772138445902
1000,-1,0.99,-0.891,-0.454,2,0.2,1.0,0.988,-0.692,0.0,0.26660581459549837,0.9074626445860764
1000,-1,0.99,-0.891,-0.309,2,0.2,1.0,0.988,-0.692,0.0,0.2670596413535417,0.904377458483123
1000,-1,0.99,-0.891,-0.156,2,0.2,1.0,0.988,-0.692,0.0,0.26695817709389585,0.8991205173822902
1000,-1,0.99,-0.891,0.0,2,0.2,1.0,0.988,-0.692,0.0,0.26683916513855216,0.8933398316159578
1000,-1,0.99,-0.891,0.156,2,0.2,1.0,0.988,-0.692,0.0,0.266916626937965,0.887416845084566
1000,-1,0.99,-0.891,0.309,2,0.2,1.0,0.988,-0.692,0.0,0.26452193639697746,0.8773727003722124
1000,-1,0.99,-0.891,0.454,2,0.2,1.0,0.988,-0.692,0.0,0.2637736921186845,0.8694241873123739
1000,-1,0.99,-0.891,0.588,2,0.2,1.0,0.988,-0.692,0.0,0.26293022164551483,0.8609721578528873
1000,-1,0.99,-0.891,0.707,2,0.2,1.0,0.988,-0.692,0.0,0.2627568091493683,0.8549078894671366
1000,-1,0.99,-0.891,0.809,2,0.2,1.0,0.988,-0.692,0.0,0.26245129237851333,0.8489911854703762
1000,-1,0.99,-0.891,0.891,2,0.2,1.0,0.988,-0.692,0.0,0.2618983230368772,0.8427775050095114
1000,-1,0.99,-0.891,0.951,2,0.2,1.0,0.988,-0.692,0.0,0.26131387087343916,0.8369624847682086
1000,-1,0.99,-0.891,0.988,2,0.2,1.0,0.988,-0.692,0.0,0.2610230719650278,0.8329762252033501
1000,-1,0.99,-0.891,1.0,2,0.2,1.0,0.988,-0.692,0.0,0.26089544146238225,0.8305674034000117
1000,-1,0.99,-0.809,-1.0,2,0.2,1.0,0.988,-0.692,0.0,0.255850687970441,0.8754936833903068
1000,-1,0.99,-0.809,-0.988,2,0.2,1.0,0.988,-0.692,0.0,0.2558488810852685,0.8767419993156219
1000,-1,0.99,-0.809,-0.951,2,0.2,1.0,0.988,-0.692,0.0,0.25609671970486253,0.877851210926835
1000,-1,0.99,-0.809,-0.891,2,0.2,1.0,0.988,-0.692,0.0,0.25634519316267973,0.8780245970200993
1000,-1,0.99,-0.809,-0.809,2,0.2,1.0,0.988,-0.692,0.0,0.25686863945074306,0.8780518887645995
1000,-1,0.99,-0.809,-0.707,2,0.2,1.0,0.988,-0.692,0.0,0.2666519262273528,0.9100025976670028
1000,-1,0.99,-0.809,-0.588,2,0.2,1.0,0.988,-0.692,0.0,0.2674378623059677,0.9095210352940375
1000,-1,0.99,-0.809,-0.454,2,0.2,1.0,0.988,-0.692,0.0,0.26797309825270016,0.9074859810072768
1000,-1,0.99,-0.809,-0.309,2,0.2,1.0,0.988,-0.692,0.0,0.268255434902672,0.9036087806652787
1000,-1,0.99,-0.809,-0.156,2,0.2,1.0,0.988,-0.692,0.0,0.2694138418151389,0.9021102168857501
1000,-1,0.99,-0.809,0.0,2,0.2,1.0,0.988,-0.692,0.0,0.26973869824017954,0.8982280364321448
1000,-1,0.99,-0.809,0.156,2,0.2,1.0,0.988,-0.692,0.0,0.27033934918862873,0.8948082085610235
1000,-1,0.99,-0.809,0.309,2,0.2,1.0,0.988,-0.692,0.0,0.2704623783496846,0.8894768852230528
1000,-1,0.99,-0.809,0.454,2,0.2,1.0,0.988,-0.692,0.0,0.270418483963849,0.8833030886229031
1000,-1,0.99,-0.809,0.588,2,0.2,1.0,0.988,-0.692,0.0,0.2698327696964772,0.8754745719200758
1000,-1,0.99,-0.809,0.707,2,0.2,1.0,0.988,-0.692,0.0,0.26980469662612927,0.8703059837534538
1000,-1,0.99,-0.809,0.809,2,0.2,1.0,0.988,-0.692,0.0,0.2694749124243154,0.8649149470621273
1000,-1,0.99,-0.809,0.891,2,0.2,1.0,0.988,-0.692,0.0,0.2691010159884481,0.8592184502403688
1000,-1,0.99,-0.809,0.951,2,0.2,1.0,0.988,-0.692,0.0,0.2698510118867651,0.858937790788062
1000,-1,0.99,-0.809,0.988,2,0.2,1.0,0.988,-0.692,0.0,0.2697257924813061,0.8555469981642514
1000,-1,0.99,-0.809,1.0,2,0.2,1.0,0.988,-0.692,0.0,0.26958792272651855,0.8531131748553064
1000,-1,0.99,-0.707,-1.0,2,0.2,1.0,0.988,-0.692,0.0,0.26432160659635345,0.9046925593016498
1000,-1,0.99,-0.707,-0.988,2,0.2,1.0,0.988,-0.692,0.0,0.2644075634341526,0.906093392858174
1000,-1,0.99,-0.707,-0.951,2,0.2,1.0,0.988,-0.692,0.0,0.264701183306356,0.9073789915728453
1000,-1,0.99,-0.707,-0.891,2,0.2,1.0,0.988,-0.692,0.0,0.26506677647792976,0.9083804335689658
1000,-1,0.99,-0.707,-0.809,2,0.2,1.0,0.988,-0.692,0.0,0.26398799422487285,0.9094852360906689
1000,-1,0.99,-0.707,-0.707,2,0.2,1.0,0.988,-0.692,0.0,0.2647549609405717,0.908794063390122
1000,-1,0.99,-0.707,-0.588,2,0.2,1.0,0.988,-0.692,0.0,0.26538189643880067,0.907314327378771
1000,-1,0.99,-0.707,-0.454,2,0.2,1.0,0.988,-0.692,0.0,0.26587785707354583,0.9054070909365516
1000,-1,0.99,-0.707,-0.309,2,0.2,1.0,0.988,-0.692,0.0,0.2663569614684401,0.9034041468216826
1000,-1,0.99,-0.707,-0.156,2,0.2,1.0,0.988,-0.692,0.0,0.26666382969809127,0.8988270254800163
1000,-1,0.99,-0.707,0.0,2,0.2,1.0,0.988,-0.692,0.0,0.26678579286715165,0.893162302701726
1000,-1,0.99,-0.707,0.156,2,0.2,1.0,0.988,-0.692,0.0,0.2671118944546928,0.889620533980907
1000,-1,0.99,-0.707,0.309,2,0.2,1.0,0.988,-0.692,0.0,0.26701737445413637,0.882887341862435
1000,-1,0.99,-0.707,0.454,2,0.2,1.0,0.988,-0.692,0.0,0.26732588114850436,0.8777675269178202
1000,-1,0.99,-0.707,0.588,2,0.2,1.0,0.988,-0.692,0.0,0.2676597571786875,0.8732056349013853
1000,-1,0.99,-0.707,0.707,2,0.2,1.0,0.988,-0.692,0.0,0.26805729199562417,0.8697576042643795
1000,-1,0.99,-0.707,0.809,2,0.2,1.0,0.988,-0.692,0.0,0.2678866920814477,0.8640705361702121
1000,-1,0.99,-0.707,0.891,2,0.2,1.0,0.988,-0.692,0.0,0.268000451492811,0.8599677518558484
1000,-1,0.99,-0.707,0.951,2,0.2,1.0,0.988,-0.692,0.0,0.2677699503626364,0.8545018026447841
1000,-1,0.99,-0.707,0.988,2,0.2,1.0,0.988,-0.692,0.0,0.2680384311481241,0.8525953000807224
1000,-1,0.99,-0.707,1.0,2,0.2,1.0,0.988,-0.692,0.0,0.26808248439003046,0.8507826234006622
1000,-1,0.99,-0.588,-1.0,2,0.2,1.0,0.988,-0.692,0.0,0.25771892890851866,0.89537734948652
1000,-1,0.99,-0.588,-0.988,2,0.2,1.0,0.988,-0.692,0.0,0.2577736366619984,0.8964552544109967
1000,-1,0.99,-0.588,-0.951,2,0.2,1.0,0.988,-0.692,0.0,0.2579581310224038,0.8969110183558267
1000,-1,0.99,-0.588,-0.891,2,0.2,1.0,0.988,-0.692,0.0,0.25824012003678726,0.8965651823183282
1000,-1,0.99,-0.588,-0.809,2,0.2,1.0,0.988,-0.692,0.0,0.2587496530877287,0.8957148340466239
1000,-1,0.99,-0.588,-0.707,2,0.2,1.0,0.988,-0.692,0.0,0.26232150016806755,0.911343607306539
1000,-1,0.99,-0.588,-0.588,2,0.2,1.0,0.988,-0.692,0.0,0.26302165049321663,0.9123447550237542
1000,-1,0.99,-0.588,-0.454,2,0.2,1.0,0.988,-0.692,0.0,0.2631988283870127,0.9095820361386026
1000,-1,0.99,-0.588,-0.309,2,0.2,1.0,0.988,-0.692,0.0,0.2629566802690106,0.9030553164343882
1000,-1,0.99,-0.588,-0.156,2,0.2,1.0,0.988,-0.692,0.0,0.26351632155856225,0.8975975207129262
1000,-1,0.99,-0.588,0.0,2,0.2,1.0,0.988,-0.692,0.0,0.26259168662059407,0.89015136524947
1000,-1,0.99,-0.588,0.156,2,0.2,1.0,0.988,-0.692,0.0,0.2633139512047232,0.8853949164313154
1000,-1,0.99,-0.588,0.309,2,0.2,1.0,0.988,-0.692,0.0,0.2642561070166224,0.8806797797382053
1000,-1,0.99,-0.588,0.454,2,0.2,1.0,0.988,-0.692,0.0,0.2653937560085229,0.8771082119794781
1000,-1,0.99,-0.588,0.588,2,0.2,1.0,0.988,-0.692,0.0,0.26567949866709695,0.8701501840024872
1000,-1,0.99,-0.588,0.707,2,0.2,1.0,0.988,-0.692,0.0,0.2660003398281239,0.8638876035180107
1000,-1,0.99,-0.588,0.809,2,0.2,1.0,0.988,-0.692,0.0,0.26683629203666637,0.8603121648287448
1000,-1,0.99,-0.588,0.891,2,0.2,1.0,0.988,-0.692,0.0,0.26707652901532125,0.8557179050326214
1000,-1,0.99,-0.588,0.951,2,0.2,1.0,0.988,-0.692,0.0,0.2672152466260661,0.8516440681454979
1000,-1,0.99,-0.588,0.988,2,0.2,1.0,0.988,-0.692,0.0,0.26735345632490776,0.8486616093786656
1000,-1,0.99,-0.588,1.0,2,0.2,1.0,0.988,-0.692,0.0,0.2674309419888016,0.8467138756808128
1000,-1,0.99,-0.454,-1.0,2,0.2,1.0,0.988,-0.692,0.0,0.26306666033463716,0.9109313452054203
1000,-1,0.99,-0.454,-0.988,2,0.2,1.0,0.988,-0.692,0.0,0.26316055934217514,0.9121981222821097
1000,-1,0.99,-0.454,-0.951,2,0.2,1.0,0.988,-0.692,0.0,0.26342086252075203,0.9129757328934628
1000,-1,0.99,-0.454,-0.891,2,0.2,1.0,0.988,-0.692,0.0,0.26383079999613973,0.9132629003075436
1000,-1,0.99,-0.454,-0.809,2,0.2,1.0,0.988,-0.692,0.0,0.26439533160910406,0.9123828196237271
1000,-1,0.99,-0.454,-0.707,2,0.2,1.0,0.988,-0.692,0.0,0.2651454920844587,0.9112020295416683
1000,-1,0.99,-0.454,-0.588,2,0.2,1.0,0.988,-0.692,0.0,0.2650498419194084,0.9096697882672917
1000,-1,0.99,-0.454,-0.454,2,0.2,1.0,0.988,-0.692,0.0,0.2656380818203597,0.9072875102754988
1000,-1,0.99,-0.454,-0.309,2,0.2,1.0,0.988,-0.692,0.0,0.2665512485424372,0.903842743834199
1000,-1,0.99,-0.454,-0.156,2,0.2,1.0,0.988,-0.692,0.0,0.26753341084504506,0.8995363272363327
1000,-1,0.99,-0.454,0.0,2,0.2,1.0,0.988,-0.692,0.0,0.2686429099549352,0.8959850850768328
1000,-1,0.99,-0.454,0.156,2,0.2,1.0,0.988,-0.692,0.0,0.26978602624702586,0.8924045690429713
1000,-1,0.99,-0.454,0.309,2,0.2,1.0,0.988,-0.692,0.0,0.27078059518665804,0.8884646282415103
1000,-1,0.99,-0.454,0.454,2,0.2,1.0,0.988,-0.692,0.0,0.27206191848432865,0.8853394495839049
1000,-1,0.99,-0.454,0.588,2,0.2,1.0,0.988,-0.692,0.0,0.2730003276871497,0.8811035332273142
1000,-1,0.99,-0.454,0.707,2,0.2,1.0,0.988,-0.692,0.0,0.27384152686305896,0.8770313551680489
1000,-1,0.99,-0.454,0.809,2,0.2,1.0,0.988,-0.692,0.0,0.2745553253406911,0.8736703039248217
1000,-1,0.99,-0.454,0.891,2,0.2,1.0,0.988,-0.692,0.0,0.27517996651641574,0.870293032420342
1000,-1,0.99,-0.454,0.951,2,0.2,1.0,0.988,-0.692,0.0,0.27550209984035384,0.8674558234751898
1000,-1,0.99,-0.454,0.988,2,0.2,1.0,0.988,-0.692,0.0,0.275784729437658,0.865014595788307
1000,-1,0.99,-0.454,1.0,2,0.2,1.0,0.988,-0.692,0.0,0.27587513890364046,0.8632139955812883
1000,-1,0.99,-0.309,-1.0,2,0.2,1.0,0.988,-0.692,0.0,0.25724630735376836,0.9138975432053713
1000,-1,0.99,-0.309,-0.988,2,0.2,1.0,0.988,-0.692,0.0,0.25734033701576237,0.9151154243164193
1000,-1,0.99,-0.309,-0.951,2,0.2,1.0,0.988,-0.692,0.0,0.2576506570858859,0.9158442320350692
1000,-1,0.99,-0.309,-0.891,2,0.2,1.0,0.988,-0.692,0.0,0.25812222012012087,0.9126471398556582
1000,-1,0.99,-0.309,-0.809,2,0.2,1.0,0.988,-0.692,0.0,0.25941106100056716,0.91141926101784
1000,-1,0.99,-0.309,-0.707,2,0.2,1.0,0.988,-0.692,0.0,0.26106167118799845,0.9114804865166836
1000,-1,0.99,-0.309,-0.588,2,0.2,1.0,0.988,-0.692,0.0,0.2598434335264437,0.9092938702450589
1000,-1,0.99,-0.309,-0.454,2,0.2,1.0,0.988,-0.692,0.0,0.26051495946917447,0.9052863005191136
1000,-1,0.99,-0.309,-0.309,2,0.2,1.0,0.988,-0.692,0.0,0.262229114712928,0.9032365423288575
1000,-1,0.99,-0.309,-0.156,2,0.2,1.0,0.988,-0.692,0.0,0.2639793661274301,0.9023659951844641
1000,-1,0.99,-0.309,0.0,2,0.2,1.0,0.988,-0.692,0.0,0.2656873092704012,0.9007410539554942
1000,-1,0.99,-0.309,0.156,2,0.2,1.0,0.988,-0.692,0.0,0.2668721045700298,0.895337364697544
1000,-1,0.99,-0.309,0.309,2,0.2,1.0,0.988,-0.692,0.0,0.26894732892794543,0.8934195087208466
1000,-1,0.99,-0.309,0.454,2,0.2,1.0,0.988,-0.692,0.0,0.2704243081612975,0.8881937925758031
1000,-1,0.99,-0.309,0.588,2,0.2,1.0,0.988,-0.692,0.0,0.27173681633022884,0.885173901409217
1000,-1,0.99,-0.309,0.707,2,0.2,1.0,0.988,-0.692,0.0,0.2727678982243747,0.8816202032864657
1000,-1,0.99,-0.309,0.809,2,0.2,1.0,0.988,-0.692,0.0,0.2736818409589885,0.8771075189521989
1000,-1,0.99,-0.309,0.891,2,0.2,1.0,0.988,-0.692,0.0,0.2744109028027111,0.8744705400443149
1000,-1,0.99,-0.309,0.951,2,0.2,1.0,0.988,-0.692,0.0,0.27494542463464544,0.8712758248920291
1000,-1,0.99,-0.309,0.988,2,0.2,1.0,0.988,-0.692,0.0,0.27529558810403354,0.8686689038833253
1000,-1,0.99,-0.309,1.0,2,0.2,1.0,0.988,-0.692,0.0,0.2754272124135551,0.8668196999826899
1000,-1,0.99,-0.156,-1.0,2,0.2,1.0,0.988,-0.692,0.0,0.24974440564951803,0.9067363154109114
1000,-1,0.99,-0.156,-0.988,2,0.2,1.0,0.988,-0.692,0.0,0.24986185993975488,0.9080768202895045
1000,-1,0.99,-0.156,-0.951,2,0.2,1.0,0.988,-0.692,0.0,0.2502053280704612,0.9088031534561788
1000,-1,0.99,-0.156,-0.891,2,0.2,1.0,0.988,-0.692,0.0,0.2508846151871432,0.9096409991961915
1000,-1,0.99,-0.156,-0.809,2,0.2,1.0,0.988,-0.692,0.0,0.25329826300568054,0.9073360556678453
1000,-1,0.99,-0.156,-0.707,2,0.2,1.0,0.988,-0.692,0.0,0.25518530646404125,0.9084379775060252
1000,-1,0.99,-0.156,-0.588,2,0.2,1.0,0.988,-0.692,0.0,0.2553778961841747,0.9019859409705233
1000,-1,0.99,-0.156,-0.454,2,0.2,1.0,0.988,-0.692,0.0,0.25741657401647755,0.9001737587492306
1000,-1,0.99,-0.156,-0.309,2,0.2,1.0,0.988,-0.692,0.0,0.2595465874166035,0.9019595816206545
1000,-1,0.99,-0.156,-0.156,2,0.2,1.0,0.988,-0.692,0.0,0.26092252559441426,0.9021419212571524
1000,-1,0.99,-0.156,0.0,2,0.2,1.0,0.988,-0.692,0.0,0.26210655479179046,0.89710663663593
1000,-1,0.99,-0.156,0.156,2,0.2,1.0,0.988,-0.692,0.0,0.26384641072675524,0.8921773587348425
1000,-1,0.99,-0.156,0.309,2,0.2,1.0,0.988,-0.692,0.0,0.265868034498497,0.8892885248378238
1000,-1,0.99,-0.156,0.454,2,0.2,1.0,0.988,-0.692,0.0,0.26762526242589224,0.8855339924565077
1000,-1,0.99,-0.156,0.588,2,0.2,1.0,0.988,-0.692,0.0,0.2692716781725382,0.8804013045482126
1000,-1,0.99,-0.156,0.707,2,0.2,1.0,0.988,-0.692,0.0,0.27080126773975394,0.8769352627652459
1000,-1,0.99,-0.156,0.809,2,0.2,1.0,0.988,-0.692,0.0,0.27155713109930635,0.8734140176779762
1000,-1,0.99,-0.156,0.891,2,0.2,1.0,0.988,-0.692,0.0,0.2726025769685618,0.8699831991158411
1000,-1,0.99,-0.156,0.951,2,0.2,1.0,0.988,-0.692,0.0,0.2733818513792112,0.8671668385165882
1000,-1,0.99,-0.156,0.988,2,0.2,1.0,0.988,-0.692,0.0,0.27376669639870505,0.8644485035004621
1000,-1,0.99,-0.156,1.0,2,0.2,1.0,0.988,-0.692,0.0,0.27392434113081987,0.8627485019865471
1000,-1,0.99,0.0,-1.0,2,0.2,1.0,0.988,-0.692,0.0,0.26353515343812994,0.9072753921193175
1000,-1,0.99,0.0,-0.988,2,0.2,1.0,0.988,-0.692,0.0,0.2636602658613814,0.9086954604887939
1000,-1,0.99,0.0,-0.951,2,0.2,1.0,0.988,-0.692,0.0,0.2640508479677586,0.9097549848441328
1000,-1,0.99,0.0,-0.891,2,0.2,1.0,0.988,-0.692,0.0,0.2647195451055371,0.910504212411068
1000,-1,0.99,0.0,-0.809,2,0.2,1.0,0.988,-0.692,0.0,0.2655929955836195,0.9107596529720624
1000,-1,0.99,0.0,-0.707,2,0.2,1.0,0.988,-0.692,0.0,0.2666982005100637,0.9099867788092938
1000,-1,0.99,0.0,-0.588,2,0.2,1.0,0.988,-0.692,0.0,0.26801879347769647,0.909002052441596
1000,-1,0.99,0.0,-0.454,2,0.2,1.0,0.988,-0.692,0.0,0.26950690216823237,0.9087375392337903
1000,-1,0.99,0.0,-0.309,2,0.2,1.0,0.988,-0.692,0.0,0.2711073593820821,0.907859621811945
1000,-1,0.99,0.0,-0.156,2,0.2,1.0,0.988,-0.692,0.0,0.2728565835613044,0.9069160779378712
1000,-1,0.99,0.0,0.0,2,0.2,1.0,0.988,-0.692,0.0,0.27459305724499666,0.9057332650180846
1000,-1,0.99,0.0,0.156,2,0.2,1.0,0.988,-0.692,0.0,0.27634672739108723,0.9043589121066703
1000,-1,0.99,0.0,0.309,2,0.2,1.0,0.988,-0.692,0.0,0.2781017953234101,0.9028735008576001
1000,-1,0.99,0.0,0.454,2,0.2,1.0,0.988,-0.692,0.0,0.27970587284216514,0.9010214549400317
1000,-1,0.99,0.0,0.588,2,0.2,1.0,0.988,-0.692,0.0,0.28123490867612233,0.8990938227528014
1000,-1,0.99,0.0,0.707,2,0.2,1.0,0.988,-0.692,0.0,0.2825935729492829,0.8969509300113157
1000,-1,0.99,0.0,0.809,2,0.2,1.0,0.988,-0.692,0.0,0.28377977084924494,0.895352725411368
1000,-1,0.99,0.0,0.891,2,0.2,1.0,0.988,-0.692,0.0,0.28464690121530845,0.8932267417898154
1000,-1,0.99,0.0,0.951,2,0.2,1.0,0.988,-0.692,0.0,0.2853239406884056,0.8911864690326101
1000,-1,0.99,0.0,0.988,2,0.2,1.0,0.988,-0.692,0.0,0.28574592364267537,0.8894880665040653
