repetitions,iteration,discountfactor,startmove,response,K,nwidth,explore,threshhold,zero,negone,knnscore,simplescore
1000,-1,0.99,-0.951,-0.588,2,0.2,1.0,0.707,0.0,0.0,1.2079388599044956,1.1968133942984585
1000,-1,0.99,-0.951,-0.454,2,0.2,1.0,0.707,0.0,0.0,1.207738751216764,1.195532139609838
1000,-1,0.99,-0.951,-0.309,2,0.2,1.0,0.707,0.0,0.0,1.2075566824497352,1.1939506934227782
1000,-1,0.99,-0.951,-0.156,2,0.2,1.0,0.707,0.0,0.0,1.2072545053126376,1.1918759019386176
1000,-1,0.99,-0.951,0.0,2,0.2,1.0,0.707,0.0,0.0,1.2068315294403837,1.1893628889997956
1000,-1,0.99,-0.951,0.156,2,0.2,1.0,0.707,0.0,0.0,1.2158591654602702,1.1964572047853275
1000,-1,0.99,-0.951,0.309,2,0.2,1.0,0.707,0.0,0.0,1.2159625260395068,1.194034639634286
1000,-1,0.99,-0.951,0.454,2,0.2,1.0,0.707,0.0,0.0,1.215884041992542,1.1910761454849959
1000,-1,0.99,-0.951,0.588,2,0.2,1.0,0.707,0.0,0.0,1.2153055553149528,1.187226570598816
1000,-1,0.99,-0.951,0.707,2,0.2,1.0,0.707,0.0,0.0,1.2148828331344481,1.1837394855293977
1000,-1,0.99,-0.951,0.809,2,0.2,1.0,0.707,0.0,0.0,1.2143594483038334,1.180202634227803
1000,-1,0.99,-0.951,0.891,2,0.2,1.0,0.707,0.0,0.0,1.2139289237544832,1.176933054148411
1000,-1,0.99,-0.951,0.951,2,0.2,1.0,0.707,0.0,0.0,1.2135857946683306,1.1741068024061816
1000,-1,0.99,-0.951,0.988,2,0.2,1.0,0.707,0.0,0.0,1.2132686412327014,1.171502624410838
1000,-1,0.99,-0.951,1.0,2,0.2,1.0,0.707,0.0,0.0,1.2132350001098389,1.1697408626038648
1000,-1,0.99,-0.891,-1.0,2,0.2,1.0,0.707,0.0,0.0,1.20995993784791,1.195845254819543
1000,-1,0.99,-0.891,-0.988,2,0.2,1.0,0.707,0.0,0.0,1.2099276851146912,1.197164656648366
1000,-1,0.99,-0.891,-0.951,2,0.2,1.0,0.707,0.0,0.0,1.2099912212341968,1.1983255920235951
1000,-1,0.99,-0.891,-0.891,2,0.2,1.0,0.707,0.0,0.0,1.2098151994633781,1.198700951240899
1000,-1,0.99,-0.891,-0.809,2,0.2,1.0,0.707,0.0,0.0,1.2097095380901828,1.1987654598650157
1000,-1,0.99,-0.891,-0.707,2,0.2,1.0,0.707,0.0,0.0,1.209553132160471,1.1983366776365052
1000,-1,0.99,-0.891,-0.588,2,0.2,1.0,0.707,0.0,0.0,1.209387046668502,1.1974134202023252
1000,-1,0.99,-0.891,-0.454,2,0.2,1.0,0.707,0.0,0.0,1.2091869379807703,1.196132165513705
1000,-1,0.99,-0.891,-0.309,2,0.2,1.0,0.707,0.0,0.0,1.2090048692137416,1.194550719326645
1000,-1,0.99,-0.891,-0.156,2,0.2,1.0,0.707,0.0,0.0,1.2087026920766442,1.1924759278424844
1000,-1,0.99,-0.891,0.0,2,0.2,1.0,0.707,0.0,0.0,1.20827971620439,1.1899629149036623
1000,-1,0.99,-0.891,0.156,2,0.2,1.0,0.707,0.0,0.0,1.2173073522242763,1.1970572306891942
1000,-1,0.99,-0.891,0.309,2,0.2,1.0,0.707,0.0,0.0,1.2174101715630823,1.1946339380965474
1000,-1,0.99,-0.891,0.454,2,0.2,1.0,0.707,0.0,0.0,1.2172696239018281,1.1916278717640927
1000,-1,0.99,-0.891,0.588,2,0.2,1.0,0.707,0.0,0.0,1.2164456472644225,1.187618113858638
1000,-1,0.99,-0.891,0.707,2,0.2,1.0,0.707,0.0,0.0,1.2159436948963083,1.1843713619379066
1000,-1,0.99,-0.891,0.809,2,0.2,1.0,0.707,0.0,0.0,1.215585845370906,1.1814944453747394
1000,-1,0.99,-0.891,0.891,2,0.2,1.0,0.707,0.0,0.0,1.213844003647446,1.1760979758422003
1000,-1,0.99,-0.891,0.951,2,0.2,1.0,0.707,0.0,0.0,1.2136158804962593,1.174336522667907
1000,-1,0.99,-0.891,0.988,2,0.2,1.0,0.707,0.0,0.0,1.2133652230247651,1.171873733993663
1000,-1,0.99,-0.891,1.0,2,0.2,1.0,0.707,0.0,0.0,1.2132801797302593,1.1700155767751064
1000,-1,0.99,-0.809,-1.0,2,0.2,1.0,0.707,0.0,0.0,1.2112980489996288,1.1966652902214945
1000,-1,0.99,-0.809,-0.988,2,0.2,1.0,0.707,0.0,0.0,1.2112657962664097,1.1979846920503172
1000,-1,0.99,-0.809,-0.951,2,0.2,1.0,0.707,0.0,0.0,1.2113293323859156,1.1991456274255463
1000,-1,0.99,-0.809,-0.891,2,0.2,1.0,0.707,0.0,0.0,1.211153310615097,1.1995209866428502
1000,-1,0.99,-0.809,-0.809,2,0.2,1.0,0.707,0.0,0.0,1.2110476492419013,1.199585495266967
1000,-1,0.99,-0.809,-0.707,2,0.2,1.0,0.707,0.0,0.0,1.2108912433121897,1.1991567130384566
1000,-1,0.99,-0.809,-0.588,2,0.2,1.0,0.707,0.0,0.0,1.2107251578202205,1.1982334556042764
1000,-1,0.99,-0.809,-0.454,2,0.2,1.0,0.707,0.0,0.0,1.2105250491324893,1.1969522009156564
1000,-1,0.99,-0.809,-0.309,2,0.2,1.0,0.707,0.0,0.0,1.2103429803654604,1.195370754728596
1000,-1,0.99,-0.809,-0.156,2,0.2,1.0,0.707,0.0,0.0,1.2100408032283625,1.1932959632444355
1000,-1,0.99,-0.809,0.0,2,0.2,1.0,0.707,0.0,0.0,1.2096178273561087,1.1907829503056135
1000,-1,0.99,-0.809,0.156,2,0.2,1.0,0.707,0.0,0.0,1.2181646388088374,1.1969351800723165
1000,-1,0.99,-0.809,0.309,2,0.2,1.0,0.707,0.0,0.0,1.2174947571750598,1.1928676158509337
1000,-1,0.99,-0.809,0.454,2,0.2,1.0,0.707,0.0,0.0,1.2174276010326486,1.1898610356271357
1000,-1,0.99,-0.809,0.588,2,0.2,1.0,0.707,0.0,0.0,1.2163456275173172,1.1849265261877677
1000,-1,0.99,-0.809,0.707,2,0.2,1.0,0.707,0.0,0.0,1.2161704827754585,1.1816270519588976
1000,-1,0.99,-0.809,0.809,2,0.2,1.0,0.707,0.0,0.0,1.216068655269504,1.1785016584689259
1000,-1,0.99,-0.809,0.891,2,0.2,1.0,0.707,0.0,0.0,1.2164012674929525,1.1763919249981076
1000,-1,0.99,-0.809,0.951,2,0.2,1.0,0.707,0.0,0.0,1.2162090014995992,1.1734518353914503
1000,-1,0.99,-0.809,0.988,2,0.2,1.0,0.707,0.0,0.0,1.216062186021332,1.170967381338888
1000,-1,0.99,-0.809,1.0,2,0.2,1.0,0.707,0.0,0.0,1.2160319616568787,1.1691526443637694
1000,-1,0.99,-0.707,-1.0,2,0.2,1.0,0.707,0.0,0.0,1.2144195627320649,1.2051404784368964
1000,-1,0.99,-0.707,-0.988,2,0.2,1.0,0.707,0.0,0.0,1.2144910774359012,1.2065726090240938
1000,-1,0.99,-0.707,-0.951,2,0.2,1.0,0.707,0.0,0.0,1.2145774447682995,1.2076779546442857
1000,-1,0.99,-0.707,-0.891,2,0.2,1.0,0.707,0.0,0.0,1.2147967755977094,1.2084414409769986
1000,-1,0.99,-0.707,-0.809,2,0.2,1.0,0.707,0.0,0.0,1.2150505549426074,1.208732445180568
1000,-1,0.99,-0.707,-0.707,2,0.2,1.0,0.707,0.0,0.0,1.215484725393955,1.2088823201630712
1000,-1,0.99,-0.707,-0.588,2,0.2,1.0,0.707,0.0,0.0,1.2157618249429418,1.2082793556135754
1000,-1,0.99,-0.707,-0.454,2,0.2,1.0,0.707,0.0,0.0,1.2162729754244967,1.2076068293965303
1000,-1,0.99,-0.707,-0.309,2,0.2,1.0,0.707,0.0,0.0,1.2167948250771476,1.206611613536676
1000,-1,0.99,-0.707,-0.156,2,0.2,1.0,0.707,0.0,0.0,1.2173919718676915,1.2053854029321474
1000,-1,0.99,-0.707,0.0,2,0.2,1.0,0.707,0.0,0.0,1.2176436695706245,1.2027678924816951
1000,-1,0.99,-0.707,0.156,2,0.2,1.0,0.707,0.0,0.0,1.2171592564438432,1.200020216927902
1000,-1,0.99,-0.707,0.309,2,0.2,1.0,0.707,0.0,0.0,1.2162666308178627,1.195807483192189
1000,-1,0.99,-0.707,0.454,2,0.2,1.0,0.707,0.0,0.0,1.2153962863461771,1.1918120899204971
1000,-1,0.99,-0.707,0.588,2,0.2,1.0,0.707,0.0,0.0,1.2142078188507923,1.1869400275601723
1000,-1,0.99,-0.707,0.707,2,0.2,1.0,0.707,0.0,0.0,1.2131724595653348,1.182213353843137
1000,-1,0.99,-0.707,0.809,2,0.2,1.0,0.707,0.0,0.0,1.2122830890238474,1.1778751492902952
1000,-1,0.99,-0.707,0.891,2,0.2,1.0,0.707,0.0,0.0,1.2113536985372892,1.173682719730175
1000,-1,0.99,-0.707,0.951,2,0.2,1.0,0.707,0.0,0.0,1.210741946313592,1.1702347198802059
1000,-1,0.99,-0.707,0.988,2,0.2,1.0,0.707,0.0,0.0,1.2103642912800627,1.1674986907282245
1000,-1,0.99,-0.707,1.0,2,0.2,1.0,0.707,0.0,0.0,1.210288009244356,1.165650586142291
1000,-1,0.99,-0.588,-1.0,2,0.2,1.0,0.707,0.0,0.0,1.2171160518498823,1.2186037010528126
1000,-1,0.99,-0.588,-0.988,2,0.2,1.0,0.707,0.0,0.0,1.2171072886656857,1.2199398073170618
1000,-1,0.99,-0.588,-0.951,2,0.2,1.0,0.707,0.0,0.0,1.2170973335265611,1.2207751108472977
1000,-1,0.99,-0.588,-0.891,2,0.2,1.0,0.707,0.0,0.0,1.2170323014422548,1.2211504127371475
1000,-1,0.99,-0.588,-0.809,2,0.2,1.0,0.707,0.0,0.0,1.2171522395963579,1.2213188330669356
1000,-1,0.99,-0.588,-0.707,2,0.2,1.0,0.707,0.0,0.0,1.2170827071981616,1.2206639983500884
1000,-1,0.99,-0.588,-0.588,2,0.2,1.0,0.707,0.0,0.0,1.2169436239369842,1.219353292956156
1000,-1,0.99,-0.588,-0.454,2,0.2,1.0,0.707,0.0,0.0,1.2165718879883238,1.2168760783854327
1000,-1,0.99,-0.588,-0.309,2,0.2,1.0,0.707,0.0,0.0,1.216430931923945,1.2147358019388512
1000,-1,0.99,-0.588,-0.156,2,0.2,1.0,0.707,0.0,0.0,1.2170763791088288,1.212882643231918
1000,-1,0.99,-0.588,0.0,2,0.2,1.0,0.707,0.0,0.0,1.217117603977753,1.2102909737765724
1000,-1,0.99,-0.588,0.156,2,0.2,1.0,0.707,0.0,0.0,1.2171390384187377,1.2073361892671144
1000,-1,0.99,-0.588,0.309,2,0.2,1.0,0.707,0.0,0.0,1.216754407529668,1.2034951985814313
1000,-1,0.99,-0.588,0.454,2,0.2,1.0,0.707,0.0,0.0,1.2160277941208129,1.1988798125443436
1000,-1,0.99,-0.588,0.588,2,0.2,1.0,0.707,0.0,0.0,1.2154398497000773,1.1944157362698975
1000,-1,0.99,-0.588,0.707,2,0.2,1.0,0.707,0.0,0.0,1.214994122771083,1.1904075549764266
1000,-1,0.99,-0.588,0.809,2,0.2,1.0,0.707,0.0,0.0,1.214081195277963,1.185670564583116
1000,-1,0.99,-0.588,0.891,2,0.2,1.0,0.707,0.0,0.0,1.213264903115537,1.1813593834945275
1000,-1,0.99,-0.588,0.951,2,0.2,1.0,0.707,0.0,0.0,1.2131078243768258,1.1784862111687195
1000,-1,0.99,-0.588,0.988,2,0.2,1.0,0.707,0.0,0.0,1.2127132418462772,1.175527002459449
1000,-1,0.99,-0.588,1.0,2,0.2,1.0,0.707,0.0,0.0,1.2125262659173266,1.1733941839806847
1000,-1,0.99,-0.454,-1.0,2,0.2,1.0,0.707,0.0,0.0,1.2167699912370162,1.2082803282817904
1000,-1,0.99,-0.454,-0.988,2,0.2,1.0,0.707,0.0,0.0,1.2168578447471305,1.2097496659206939
1000,-1,0.99,-0.454,-0.951,2,0.2,1.0,0.707,0.0,0.0,1.2168846366090202,1.2106668213381147
1000,-1,0.99,-0.454,-0.891,2,0.2,1.0,0.707,0.0,0.0,1.217051123894503,1.2112880884878232
1000,-1,0.99,-0.454,-0.809,2,0.2,1.0,0.707,0.0,0.0,1.2171895530159451,1.2113820924019318
1000,-1,0.99,-0.454,-0.707,2,0.2,1.0,0.707,0.0,0.0,1.217329848722727,1.2109718834465217
1000,-1,0.99,-0.454,-0.588,2,0.2,1.0,0.707,0.0,0.0,1.2175729136703302,1.210227495749924
1000,-1,0.99,-0.454,-0.454,2,0.2,1.0,0.707,0.0,0.0,1.217775865436356,1.2089292617416627
1000,-1,0.99,-0.454,-0.309,2,0.2,1.0,0.707,0.0,0.0,1.2179650905564352,1.2072622286927663
1000,-1,0.99,-0.454,-0.156,2,0.2,1.0,0.707,0.0,0.0,1.218151993430236,1.205126485485498
1000,-1,0.99,-0.454,0.0,2,0.2,1.0,0.707,0.0,0.0,1.218380003129222,1.2027772429183474
1000,-1,0.99,-0.454,0.156,2,0.2,1.0,0.707,0.0,0.0,1.2181575808797658,1.1991246554801684
1000,-1,0.99,-0.454,0.309,2,0.2,1.0,0.707,0.0,0.0,1.2179786467365867,1.1954583669289425
1000,-1,0.99,-0.454,0.454,2,0.2,1.0,0.707,0.0,0.0,1.2179768412857357,1.1921205764980187
1000,-1,0.99,-0.454,0.588,2,0.2,1.0,0.707,0.0,0.0,1.2175397412075706,1.1879156144950282
1000,-1,0.99,-0.454,0.707,2,0.2,1.0,0.707,0.0,0.0,1.2174978483070746,1.1844918454265263
1000,-1,0.99,-0.454,0.809,2,0.2,1.0,0.707,0.0,0.0,1.2174010650974116,1.1812026430431095
1000,-1,0.99,-0.454,0.891,2,0.2,1.0,0.707,0.0,0.0,1.2171519370410318,1.177940388818595
1000,-1,0.99,-0.454,0.951,2,0.2,1.0,0.707,0.0,0.0,1.2168404853659907,1.1748024489282314
1000,-1,0.99,-0.454,0.988,2,0.2,1.0,0.707,0.0,0.0,1.2167725731979946,1.1724212447952043
1000,-1,0.99,-0.454,1.0,2,0.2,1.0,0.707,0.0,0.0,1.2167237986799546,1.1705650410644952
1000,-1,0.99,-0.309,-1.0,2,0.2,1.0,0.707,0.0,0.0,1.2159996034520177,1.2090080784209465
1000,-1,0.99,-0.309,-0.988,2,0.2,1.0,0.707,0.0,0.0,1.2160372485171411,1.2103989026896693
1000,-1,0.99,-0.309,-0.951,2,0.2,1.0,0.707,0.0,0.0,1.2161320692476658,1.2114622072013461
1000,-1,0.99,-0.309,-0.891,2,0.2,1.0,0.707,0.0,0.0,1.2160768760446705,1.2117004048972242
1000,-1,0.99,-0.309,-0.809,2,0.2,1.0,0.707,0.0,0.0,1.2160769150281552,1.2116899219240225
1000,-1,0.99,-0.309,-0.707,2,0.2,1.0,0.707,0.0,0.0,1.2163685972437956,1.2115914098217624
1000,-1,0.99,-0.309,-0.588,2,0.2,1.0,0.707,0.0,0.0,1.2167240868399543,1.2111647987036356
1000,-1,0.99,-0.309,-0.454,2,0.2,1.0,0.707,0.0,0.0,1.2169259515262316,1.209928232001148
1000,-1,0.99,-0.309,-0.309,2,0.2,1.0,0.707,0.0,0.0,1.2171921903448792,1.2084267988419881
1000,-1,0.99,-0.309,-0.156,2,0.2,1.0,0.707,0.0,0.0,1.2172612352607322,1.206139747614573
1000,-1,0.99,-0.309,0.0,2,0.2,1.0,0.707,0.0,0.0,1.2177484663076947,1.204407369876693
1000,-1,0.99,-0.309,0.156,2,0.2,1.0,0.707,0.0,0.0,1.217459958703095,1.1998748282309861
1000,-1,0.99,-0.309,0.309,2,0.2,1.0,0.707,0.0,0.0,1.2172277948095425,1.1962778777387932
1000,-1,0.99,-0.309,0.454,2,0.2,1.0,0.707,0.0,0.0,1.216867593946475,1.1924925664146417
1000,-1,0.99,-0.309,0.588,2,0.2,1.0,0.707,0.0,0.0,1.217244285966268,1.1900897644984787
1000,-1,0.99,-0.309,0.707,2,0.2,1.0,0.707,0.0,0.0,1.216764556389158,1.1856874756647922
1000,-1,0.99,-0.309,0.809,2,0.2,1.0,0.707,0.0,0.0,1.2164760902925298,1.1821620834451956
1000,-1,0.99,-0.309,0.891,2,0.2,1.0,0.707,0.0,0.0,1.216472480761409,1.1793219571492888
1000,-1,0.99,-0.309,0.951,2,0.2,1.0,0.707,0.0,0.0,1.216228051936697,1.1762694344890738
1000,-1,0.99,-0.309,0.988,2,0.2,1.0,0.707,0.0,0.0,1.2159595837486308,1.1736126467702868
1000,-1,0.99,-0.309,1.0,2,0.2,1.0,0.707,0.0,0.0,1.2162888929244124,1.1724028896631904
1000,-1,0.99,-0.156,-1.0,2,0.2,1.0,0.707,0.0,0.0,1.2149427569628577,1.2044342973155615
1000,-1,0.99,-0.156,-0.988,2,0.2,1.0,0.707,0.0,0.0,1.214961424121591,1.2058228308702104
1000,-1,0.99,-0.156,-0.951,2,0.2,1.0,0.707,0.0,0.0,1.215088264111997,1.2070197416718749
1000,-1,0.99,-0.156,-0.891,2,0.2,1.0,0.707,0.0,0.0,1.2152948573021536,1.2078986398818414
1000,-1,0.99,-0.156,-0.809,2,0.2,1.0,0.707,0.0,0.0,1.215459282350547,1.2082507536051554
1000,-1,0.99,-0.156,-0.707,2,0.2,1.0,0.707,0.0,0.0,1.2156244978153559,1.2082277395946042
1000,-1,0.99,-0.156,-0.588,2,0.2,1.0,0.707,0.0,0.0,1.2159630467504317,1.207909716404584
1000,-1,0.99,-0.156,-0.454,2,0.2,1.0,0.707,0.0,0.0,1.2162244220459149,1.2071442370807755
1000,-1,0.99,-0.156,-0.309,2,0.2,1.0,0.707,0.0,0.0,1.2163966483134507,1.205854414168007
1000,-1,0.99,-0.156,-0.156,2,0.2,1.0,0.707,0.0,0.0,1.2166962179971543,1.2043695928259597
1000,-1,0.99,-0.156,0.0,2,0.2,1.0,0.707,0.0,0.0,1.2170111419015914,1.2031826438902273
1000,-1,0.99,-0.156,0.156,2,0.2,1.0,0.707,0.0,0.0,1.2173438798005514,1.2018738527826234
1000,-1,0.99,-0.156,0.309,2,0.2,1.0,0.707,0.0,0.0,1.2177052166730058,1.2002321013507662
1000,-1,0.99,-0.156,0.454,2,0.2,1.0,0.707,0.0,0.0,1.2175517133065819,1.1964882351525812
1000,-1,0.99,-0.156,0.588,2,0.2,1.0,0.707,0.0,0.0,1.2181981559995778,1.1950033392016037
1000,-1,0.99,-0.156,0.707,2,0.2,1.0,0.707,0.0,0.0,1.2181475958686883,1.1921746610865138
1000,-1,0.99,-0.156,0.809,2,0.2,1.0,0.707,0.0,0.0,1.2175049893660213,1.1879247347785418
1000,-1,0.99,-0.156,0.891,2,0.2,1.0,0.707,0.0,0.0,1.2167972096464457,1.1845055925558918
1000,-1,0.99,-0.156,0.951,2,0.2,1.0,0.707,0.0,0.0,1.2161338349360038,1.1811104282580327
1000,-1,0.99,-0.156,0.988,2,0.2,1.0,0.707,0.0,0.0,1.2169416390623584,1.1813234998684408
1000,-1,0.99,-0.156,1.0,2,0.2,1.0,0.707,0.0,0.0,1.2168183713718463,1.1794306620650774
1000,-1,0.99,0.0,-1.0,2,0.2,1.0,0.707,0.0,0.0,1.2158942758177655,1.2001575937068747
1000,-1,0.99,0.0,-0.988,2,0.2,1.0,0.707,0.0,0.0,1.2159764509245943,1.201644921947696
1000,-1,0.99,0.0,-0.951,2,0.2,1.0,0.707,0.0,0.0,1.2160469310502582,1.2027391702685368
1000,-1,0.99,0.0,-0.891,2,0.2,1.0,0.707,0.0,0.0,1.2162838625875654,1.2037012592028218
1000,-1,0.99,0.0,-0.809,2,0.2,1.0,0.707,0.0,0.0,1.2164390934547717,1.204221151857311
1000,-1,0.99,0.0,-0.707,2,0.2,1.0,0.707,0.0,0.0,1.2167368865286117,1.204419406109175
1000,-1,0.99,0.0,-0.588,2,0.2,1.0,0.707,0.0,0.0,1.2170545886845066,1.2042330652742517
1000,-1,0.99,0.0,-0.454,2,0.2,1.0,0.707,0.0,0.0,1.2173183968217964,1.2035189604311898
1000,-1,0.99,0.0,-0.309,2,0.2,1.0,0.707,0.0,0.0,1.2174741809708807,1.2023568992380265
1000,-1,0.99,0.0,-0.156,2,0.2,1.0,0.707,0.0,0.0,1.2179326886939683,1.2012675325950646
1000,-1,0.99,0.0,0.0,2,0.2,1.0,0.707,0.0,0.0,1.2185128594246517,1.2000749142819378
1000,-1,0.99,0.0,0.156,2,0.2,1.0,0.707,0.0,0.0,1.2188427456684165,1.1983399696046755
1000,-1,0.99,0.0,0.309,2,0.2,1.0,0.707,0.0,0.0,1.2195363560723023,1.19696857607702
1000,-1,0.99,0.0,0.454,2,0.2,1.0,0.707,0.0,0.0,1.2200413667252163,1.1952798818236272
1000,-1,0.99,0.0,0.588,2,0.2,1.0,0.707,0.0,0.0,1.2207761916993243,1.1938761977196384
1000,-1,0.99,0.0,0.707,2,0.2,1.0,0.707,0.0,0.0,1.2213404162072556,1.1922354139670566
1000,-1,0.99,0.0,0.809,2,0.2,1.0,0.707,0.0,0.0,1.2218075636692307,1.190462273681199
1000,-1,0.99,0.0,0.891,2,0.2,1.0,0.707,0.0,0.0,1.2221026429099713,1.1885669972606312
1000,-1,0.99,0.0,0.951,2,0.2,1.0,0.707,0.0,0.0,1.2223710529989487,1.186829122386689
1000,-1,0.99,0.0,0.988,2,0.2,1.0,0.707,0.0,0.0,1.222503790174899,1.1849924916085397
1000,-1,0.99,0.0,1.0,2,0.2,1.0,0.707,0.0,0.0,1.222554900510562,1.1833576377231778
1000,-1,0.99,0.156,-1.0,2,0.2,1.0,0.707,0.0,0.0,1.1938301938998022,1.2067483139064434
1000,-1,0.99,0.156,-0.988,2,0.2,1.0,0.707,0.0,0.0,1.1938996606819872,1.2082373755077769
1000,-1,0.99,0.156,-0.951,2,0.2,1.0,0.707,0.0,0.0,1.194156137699035,1.2095890275776566
1000,-1,0.99,0.156,-0.891,2,0.2,1.0,0.707,0.0,0.0,1.194393068176275,1.2104968564581071
1000,-1,0.99,0.156,-0.809,2,0.2,1.0,0.707,0.0,0.0,1.1948200880462303,1.2111918558944956
1000,-1,0.99,0.156,-0.707,2,0.2,1.0,0.707,0.0,0.0,1.195314092076515,1.2115108833581951
1000,-1,0.99,0.156,-0.588,2,0.2,1.0,0.707,0.0,0.0,1.1961844325163105,1.2122493778627734
1000,-1,0.99,0.156,-0.454,2,0.2,1.0,0.707,0.0,0.0,1.1967473725272655,1.211893643198757
1000,-1,0.99,0.156,-0.309,2,0.2,1.0,0.707,0.0,0.0,1.1975533971134493,1.211495532064462
1000,-1,0.99,0.156,-0.156,2,0.2,1.0,0.707,0.0,0.0,1.1984815643828315,1.2110942146205448
1000,-1,0.99,0.156,0.0,2,0.2,1.0,0.707,0.0,0.0,1.199288261359303,1.2102570713181402
1000,-1,0.99,0.156,0.156,2,0.2,1.0,0.707,0.0,0.0,1.2002364119168163,1.2100734299783835
1000,-1,0.99,0.156,0.309,2,0.2,1.0,0.707,0.0,0.0,1.2012005967605972,1.2099653023676102
1000,-1,0.99,0.156,0.454,2,0.2,1.0,0.707,0.0,0.0,1.2019524522429514,1.2091954053551546
1000,-1,0.99,0.156,0.588,2,0.2,1.0,0.707,0.0,0.0,1.2026451006737446,1.207665750379716
1000,-1,0.99,0.156,0.707,2,0.2,1.0,0.707,0.0,0.0,1.2034379341745252,1.206975133292304
1000,-1,0.99,0.156,0.809,2,0.2,1.0,0.707,0.0,0.0,1.2033168067749367,1.2042564502254725
1000,-1,0.99,0.156,0.891,2,0.2,1.0,0.707,0.0,0.0,1.2053378977216154,1.2031850475450097
1000,-1,0.99,0.156,0.951,2,0.2,1.0,0.707,0.0,0.0,1.2000381495356067,1.1941380856389345
1000,-1,0.99,0.156,0.988,2,0.2,1.0,0.707,0.0,0.0,1.1999590882785118,1.1920261485512296
1000,-1,0.99,0.156,1.0,2,0.2,1.0,0.707,0.0,0.0,1.1999735436988845,1.190345719594221
1000,-1,0.99,0.309,-1.0,2,0.2,1.0,0.707,0.0,0.0,1.1998206373666196,1.1920298969093241
1000,-1,0.99,0.309,-0.988,2,0.2,1.0,0.707,0.0,0.0,1.2001240267967321,1.1940493527251215
1000,-1,0.99,0.309,-0.951,2,0.2,1.0,0.707,0.0,0.0,1.200131731946231,1.1951830566003916
1000,-1,0.99,0.309,-0.891,2,0.2,1.0,0.707,0.0,0.0,1.2005887015212593,1.1964561356458228
1000,-1,0.99,0.309,-0.809,2,0.2,1.0,0.707,0.0,0.0,1.2010432445883505,1.1974329831863424
1000,-1,0.99,0.309,-0.707,2,0.2,1.0,0.707,0.0,0.0,1.201973939524207,1.198153788612246
1000,-1,0.99,0.309,-0.588,2,0.2,1.0,0.707,0.0,0.0,1.2027774918579948,1.1987682000112314
1000,-1,0.99,0.309,-0.454,2,0.2,1.0,0.707,0.0,0.0,1.2039512505923882,1.19952774032911
1000,-1,0.99,0.309,-0.309,2,0.2,1.0,0.707,0.0,0.0,1.2052449087451125,1.199969861134129
1000,-1,0.99,0.309,-0.156,2,0.2,1.0,0.707,0.0,0.0,1.205784551092092,1.1993768714255257
1000,-1,0.99,0.309,0.0,2,0.2,1.0,0.707,0.0,0.0,1.206493896173255,1.1987791978829014
1000,-1,0.99,0.309,0.156,2,0.2,1.0,0.707,0.0,0.0,1.2073457157757514,1.1980642965969022
1000,-1,0.99,0.309,0.309,2,0.2,1.0,0.707,0.0,0.0,1.207557773808905,1.1961927539957375
1000,-1,0.99,0.309,0.454,2,0.2,1.0,0.707,0.0,0.0,1.2082801436359398,1.1948941569859066
1000,-1,0.99,0.309,0.588,2,0.2,1.0,0.707,0.0,0.0,1.2089764318457492,1.1934519311654983
1000,-1,0.99,0.309,0.707,2,0.2,1.0,0.707,0.0,0.0,1.209606732484006,1.1919688764768503
1000,-1,0.99,0.309,0.809,2,0.2,1.0,0.707,0.0,0.0,1.2100053392347128,1.1901233533767057
1000,-1,0.99,0.309,0.891,2,0.2,1.0,0.707,0.0,0.0,1.2100219108273564,1.1879171449655073
1000,-1,0.99,0.309,0.951,2,0.2,1.0,0.707,0.0,0.0,1.210397307528542,1.186336778936756
1000,-1,0.99,0.309,0.988,2,0.2,1.0,0.707,0.0,0.0,1.2112373876522369,1.1852825192831153
1000,-1,0.99,0.309,1.0,2,0.2,1.0,0.707,0.0,0.0,1.211519253192946,1.1839122374890507
1000,-1,0.99,0.454,-1.0,2,0.2,1.0,0.707,0.0,0.0,1.1878345402581107,1.1789685354910624
1000,-1,0.99,0.454,-0.988,2,0.2,1.0,0.707,0.0,0.0,1.187941560212852,1.1804732773017934
1000,-1,0.99,0.454,-0.951,2,0.2,1.0,0.707,0.0,0.0,1.1882623084874357,1.1820297257177814
1000,-1,0.99,0.454,-0.891,2,0.2,1.0,0.707,0.0,0.0,1.1888539135589902,1.1834117926604966
1000,-1,0.99,0.454,-0.809,2,0.2,1.0,0.707,0.0,0.0,1.1886610543994667,1.1838564949341597
1000,-1,0.99,0.454,-0.707,2,0.2,1.0,0.707,0.0,0.0,1.189917513925847,1.1852699282740173
1000,-1,0.99,0.454,-0.588,2,0.2,1.0,0.707,0.0,0.0,1.1912630211116018,1.1864845759106597
1000,-1,0.99,0.454,-0.454,2,0.2,1.0,0.707,0.0,0.0,1.1920689552495884,1.186583383187662
1000,-1,0.99,0.454,-0.309,2,0.2,1.0,0.707,0.0,0.0,1.1941911053263663,1.1878113757640871
1000,-1,0.99,0.454,-0.156,2,0.2,1.0,0.707,0.0,0.0,1.1964184331217884,1.1889236100496041
1000,-1,0.99,0.454,0.0,2,0.2,1.0,0.707,0.0,0.0,1.199027396612959,1.1901929344096613
1000,-1,0.99,0.454,0.156,2,0.2,1.0,0.707,0.0,0.0,1.2015923118788312,1.1911177537632727
