iteration,startmove,response,score
0,-1.0,0.707,1.2355106179892146
0,-0.988,0.707,1.2356063377135862
0,-0.951,0.707,1.2346964844089368
0,-0.891,0.707,1.2368519745862316
0,-0.809,0.707,1.2357337397435633
0,-0.707,0.707,1.234791991813068
0,-0.588,0.707,1.2363894818352674
0,-0.454,0.707,1.232416268844316
0,-0.309,0.707,1.2351074403544773
0,-0.156,0.707,1.2382905085350895
0,0.0,0.707,1.2410272995571558
0,0.156,0.707,1.2429868615381556
0,0.309,0.707,1.2441453661337945
0,0.454,0.707,1.2443282175382686
0,0.588,0.707,1.244826515734367
0,0.707,0.707,1.2466829472351173
0,0.809,0.707,1.244288175351894
0,0.891,0.707,1.2469461742991759
0,0.951,0.707,1.2443989390663703
0,0.988,0.707,1.2502806393297416
0,1.0,0.707,1.2459169043079048
0,-1.0,0.809,1.2315192906021704
0,-0.988,0.809,1.2321711777749422
0,-0.951,0.809,1.2307899323532627
0,-0.891,0.809,1.2329828913675693
0,-0.809,0.809,1.2303328580727904
0,-0.707,0.809,1.2325500704047054
0,-0.588,0.809,1.2347866765516478
0,-0.454,0.809,1.2325602505718676
0,-0.309,0.809,1.2328850884398872
0,-0.156,0.809,1.2358434475308209
0,0.0,0.809,1.2368848589871775
0,0.156,0.809,1.2396107680690416
0,0.309,0.809,1.2405268326145618
0,0.454,0.809,1.2441783256397643
0,0.588,0.809,1.2442689932287436
0,0.707,0.809,1.2456727904200564
0,0.809,0.809,1.2466229060326623
0,0.891,0.809,1.2457316497002813
0,0.951,0.809,1.246905730294159
0,0.988,0.809,1.24803273959152
0,1.0,0.809,1.2471850039402754
0,-1.0,0.891,1.2298379934496677
0,-0.988,0.891,1.229253759825252
0,-0.951,0.891,1.2266379713403524
0,-0.891,0.891,1.2316256553183844
0,-0.809,0.891,1.2315030180353104
0,-0.707,0.891,1.2285956902900672
0,-0.588,0.891,1.2269462109060338
0,-0.454,0.891,1.2310737801484173
0,-0.309,0.891,1.2311555893540946
0,-0.156,0.891,1.2299317443960005
0,0.0,0.891,1.2365540939490984
0,0.156,0.891,1.2385659756857514
0,0.309,0.891,1.2433666070771778
0,0.454,0.891,1.2414561552266195
0,0.588,0.891,1.2451375793314776
0,0.707,0.891,1.2432677079251047
0,0.809,0.891,1.244412023510935
0,0.891,0.891,1.2441822401384746
0,0.951,0.891,1.2453428279824597
0,0.988,0.891,1.2468774509835836
0,1.0,0.891,1.2477881763477385
0,-1.0,0.951,1.2243739222553107
0,-0.988,0.951,1.2280629269536556
0,-0.951,0.951,1.2250067371450841
0,-0.891,0.951,1.2296277022613216
0,-0.809,0.951,1.2279922004236872
0,-0.707,0.951,1.225496684215584
0,-0.588,0.951,1.2295255368431373
0,-0.454,0.951,1.2282285389345604
0,-0.309,0.951,1.2298816019643979
0,-0.156,0.951,1.2314819185842278
0,0.0,0.951,1.234385283250983
0,0.156,0.951,1.2374460406657917
0,0.309,0.951,1.2399075772675943
0,0.454,0.951,1.241399919796592
0,0.588,0.951,1.2442088137127603
0,0.707,0.951,1.244334577362874
0,0.809,0.951,1.2441527908634848
0,0.891,0.951,1.2457152562038816
0,0.951,0.951,1.244645960288616
0,0.988,0.951,1.2456492724311476
0,1.0,0.951,1.2436506815236847
0,-1.0,0.988,1.2257997531222646
0,-0.988,0.988,1.2261425417737812
0,-0.951,0.988,1.2276354723616894
0,-0.891,0.988,1.2261743840978934
0,-0.809,0.988,1.2268343286463002
0,-0.707,0.988,1.2253791360752013
0,-0.588,0.988,1.227279207625617
0,-0.454,0.988,1.2254692193861512
0,-0.309,0.988,1.2268127148376986
0,-0.156,0.988,1.228376541914157
0,0.0,0.988,1.2365833620413424
0,0.156,0.988,1.2324612051493338
0,0.309,0.988,1.2390878476121618
0,0.454,0.988,1.2420988002929854
0,0.588,0.988,1.2423091125639458
0,0.707,0.988,1.2448635694770818
0,0.809,0.988,1.241388734281996
0,0.891,0.988,1.2434998317760866
0,0.951,0.988,1.2454533282581208
0,0.988,0.988,1.24524299652095
0,1.0,0.988,1.2459840271736882
0,-1.0,1.0,1.224445498142277
0,-0.988,1.0,1.2212047699314001
0,-0.951,1.0,1.222836773758593
0,-0.891,1.0,1.2235567595863794
0,-0.809,1.0,1.2264692877882652
0,-0.707,1.0,1.2249416560502997
0,-0.588,1.0,1.2240470478043728
0,-0.454,1.0,1.2225831604433357
0,-0.309,1.0,1.222585856338343
0,-0.156,1.0,1.2298749845193473
0,0.0,1.0,1.2313096183438734
0,0.156,1.0,1.2325489851780973
0,0.309,1.0,1.2385445316597732
0,0.454,1.0,1.2370770215543798
0,0.588,1.0,1.2403505686281844
0,0.707,1.0,1.2425808038121402
0,0.809,1.0,1.2411861323564708
0,0.891,1.0,1.2418604552766093
0,0.951,1.0,1.2430934160860079
0,0.988,1.0,1.2405533772919421
0,1.0,1.0,1.2424759115321875
1,-1.0,-1.0,1.3001153006776458
1,-0.988,-1.0,1.322427276044586
1,-0.951,-1.0,1.30744289735928
1,-0.891,-1.0,1.321906923927058
1,-0.809,-1.0,1.321300229664009
1,-0.707,-1.0,1.3123767360006426
1,-0.588,-1.0,1.3094641116249437
1,-0.454,-1.0,1.3200637698668116
1,-0.309,-1.0,1.3275383197931439
1,-0.156,-1.0,1.3169095655626868
1,0.0,-1.0,1.3012697932852286
1,0.156,-1.0,1.3070384799526509
1,0.309,-1.0,1.294117105784471
1,0.454,-1.0,1.2947742454282962
1,0.588,-1.0,1.2676981163755452
1,0.707,-1.0,1.2619299684431353
1,0.809,-1.0,1.2737530183164396
1,0.891,-1.0,1.2878638348298495
1,0.951,-1.0,1.2829383855498855
1,0.988,-1.0,1.2732777317007262
1,1.0,-1.0,1.2793989310940268
1,-1.0,-0.988,1.3169357479744055
1,-0.988,-0.988,1.3033973524678308
1,-0.951,-0.988,1.3185883907025429
1,-0.891,-0.988,1.3163262034070273
1,-0.809,-0.988,1.3141599459224547
1,-0.707,-0.988,1.3180740539064282
1,-0.588,-0.988,1.3416854394639486
1,-0.454,-0.988,1.3142092473193359
1,-0.309,-0.988,1.3350140381916455
1,-0.156,-0.988,1.3116980860527865
1,0.0,-0.988,1.302182462512893
1,0.156,-0.988,1.3138057172631323
1,0.309,-0.988,1.2811748897359774
1,0.454,-0.988,1.283239641722168
1,0.588,-0.988,1.2699312346277942
1,0.707,-0.988,1.2848250900697515
1,0.809,-0.988,1.2848573906378067
1,0.891,-0.988,1.2768043012752677
1,0.951,-0.988,1.2858063573961078
1,0.988,-0.988,1.279801066311338
1,1.0,-0.988,1.2826091929980397
1,-1.0,-0.951,1.3256828833294607
1,-0.988,-0.951,1.3266783274552787
1,-0.951,-0.951,1.3269471455870503
1,-0.891,-0.951,1.30851331097205
1,-0.809,-0.951,1.315700845222383
1,-0.707,-0.951,1.3204527645062127
1,-0.588,-0.951,1.3374135772246012
1,-0.454,-0.951,1.317803468815368
1,-0.309,-0.951,1.3074429747819458
1,-0.156,-0.951,1.3154167835263884
1,0.0,-0.951,1.3057977990464587
1,0.156,-0.951,1.3016319568500234
1,0.309,-0.951,1.3070634529088108
1,0.454,-0.951,1.2657860996005912
1,0.588,-0.951,1.28844076398548
1,0.707,-0.951,1.2914856707651736
1,0.809,-0.951,1.28311471380573
1,0.891,-0.951,1.2840540523900814
1,0.951,-0.951,1.2936684649932968
1,0.988,-0.951,1.2734119433848996
1,1.0,-0.951,1.2930606464933951
1,-1.0,-0.891,1.3106010304574829
1,-0.988,-0.891,1.314606476031313
1,-0.951,-0.891,1.327968570051329
1,-0.891,-0.891,1.3166980136838737
1,-0.809,-0.891,1.3130327109980813
1,-0.707,-0.891,1.3154415579242813
1,-0.588,-0.891,1.3172859177500982
1,-0.454,-0.891,1.3464141742866491
1,-0.309,-0.891,1.3136788376356887
1,-0.156,-0.891,1.3181273163536171
1,0.0,-0.891,1.3028756178344658
1,0.156,-0.891,1.287427703437522
1,0.309,-0.891,1.293761211399303
1,0.454,-0.891,1.2981031576639892
1,0.588,-0.891,1.2724364267670374
1,0.707,-0.891,1.273034245801883
1,0.809,-0.891,1.2951100584614461
1,0.891,-0.891,1.3035516172832107
1,0.951,-0.891,1.293814386373724
1,0.988,-0.891,1.2717510002276
1,1.0,-0.891,1.283174676346595
1,-1.0,-0.809,1.3124080824647257
1,-0.988,-0.809,1.3105704523413304
1,-0.951,-0.809,1.3128790082330037
1,-0.891,-0.809,1.318569329883355
1,-0.809,-0.809,1.3086955915811989
1,-0.707,-0.809,1.3314367512768073
1,-0.588,-0.809,1.3275107493932574
1,-0.454,-0.809,1.3143390426694768
1,-0.309,-0.809,1.3371264940583658
1,-0.156,-0.809,1.3103031260183955
1,0.0,-0.809,1.3189737521568468
1,0.156,-0.809,1.315460289248366
1,0.309,-0.809,1.3064066066243651
1,0.454,-0.809,1.3051077633999852
1,0.588,-0.809,1.2893541509038617
1,0.707,-0.809,1.286215330532676
1,0.809,-0.809,1.2844363626314172
1,0.891,-0.809,1.3007498117338065
1,0.951,-0.809,1.298612993826804
1,0.988,-0.809,1.2660087941163485
1,1.0,-0.809,1.2856138810334796
1,-1.0,-0.707,1.3233212351227315
1,-0.988,-0.707,1.3115094201941324
1,-0.951,-0.707,1.3074480164520104
1,-0.891,-0.707,1.31499827397212
1,-0.809,-0.707,1.3077437422349758
1,-0.707,-0.707,1.308978341078666
1,-0.588,-0.707,1.3323274253338109
1,-0.454,-0.707,1.3420348609575978
1,-0.309,-0.707,1.3526850184031367
1,-0.156,-0.707,1.3172188051155171
1,0.0,-0.707,1.2940425096275858
1,0.156,-0.707,1.2962732821821557
1,0.309,-0.707,1.2893424258913166
1,0.454,-0.707,1.3020703212539895
1,0.588,-0.707,1.2722456594260478
1,0.707,-0.707,1.2882399406389298
1,0.809,-0.707,1.288612633871065
1,0.891,-0.707,1.3034121773627139
1,0.951,-0.707,1.2932592114416441
1,0.988,-0.707,1.2959658504791398
1,1.0,-0.707,1.2880017855929955
1,-1.0,-0.588,1.311032138931041
1,-0.988,-0.588,1.309433366881191
1,-0.951,-0.588,1.3157704951848272
1,-0.891,-0.588,1.302798826918589
1,-0.809,-0.588,1.3099475245261303
1,-0.707,-0.588,1.3137437753549417
1,-0.588,-0.588,1.3040205773883442
1,-0.454,-0.588,1.311772424620219
1,-0.309,-0.588,1.3057932671325547
1,-0.156,-0.588,1.3148034315298738
1,0.0,-0.588,1.2871416345524178
1,0.156,-0.588,1.299430462043947
1,0.309,-0.588,1.2874462468974006
1,0.454,-0.588,1.3128900834301
1,0.588,-0.588,1.279495177782062
1,0.707,-0.588,1.2859100726538
1,0.809,-0.588,1.2973455539524512
1,0.891,-0.588,1.293023708248879
1,0.951,-0.588,1.2879304934686147
1,0.988,-0.588,1.2827157270129208
1,1.0,-0.588,1.2861002704070494
1,-1.0,-0.454,1.3080177981825032
1,-0.988,-0.454,1.2917593516889259
1,-0.951,-0.454,1.303734123064033
1,-0.891,-0.454,1.2812132661212585
1,-0.809,-0.454,1.3197989259576606
1,-0.707,-0.454,1.3057743759901215
1,-0.588,-0.454,1.3030719776411883
1,-0.454,-0.454,1.3080734849820996
1,-0.309,-0.454,1.3113557675797543
1,-0.156,-0.454,1.311851211338428
1,0.0,-0.454,1.3130703978112108
1,0.156,-0.454,1.3124800944476305
1,0.309,-0.454,1.3030273642196006
1,0.454,-0.454,1.3277395033924093
1,0.588,-0.454,1.3006399546670977
1,0.707,-0.454,1.2973695328727466
1,0.809,-0.454,1.3027175613447717
1,0.891,-0.454,1.2653850414268266
1,0.951,-0.454,1.2896327994269936
1,0.988,-0.454,1.2942503709055089
1,1.0,-0.454,1.2749493005779526
1,-1.0,-0.309,1.3112583626739438
1,-0.988,-0.309,1.3147267366390603
1,-0.951,-0.309,1.3132324972971638
1,-0.891,-0.309,1.296176831818435
1,-0.809,-0.309,1.300658071112142
1,-0.707,-0.309,1.330868852873327
1,-0.588,-0.309,1.331140766631633
1,-0.454,-0.309,1.3062039410548754
1,-0.309,-0.309,1.3175743489087408
1,-0.156,-0.309,1.300137058449017
1,0.0,-0.309,1.291898396927204
1,0.156,-0.309,1.3092746022777637
1,0.309,-0.309,1.2853506650313942
1,0.454,-0.309,1.291684586028487
1,0.588,-0.309,1.2885489924242408
1,0.707,-0.309,1.2958903173564227
1,0.809,-0.309,1.2931874831327836
1,0.891,-0.309,1.311636001851434
1,0.951,-0.309,1.2973559772320855
1,0.988,-0.309,1.2820248348416197
1,1.0,-0.309,1.2807812005014738
1,-1.0,-0.156,1.2899523506265382
1,-0.988,-0.156,1.3124607012247829
1,-0.951,-0.156,1.3162378298720112
1,-0.891,-0.156,1.2810269281626805
1,-0.809,-0.156,1.2887090382831397
1,-0.707,-0.156,1.3097816708084906
1,-0.588,-0.156,1.318300121175217
1,-0.454,-0.156,1.3116187120323763
1,-0.309,-0.156,1.3198989059309472
1,-0.156,-0.156,1.3120229314563372
1,0.0,-0.156,1.3136935032424772
1,0.156,-0.156,1.299481833042797
1,0.309,-0.156,1.2917093981718664
1,0.454,-0.156,1.2818154833599191
1,0.588,-0.156,1.2941470701434274
1,0.707,-0.156,1.291285506876998
1,0.809,-0.156,1.2944044240715127
1,0.891,-0.156,1.3104228524508938
1,0.951,-0.156,1.2847250319278978
1,0.988,-0.156,1.3142057135427145
1,1.0,-0.156,1.3143294323673762
1,-1.0,0.0,1.306848002931225
1,-0.988,0.0,1.2871194261378074
1,-0.951,0.0,1.280732533723207
1,-0.891,0.0,1.2838941693409507
1,-0.809,0.0,1.3034629163472995
1,-0.707,0.0,1.29897317413799
1,-0.588,0.0,1.3123642698339726
1,-0.454,0.0,1.2919225653598965
1,-0.309,0.0,1.310038542609652
1,-0.156,0.0,1.2986425827242736
1,0.0,0.0,1.2826950286171208
1,0.156,0.0,1.3132926744257138
1,0.309,0.0,1.293566911406468
1,0.454,0.0,1.3059342593766312
1,0.588,0.0,1.3087139507627177
1,0.707,0.0,1.305600559090335
1,0.809,0.0,1.3030662338005379
1,0.891,0.0,1.314591839848071
1,0.951,0.0,1.294114821845837
1,0.988,0.0,1.293296279468167
1,1.0,0.0,1.2976987343135131
1,-1.0,0.156,1.2831507975282537
1,-0.988,0.156,1.3094252966751299
1,-0.951,0.156,1.309804857162152
1,-0.891,0.156,1.2983759078987676
1,-0.809,0.156,1.2971949870377648
1,-0.707,0.156,1.318732871927003
1,-0.588,0.156,1.286327051308179
1,-0.454,0.156,1.2940374002778667
1,-0.309,0.156,1.3020051862703652
1,-0.156,0.156,1.3234949719724036
1,0.0,0.156,1.2981323369056408
1,0.156,0.156,1.3153761873945733
1,0.309,0.156,1.288593093962358
1,0.454,0.156,1.303894265573205
1,0.588,0.156,1.3022353854386632
1,0.707,0.156,1.314447920054402
1,0.809,0.156,1.307982999827347
1,0.891,0.156,1.322269035148226
1,0.951,0.156,1.3211539673904062
1,0.988,0.156,1.3000847639864361
1,1.0,0.156,1.3141080294181033
1,-1.0,0.309,1.2916723441338875
1,-0.988,0.309,1.3230639912786109
1,-0.951,0.309,1.3232578714378078
1,-0.891,0.309,1.3025212665167296
1,-0.809,0.309,1.299881863726531
1,-0.707,0.309,1.3029425761232027
1,-0.588,0.309,1.3023165603770928
1,-0.454,0.309,1.288374591469953
1,-0.309,0.309,1.304468433121062
