params,startmove,response,score
12,-1.0,-1.0,1.3403128645372806
12,-0.988,-1.0,1.3392763379117452
12,-0.951,-1.0,1.3392704048355073
12,-0.891,-1.0,1.340226757106795
12,-0.809,-1.0,1.3418200444888972
12,-0.707,-1.0,1.3410982214623615
12,-0.588,-1.0,1.3427919136414863
12,-0.454,-1.0,1.3449581197546316
12,-0.309,-1.0,1.3460389937672894
12,-0.156,-1.0,1.3447572084092496
12,0.0,-1.0,1.345465183078558
12,0.156,-1.0,1.3462868127471168
12,0.309,-1.0,1.373517419911047
12,0.454,-1.0,1.375812314930882
12,0.588,-1.0,1.3221265357213836
12,0.707,-1.0,1.3240751903868178
12,0.809,-1.0,1.3399931262321514
12,0.891,-1.0,1.3403977996559409
12,0.951,-1.0,1.3414912170720832
12,0.988,-1.0,1.3419265601884094
12,1.0,-1.0,1.341209117148185
12,-1.0,-0.988,1.3409857064459334
12,-0.988,-0.988,1.340802511461255
12,-0.951,-0.988,1.3432026328512594
12,-0.891,-0.988,1.3412481360946382
12,-0.809,-0.988,1.3432388980444614
12,-0.707,-0.988,1.3431738070549277
12,-0.588,-0.988,1.3444904464775491
12,-0.454,-0.988,1.3465928225427541
12,-0.309,-0.988,1.3470844964435604
12,-0.156,-0.988,1.3473978275410292
12,0.0,-0.988,1.3472490868422786
12,0.156,-0.988,1.3482756762319152
12,0.309,-0.988,1.3767502628953747
12,0.454,-0.988,1.377168080019934
12,0.588,-0.988,1.3235158638501192
12,0.707,-0.988,1.3254815349703015
12,0.809,-0.988,1.3409331257936616
12,0.891,-0.988,1.3422568538827806
12,0.951,-0.988,1.3431597542395055
12,0.988,-0.988,1.3428202718380553
12,1.0,-0.988,1.3437287196232885
12,-1.0,-0.951,1.3430900456190384
12,-0.988,-0.951,1.3430188901983613
12,-0.951,-0.951,1.3441799988513123
12,-0.891,-0.951,1.3442686675703783
12,-0.809,-0.951,1.344091334434046
12,-0.707,-0.951,1.3443297930503806
12,-0.588,-0.951,1.3450392859772657
12,-0.454,-0.951,1.347830368909386
12,-0.309,-0.951,1.349516068961276
12,-0.156,-0.951,1.3470057546649254
12,0.0,-0.951,1.3487356160665458
12,0.156,-0.951,1.349951347908384
12,0.309,-0.951,1.3781419007327376
12,0.454,-0.951,1.3794424598947124
12,0.588,-0.951,1.3243987926669245
12,0.707,-0.951,1.3263213385500827
12,0.809,-0.951,1.3426830551146163
12,0.891,-0.951,1.3449767284091403
12,0.951,-0.951,1.3440218291101673
12,0.988,-0.951,1.3447897137019644
12,1.0,-0.951,1.3437613473971022
12,-1.0,-0.891,1.3440084102682937
12,-0.988,-0.891,1.3448486506129371
12,-0.951,-0.891,1.3456930952735149
12,-0.891,-0.891,1.3457162505448865
12,-0.809,-0.891,1.346089577078258
12,-0.707,-0.891,1.3454941016377018
12,-0.588,-0.891,1.346441644281627
12,-0.454,-0.891,1.3487756030239497
12,-0.309,-0.891,1.350068273593044
12,-0.156,-0.891,1.3502303626593541
12,0.0,-0.891,1.3499583946156124
12,0.156,-0.891,1.3520123394865124
12,0.309,-0.891,1.3789016626260646
12,0.454,-0.891,1.3798722286158616
12,0.588,-0.891,1.3277914856100592
12,0.707,-0.891,1.327484739688453
12,0.809,-0.891,1.3442899374588697
12,0.891,-0.891,1.3455724982581025
12,0.951,-0.891,1.3454143310225657
12,0.988,-0.891,1.346516016378933
12,1.0,-0.891,1.345765089863815
12,-1.0,-0.809,1.3470310071548408
12,-0.988,-0.809,1.3469071612168044
12,-0.951,-0.809,1.346021526536193
12,-0.891,-0.809,1.3474191998612763
12,-0.809,-0.809,1.348049544345442
12,-0.707,-0.809,1.346580143647607
12,-0.588,-0.809,1.3482327766134825
12,-0.454,-0.809,1.3504256954916622
12,-0.309,-0.809,1.351806493294271
12,-0.156,-0.809,1.3515528468923745
12,0.0,-0.809,1.3504619772096198
12,0.156,-0.809,1.3523214810395323
12,0.309,-0.809,1.3801255305477023
12,0.454,-0.809,1.3815909692665795
12,0.588,-0.809,1.3291950834211266
12,0.707,-0.809,1.3288609533928792
12,0.809,-0.809,1.3456551765720923
12,0.891,-0.809,1.3462849920700544
12,0.951,-0.809,1.3468163700709064
12,0.988,-0.809,1.3474807009991492
12,1.0,-0.809,1.3476265744606366
12,-1.0,-0.707,1.347266671815891
12,-0.988,-0.707,1.3476040645110061
12,-0.951,-0.707,1.3469679708126734
12,-0.891,-0.707,1.348135825877237
12,-0.809,-0.707,1.3492804090304469
12,-0.707,-0.707,1.348442598726654
12,-0.588,-0.707,1.3495275030353526
12,-0.454,-0.707,1.3507925246292158
12,-0.309,-0.707,1.3531706726061674
12,-0.156,-0.707,1.3517565706617163
12,0.0,-0.707,1.3514824080585108
12,0.156,-0.707,1.3553997220929777
12,0.309,-0.707,1.3811021092902325
12,0.454,-0.707,1.3823184980071515
12,0.588,-0.707,1.329795388265968
12,0.707,-0.707,1.3308704578368025
12,0.809,-0.707,1.347855299460999
12,0.891,-0.707,1.3470917768290536
12,0.951,-0.707,1.3493908344412326
12,0.988,-0.707,1.3490452456635698
12,1.0,-0.707,1.3488253126665446
12,-1.0,-0.588,1.3475715728418702
12,-0.988,-0.588,1.3469460501333044
12,-0.951,-0.588,1.348136868637954
12,-0.891,-0.588,1.3490774950751843
12,-0.809,-0.588,1.349888620674732
12,-0.707,-0.588,1.3503299885610796
12,-0.588,-0.588,1.350025683827377
12,-0.454,-0.588,1.3536278414045761
12,-0.309,-0.588,1.3541912046154712
12,-0.156,-0.588,1.3526726568999112
12,0.0,-0.588,1.3542247084841361
12,0.156,-0.588,1.355122576531636
12,0.309,-0.588,1.382556563750918
12,0.454,-0.588,1.3836003923547369
12,0.588,-0.588,1.3311874538127089
12,0.707,-0.588,1.3314829634117158
12,0.809,-0.588,1.348240334743881
12,0.891,-0.588,1.349145371191541
12,0.951,-0.588,1.349189089654654
12,0.988,-0.588,1.3499373211621744
12,1.0,-0.588,1.3497769831589712
12,-1.0,-0.454,1.3492578694605866
12,-0.988,-0.454,1.3490613138803278
12,-0.951,-0.454,1.3491975747320297
12,-0.891,-0.454,1.3489981915424785
12,-0.809,-0.454,1.3493779663820322
12,-0.707,-0.454,1.3503835746738297
12,-0.588,-0.454,1.35019611785225
12,-0.454,-0.454,1.3530481235011704
12,-0.309,-0.454,1.3536963774188013
12,-0.156,-0.454,1.3539662057372264
12,0.0,-0.454,1.3545595751353736
12,0.156,-0.454,1.3559026213156633
12,0.309,-0.454,1.382092325295477
12,0.454,-0.454,1.384925852820484
12,0.588,-0.454,1.3313095540497017
12,0.707,-0.454,1.3324480737812257
12,0.809,-0.454,1.3491381587137181
12,0.891,-0.454,1.3497220418302311
12,0.951,-0.454,1.350468484946617
12,0.988,-0.454,1.350835230756386
12,1.0,-0.454,1.3513765289283879
12,-1.0,-0.309,1.3489164773400817
12,-0.988,-0.309,1.350034680877821
12,-0.951,-0.309,1.3495461564026374
12,-0.891,-0.309,1.3505109687891579
12,-0.809,-0.309,1.3507623525869261
12,-0.707,-0.309,1.3505639664110742
12,-0.588,-0.309,1.352119161334063
12,-0.454,-0.309,1.3540203834523157
12,-0.309,-0.309,1.3557165591895757
12,-0.156,-0.309,1.354261289081972
12,0.0,-0.309,1.3547008992494793
12,0.156,-0.309,1.355630377209204
12,0.309,-0.309,1.382890039365915
12,0.454,-0.309,1.385063733469263
12,0.588,-0.309,1.3320900503115403
12,0.707,-0.309,1.3331328739543076
12,0.809,-0.309,1.349521961293089
12,0.891,-0.309,1.3505392610422877
12,0.951,-0.309,1.350133364131999
12,0.988,-0.309,1.3510593393126535
12,1.0,-0.309,1.3513082517976363
12,-1.0,-0.156,1.3501125511585403
12,-0.988,-0.156,1.3492515383016712
12,-0.951,-0.156,1.3501832892332135
12,-0.891,-0.156,1.3509396353386185
12,-0.809,-0.156,1.3513111661951722
12,-0.707,-0.156,1.3516566087326312
12,-0.588,-0.156,1.35239897017409
12,-0.454,-0.156,1.3538244026211632
12,-0.309,-0.156,1.3560985751617631
12,-0.156,-0.156,1.353432695855337
12,0.0,-0.156,1.3541462783187874
12,0.156,-0.156,1.3558685357092026
12,0.309,-0.156,1.3839801061550543
12,0.454,-0.156,1.3867657591537854
12,0.588,-0.156,1.331034140671622
12,0.707,-0.156,1.3330288065653364
12,0.809,-0.156,1.3492193045698522
12,0.891,-0.156,1.3504204850755335
12,0.951,-0.156,1.350677643557338
12,0.988,-0.156,1.3507176067559923
12,1.0,-0.156,1.3519475842853468
12,-1.0,0.0,1.349875873446236
12,-0.988,0.0,1.3496103807949362
12,-0.951,0.0,1.3495215701216123
12,-0.891,0.0,1.350729386825691
12,-0.809,0.0,1.3519317289796107
12,-0.707,0.0,1.3506932367007456
12,-0.588,0.0,1.3517932478948356
12,-0.454,0.0,1.3513603213414476
12,-0.309,0.0,1.3528907141997137
12,-0.156,0.0,1.3502803538571255
12,0.0,0.0,1.3518702886472351
12,0.156,0.0,1.353679817270462
12,0.309,0.0,1.3745307643078677
12,0.454,0.0,1.376385624703076
12,0.588,0.0,1.3320519326460454
12,0.707,0.0,1.3332246986688658
12,0.809,0.0,1.3498765001553195
12,0.891,0.0,1.3512716743839064
12,0.951,0.0,1.3510156959625497
12,0.988,0.0,1.3521667975575904
12,1.0,0.0,1.3525642225909766
12,-1.0,0.156,1.349428892219975
12,-0.988,0.156,1.3492831872678317
12,-0.951,0.156,1.350726068466631
12,-0.891,0.156,1.3502210034393027
12,-0.809,0.156,1.3514115518129903
12,-0.707,0.156,1.350583873696418
12,-0.588,0.156,1.3524679670721753
12,-0.454,0.156,1.3474611964650165
12,-0.309,0.156,1.3491992650397466
12,-0.156,0.156,1.3480438906876009
12,0.0,0.156,1.3488009851317435
12,0.156,0.156,1.3510669373273985
12,0.309,0.156,1.3666963655705027
12,0.454,0.156,1.3676410413248592
12,0.588,0.156,1.3325127640228143
12,0.707,0.156,1.3329397537639942
12,0.809,0.156,1.35007488317907
12,0.891,0.156,1.350974995676146
12,0.951,0.156,1.3515761603615974
12,0.988,0.156,1.351273447906142
12,1.0,0.156,1.3523588922585064
12,-1.0,0.309,1.3491689005630416
12,-0.988,0.309,1.3491788455308038
12,-0.951,0.309,1.3503102053843403
12,-0.891,0.309,1.3502011955234454
12,-0.809,0.309,1.3512967268402836
12,-0.707,0.309,1.3444887459125865
12,-0.588,0.309,1.3462778761557712
12,-0.454,0.309,1.3444249194751225
12,-0.309,0.309,1.3463850699122724
12,-0.156,0.309,1.3435822633164123
12,0.0,0.309,1.3467283923852955
12,0.156,0.309,1.3469135148457088
12,0.309,0.309,1.3602536744838272
12,0.454,0.309,1.3596878607462133
12,0.588,0.309,1.335686088374079
12,0.707,0.309,1.3365226174437694
12,0.809,0.309,1.3495525058692723
12,0.891,0.309,1.3499057889444361
12,0.951,0.309,1.3507362338845181
12,0.988,0.309,1.3514347042907533
12,1.0,0.309,1.351598643470431
12,-1.0,0.454,1.3487019838167216
12,-0.988,0.454,1.348282413741513
12,-0.951,0.454,1.3492829261129597
12,-0.891,0.454,1.3502539203870965
12,-0.809,0.454,1.3517541375216957
12,-0.707,0.454,1.3404946019186497
12,-0.588,0.454,1.3415074959384423
12,-0.454,0.454,1.341430845606036
12,-0.309,0.454,1.341937165209566
12,-0.156,0.454,1.3394397379919332
12,0.0,0.454,1.3413766816975938
12,0.156,0.454,1.342957398534323
12,0.309,0.454,1.3524107772084029
12,0.454,0.454,1.3531068822998227
12,0.588,0.454,1.3390740112827506
12,0.707,0.454,1.3414409678848032
12,0.809,0.454,1.3480232854452168
12,0.891,0.454,1.350158129534981
12,0.951,0.454,1.350271716016241
12,0.988,0.454,1.3504593936243054
12,1.0,0.454,1.3505603074813626
12,-1.0,0.588,1.3429158014874618
12,-0.988,0.588,1.3427643414466501
12,-0.951,0.588,1.3432747402350083
12,-0.891,0.588,1.3435444315459868
12,-0.809,0.588,1.3447261933291612
12,-0.707,0.588,1.3387693769756688
12,-0.588,0.588,1.3402282587095158
12,-0.454,0.588,1.3364006405908628
12,-0.309,0.588,1.3370384496565941
12,-0.156,0.588,1.3359374375606987
12,0.0,0.588,1.335643665682386
12,0.156,0.588,1.3386551862218306
12,0.309,0.588,1.3457332055408344
12,0.454,0.588,1.348399637379845
12,0.588,0.588,1.3432771568825792
12,0.707,0.588,1.344874046017165
12,0.809,0.588,1.3490397246895514
12,0.891,0.588,1.3497804618380382
12,0.951,0.588,1.350130893058203
12,0.988,0.588,1.3509535593958162
