params,startmove,response,score
30,-1.0,-1.0,1.284172297082451
30,-0.988,-1.0,1.283645119996569
30,-0.951,-1.0,1.2847819823555708
30,-0.891,-1.0,1.2853165572184597
30,-0.809,-1.0,1.2862212267196713
30,-0.707,-1.0,1.2919234591763287
30,-0.588,-1.0,1.2927636542585719
30,-0.454,-1.0,1.297563832474076
30,-0.309,-1.0,1.298769527524402
30,-0.156,-1.0,1.2963614003359192
30,0.0,-1.0,1.2917535941113618
30,0.156,-1.0,1.2930231655165136
30,0.309,-1.0,1.270987220703117
30,0.454,-1.0,1.27176458594683
30,0.588,-1.0,1.2380043281156654
30,0.707,-1.0,1.2374108809348265
30,0.809,-1.0,1.2656767592106994
30,0.891,-1.0,1.266053297178111
30,0.951,-1.0,1.2671187512129332
30,0.988,-1.0,1.2674569978022352
30,1.0,-1.0,1.2666709842916823
30,-1.0,-0.988,1.2859133309764703
30,-0.988,-0.988,1.2860321655904434
30,-0.951,-0.988,1.285873614400534
30,-0.891,-0.988,1.2869508534144936
30,-0.809,-0.988,1.2876481539909375
30,-0.707,-0.988,1.2929637900740765
30,-0.588,-0.988,1.2942393161068404
30,-0.454,-0.988,1.2985046538666483
30,-0.309,-0.988,1.2998892133286584
30,-0.156,-0.988,1.2965895420525448
30,0.0,-0.988,1.2939556988676546
30,0.156,-0.988,1.2952980571217032
30,0.309,-0.988,1.2720283860009307
30,0.454,-0.988,1.2712222574441754
30,0.588,-0.988,1.2402273694568229
30,0.707,-0.988,1.2420660266583423
30,0.809,-0.988,1.2670455229728905
30,0.891,-0.988,1.2676162604163346
30,0.951,-0.988,1.268138467934766
30,0.988,-0.988,1.2693658876265845
30,1.0,-0.988,1.268769710232721
30,-1.0,-0.951,1.2879408096395475
30,-0.988,-0.951,1.2871990505291078
30,-0.951,-0.951,1.2875797888040978
30,-0.891,-0.951,1.2882924963953066
30,-0.809,-0.951,1.2894900043910766
30,-0.707,-0.951,1.2943548701142615
30,-0.588,-0.951,1.295353018171962
30,-0.454,-0.951,1.3000823517843503
30,-0.309,-0.951,1.301461776414849
30,-0.156,-0.951,1.2982256974899389
30,0.0,-0.951,1.2948678936711402
30,0.156,-0.951,1.2960360400662936
30,0.309,-0.951,1.2727966354871147
30,0.454,-0.951,1.2741516580422252
30,0.588,-0.951,1.2415756999228105
30,0.707,-0.951,1.2432219552315842
30,0.809,-0.951,1.268425228085093
30,0.891,-0.951,1.2690302994398335
30,0.951,-0.951,1.269271392010354
30,0.988,-0.951,1.2696252498407303
30,1.0,-0.951,1.2705030759372622
30,-1.0,-0.891,1.2886558440044138
30,-0.988,-0.891,1.2889221023456963
30,-0.951,-0.891,1.2891171252946239
30,-0.891,-0.891,1.2896891439314604
30,-0.809,-0.891,1.2905867994247593
30,-0.707,-0.891,1.2950021193536692
30,-0.588,-0.891,1.2970740928581517
30,-0.454,-0.891,1.300044487475657
30,-0.309,-0.891,1.302161749795072
30,-0.156,-0.891,1.2985449873356498
30,0.0,-0.891,1.2954608920795985
30,0.156,-0.891,1.2969740139364223
30,0.309,-0.891,1.2734842816625334
30,0.454,-0.891,1.2763209692643989
30,0.588,-0.891,1.2431015427549867
30,0.707,-0.891,1.2443595759817863
30,0.809,-0.891,1.269988693617033
30,0.891,-0.891,1.2710883269221334
