params,startmove,response,score
18,-1.0,-1.0,1.328363260466826
18,-0.988,-1.0,1.3284941456938777
18,-0.951,-1.0,1.3286041615049553
18,-0.891,-1.0,1.329234109093594
18,-0.809,-1.0,1.3301270274986072
18,-0.707,-1.0,1.3303967952718219
18,-0.588,-1.0,1.3310029782045099
18,-0.454,-1.0,1.335749613730812
18,-0.309,-1.0,1.337561351238467
18,-0.156,-1.0,1.3373274990911934
18,0.0,-1.0,1.3373630382762616
18,0.156,-1.0,1.3387436953995788
18,0.309,-1.0,1.3988915233153176
18,0.454,-1.0,1.4014604966293427
18,0.588,-1.0,1.3107662822216408
18,0.707,-1.0,1.3115073611814037
18,0.809,-1.0,1.3268992202967442
18,0.891,-1.0,1.327206068653263
18,0.951,-1.0,1.3276429595556798
18,0.988,-1.0,1.3285218867224557
18,1.0,-1.0,1.3292480525363775
18,-1.0,-0.988,1.3297520553152475
18,-0.988,-0.988,1.3297503717054484
18,-0.951,-0.988,1.3301192601292198
18,-0.891,-0.988,1.3305134425183787
18,-0.809,-0.988,1.331947062603749
18,-0.707,-0.988,1.331561515691587
18,-0.588,-0.988,1.332775146698051
18,-0.454,-0.988,1.3371378571941668
18,-0.309,-0.988,1.3388231443945398
18,-0.156,-0.988,1.3394275377206872
18,0.0,-0.988,1.3389685864254037
18,0.156,-0.988,1.3405659527846336
18,0.309,-0.988,1.4002518591545106
18,0.454,-0.988,1.4018335794679961
18,0.588,-0.988,1.311870551177384
18,0.707,-0.988,1.313363518346255
18,0.809,-0.988,1.3274504567844314
18,0.891,-0.988,1.3287999448565728
18,0.951,-0.988,1.3288024617011687
18,0.988,-0.988,1.3302091742756423
18,1.0,-0.988,1.3306691518418905
18,-1.0,-0.951,1.3314087142989985
18,-0.988,-0.951,1.3319051577994536
18,-0.951,-0.951,1.332027828189901
18,-0.891,-0.951,1.3325676741145305
18,-0.809,-0.951,1.3331406855610313
18,-0.707,-0.951,1.3324859784047018
18,-0.588,-0.951,1.3339868263708596
18,-0.454,-0.951,1.339392161609861
18,-0.309,-0.951,1.3406257909840795
18,-0.156,-0.951,1.3402928352342607
18,0.0,-0.951,1.3404341091515701
18,0.156,-0.951,1.3422043861925292
18,0.309,-0.951,1.4026611069847492
18,0.454,-0.951,1.403100992604002
18,0.588,-0.951,1.3133409683110981
18,0.707,-0.951,1.314635037016556
18,0.809,-0.951,1.3298414207336782
18,0.891,-0.951,1.3308093433111228
18,0.951,-0.951,1.331714436592953
18,0.988,-0.951,1.3319858533538462
18,1.0,-0.951,1.331303472559699
18,-1.0,-0.891,1.333053096890951
18,-0.988,-0.891,1.332628044035245
18,-0.951,-0.891,1.3334841699951892
18,-0.891,-0.891,1.3338854654190824
18,-0.809,-0.891,1.3351214737193655
18,-0.707,-0.891,1.335063145414812
18,-0.588,-0.891,1.3358596241652665
18,-0.454,-0.891,1.3407277263238928
18,-0.309,-0.891,1.3420413089840904
18,-0.156,-0.891,1.3417902680428286
18,0.0,-0.891,1.3423275755624906
18,0.156,-0.891,1.3438446537088475
18,0.309,-0.891,1.4033822408936771
18,0.454,-0.891,1.4054905740358423
18,0.588,-0.891,1.3158992773559104
18,0.707,-0.891,1.3166758809933627
18,0.809,-0.891,1.3306895300175978
18,0.891,-0.891,1.3319906935465997
18,0.951,-0.891,1.332681014772351
18,0.988,-0.891,1.3330533134318485
18,1.0,-0.891,1.3333803916398554
18,-1.0,-0.809,1.3338958357099033
18,-0.988,-0.809,1.3345847892260365
18,-0.951,-0.809,1.334475214445976
18,-0.891,-0.809,1.3349054475503523
18,-0.809,-0.809,1.3362989335611863
18,-0.707,-0.809,1.3362253059929388
18,-0.588,-0.809,1.3371671429721834
18,-0.454,-0.809,1.342026350319015
18,-0.309,-0.809,1.3429186580243482
18,-0.156,-0.809,1.3436278572600662
18,0.0,-0.809,1.3437067295884177
18,0.156,-0.809,1.3454535361309636
18,0.309,-0.809,1.4059955962965325
18,0.454,-0.809,1.4063160685563794
18,0.588,-0.809,1.3166755041212457
18,0.707,-0.809,1.3176571362257428
18,0.809,-0.809,1.3324096003958668
18,0.891,-0.809,1.3333337860716603
18,0.951,-0.809,1.3344637811011237
18,0.988,-0.809,1.334443012076295
18,1.0,-0.809,1.3349778399846324
18,-1.0,-0.707,1.3355719462274933
18,-0.988,-0.707,1.3356569724756557
18,-0.951,-0.707,1.335488973327554
18,-0.891,-0.707,1.3370421325875237
18,-0.809,-0.707,1.337388414402214
18,-0.707,-0.707,1.3371163503630794
18,-0.588,-0.707,1.3386511093868705
18,-0.454,-0.707,1.342855105629446
18,-0.309,-0.707,1.3446570620334382
