params,startmove,response,score
54,-1.0,-1.0,1.283868895652349
54,-0.988,-1.0,1.284858579502292
54,-0.951,-1.0,1.2848494327597555
54,-0.891,-1.0,1.286067197825232
54,-0.809,-1.0,1.2859602315273404
54,-0.707,-1.0,1.2921500696899815
54,-0.588,-1.0,1.2928317829790665
54,-0.454,-1.0,1.2972616600842393
54,-0.309,-1.0,1.2990991822347826
54,-0.156,-1.0,1.2956322635700255
54,0.0,-1.0,1.2913540503976215
54,0.156,-1.0,1.2935535440978674
54,0.309,-1.0,1.2697784189277541
54,0.454,-1.0,1.271669275428371
54,0.588,-1.0,1.238579975677495
54,0.707,-1.0,1.2397478225174166
54,0.809,-1.0,1.26509403616206
54,0.891,-1.0,1.2666673250428588
54,0.951,-1.0,1.267078051844593
54,0.988,-1.0,1.2673576972091136
54,1.0,-1.0,1.2680728691945178
54,-1.0,-0.988,1.2859304271247265
54,-0.988,-0.988,1.2857198158389904
54,-0.951,-0.988,1.286634412727488
54,-0.891,-0.988,1.2864988269816475
54,-0.809,-0.988,1.2877460800656548
54,-0.707,-0.988,1.2930627073534993
54,-0.588,-0.988,1.2942401943608588
54,-0.454,-0.988,1.2984021828248553
54,-0.309,-0.988,1.3001828441855534
54,-0.156,-0.988,1.2969475383631872
54,0.0,-0.988,1.2928230415421524
54,0.156,-0.988,1.294644961973276
54,0.309,-0.988,1.2715731269920685
54,0.454,-0.988,1.2730618670848568
54,0.588,-0.988,1.2395444367862496
54,0.707,-0.988,1.240759940055773
54,0.809,-0.988,1.2670876965124074
54,0.891,-0.988,1.2671563847989062
54,0.951,-0.988,1.2685766545661088
54,0.988,-0.988,1.2689705279859775
54,1.0,-0.988,1.2684167141813376
54,-1.0,-0.951,1.2876458293076076
54,-0.988,-0.951,1.2875492886010904
54,-0.951,-0.951,1.28763456064662
54,-0.891,-0.951,1.2883809327216136
54,-0.809,-0.951,1.2898230068085212
54,-0.707,-0.951,1.2940468332688129
54,-0.588,-0.951,1.2954751763566017
54,-0.454,-0.951,1.2996829820590527
54,-0.309,-0.951,1.3008836565153015
54,-0.156,-0.951,1.2981031539931969
54,0.0,-0.951,1.294693709514324
54,0.156,-0.951,1.2956665559230947
54,0.309,-0.951,1.273166970914152
54,0.454,-0.951,1.275259659661327
54,0.588,-0.951,1.2419966776143538
54,0.707,-0.951,1.2422692201287067
54,0.809,-0.951,1.2680902434180643
54,0.891,-0.951,1.2688712364045913
54,0.951,-0.951,1.2700927253740215
54,0.988,-0.951,1.2707185263535363
54,1.0,-0.951,1.2693780694440657
54,-1.0,-0.891,1.2887746765240269
54,-0.988,-0.891,1.2886114954938466
54,-0.951,-0.891,1.2895496681869343
54,-0.891,-0.891,1.2898381660293792
54,-0.809,-0.891,1.2905645644898913
54,-0.707,-0.891,1.2942199242602794
54,-0.588,-0.891,1.29580656463769
54,-0.454,-0.891,1.3000243850491386
54,-0.309,-0.891,1.3018685836655908
54,-0.156,-0.891,1.2982324609287934
54,0.0,-0.891,1.2953404997457243
54,0.156,-0.891,1.2968124480953034
