iteration,params,startmove,response,score
0,34,-1.0,-1.0,1.2514212740877326
0,34,-0.988,-1.0,1.2502604047510166
0,34,-0.951,-1.0,1.2512238585941429
0,34,-0.891,-1.0,1.252865443969552
0,34,-0.809,-1.0,1.2532884939954585
0,34,-0.707,-1.0,1.2559843168342946
0,34,-0.588,-1.0,1.2577979712572551
0,34,-0.454,-1.0,1.2565996003571867
0,34,-0.309,-1.0,1.257554328036929
0,34,-0.156,-1.0,1.24981343976217
0,34,0.0,-1.0,1.239582722511632
0,34,0.156,-1.0,1.242730642976996
0,34,0.309,-1.0,1.2294549059877544
0,34,0.454,-1.0,1.2319098951827128
0,34,0.588,-1.0,1.215528833773123
0,34,0.707,-1.0,1.2168588500167081
0,34,0.809,-1.0,1.2194087237198552
0,34,0.891,-1.0,1.2201591439499067
0,34,0.951,-1.0,1.221530912846785
0,34,0.988,-1.0,1.2213433735019144
0,34,1.0,-1.0,1.2221085781666456
0,34,-1.0,-0.988,1.252086891122423
0,34,-0.988,-0.988,1.2524554016894927
0,34,-0.951,-0.988,1.253052500464495
0,34,-0.891,-0.988,1.2530061188363977
0,34,-0.809,-0.988,1.253802049060602
0,34,-0.707,-0.988,1.2581394931700753
0,34,-0.588,-0.988,1.258824509693874
0,34,-0.454,-0.988,1.2578967728121904
0,34,-0.309,-0.988,1.258680835080436
0,34,-0.156,-0.988,1.2514629308162357
0,34,0.0,-0.988,1.2421724906476337
0,34,0.156,-0.988,1.2448737595458574
0,34,0.309,-0.988,1.2314842291268393
0,34,0.454,-0.988,1.23321525401104
0,34,0.588,-0.988,1.216895061614247
0,34,0.707,-0.988,1.217817946235258
0,34,0.809,-0.988,1.2214077632605878
0,34,0.891,-0.988,1.222073343339349
0,34,0.951,-0.988,1.222629519028214
0,34,0.988,-0.988,1.2224658910791988
0,34,1.0,-0.988,1.223079764752576
0,34,-1.0,-0.951,1.2544013514718553
0,34,-0.988,-0.951,1.2537011531140074
0,34,-0.951,-0.951,1.2544279113768275
0,34,-0.891,-0.951,1.2549630073137077
0,34,-0.809,-0.951,1.2561249748030796
0,34,-0.707,-0.951,1.259073024335232
0,34,-0.588,-0.951,1.260137955469553
0,34,-0.454,-0.951,1.2588297210092192
0,34,-0.309,-0.951,1.2588186823704217
0,34,-0.156,-0.951,1.2525709814837174
0,34,0.0,-0.951,1.243996677143519
0,34,0.156,-0.951,1.2459957752821067
0,34,0.309,-0.951,1.2335151605030013
0,34,0.454,-0.951,1.2340608006832707
0,34,0.588,-0.951,1.220853382081998
0,34,0.707,-0.951,1.2217162896076434
0,34,0.809,-0.951,1.223620231436095
0,34,0.891,-0.951,1.2237706203455563
0,34,0.951,-0.951,1.2237946087238099
0,34,0.988,-0.951,1.225326288167102
0,34,1.0,-0.951,1.2248772266240402
0,34,-1.0,-0.891,1.2543714215452468
0,34,-0.988,-0.891,1.254483154467147
0,34,-0.951,-0.891,1.254348911489869
0,34,-0.891,-0.891,1.2559869480885266
0,34,-0.809,-0.891,1.2562685067103698
0,34,-0.707,-0.891,1.2592418880787115
0,34,-0.588,-0.891,1.2605029710648974
0,34,-0.454,-0.891,1.257986017020771
0,34,-0.309,-0.891,1.2607556600036016
0,34,-0.156,-0.891,1.253290691835931
0,34,0.0,-0.891,1.2448842207516249
0,34,0.156,-0.891,1.246177293201324
0,34,0.309,-0.891,1.2353197644472231
0,34,0.454,-0.891,1.2360121698202526
0,34,0.588,-0.891,1.222618638670245
0,34,0.707,-0.891,1.223834258341336
0,34,0.809,-0.891,1.2256694344784784
0,34,0.891,-0.891,1.2264701751114666
0,34,0.951,-0.891,1.2261751192074528
0,34,0.988,-0.891,1.2272995436079157
0,34,1.0,-0.891,1.2276616007877466
0,34,-1.0,-0.809,1.254554933507738
0,34,-0.988,-0.809,1.2552651435146482
0,34,-0.951,-0.809,1.2554172593887574
0,34,-0.891,-0.809,1.2560142166758033
0,34,-0.809,-0.809,1.2569306072833077
0,34,-0.707,-0.809,1.2585912942932536
0,34,-0.588,-0.809,1.2597695610980628
0,34,-0.454,-0.809,1.2582770064904047
0,34,-0.309,-0.809,1.2591598439850262
0,34,-0.156,-0.809,1.2529783402183543
0,34,0.0,-0.809,1.245072371858367
0,34,0.156,-0.809,1.2474296081276228
0,34,0.309,-0.809,1.2368320322313653
0,34,0.454,-0.809,1.2386174793493505
0,34,0.588,-0.809,1.2279440078144679
0,34,0.707,-0.809,1.2287540070209966
0,34,0.809,-0.809,1.2277953938266877
0,34,0.891,-0.809,1.2293905992312744
0,34,0.951,-0.809,1.2298152670223772
0,34,0.988,-0.809,1.2306459647400287
0,34,1.0,-0.809,1.2309674485614437
0,34,-1.0,-0.707,1.2544417550237126
0,34,-0.988,-0.707,1.2545143351919565
0,34,-0.951,-0.707,1.254608864869497
0,34,-0.891,-0.707,1.255335245802558
0,34,-0.809,-0.707,1.2560741745435933
0,34,-0.707,-0.707,1.2582711734144256
0,34,-0.588,-0.707,1.2587092079411173
0,34,-0.454,-0.707,1.2572673203019287
0,34,-0.309,-0.707,1.258685708781089
0,34,-0.156,-0.707,1.2537198841003308
0,34,0.0,-0.707,1.2456402140749154
0,34,0.156,-0.707,1.247530842351066
0,34,0.309,-0.707,1.2385155053832442
0,34,0.454,-0.707,1.2396978195573525
0,34,0.588,-0.707,1.2308042467796476
0,34,0.707,-0.707,1.231335424167205
0,34,0.809,-0.707,1.23074630536148
0,34,0.891,-0.707,1.2317175092405288
0,34,0.951,-0.707,1.232948389254252
0,34,0.988,-0.707,1.2328390395968465
0,34,1.0,-0.707,1.2326247011149645
0,34,-1.0,-0.588,1.2534594556801815
0,34,-0.988,-0.588,1.2537867360700732
0,34,-0.951,-0.588,1.2541027338559776
0,34,-0.891,-0.588,1.2541556597735126
0,34,-0.809,-0.588,1.2551524869473711
0,34,-0.707,-0.588,1.2564338126805408
0,34,-0.588,-0.588,1.2585666366297625
0,34,-0.454,-0.588,1.2556172419676743
0,34,-0.309,-0.588,1.257267084843635
0,34,-0.156,-0.588,1.2523779546570444
0,34,0.0,-0.588,1.2475624248080621
0,34,0.156,-0.588,1.2487513572843816
0,34,0.309,-0.588,1.2405159172718594
0,34,0.454,-0.588,1.241938397980669
0,34,0.588,-0.588,1.2325187465272125
0,34,0.707,-0.588,1.2330175057851271
0,34,0.809,-0.588,1.2341187781083789
0,34,0.891,-0.588,1.234222895994823
0,34,0.951,-0.588,1.235156400560673
0,34,0.988,-0.588,1.2363350098078558
0,34,1.0,-0.588,1.2361174821205037
0,34,-1.0,-0.454,1.2525159919525886
0,34,-0.988,-0.454,1.2522852116802887
0,34,-0.951,-0.454,1.2524553572406094
0,34,-0.891,-0.454,1.2528753996693736
0,34,-0.809,-0.454,1.2551984336426194
0,34,-0.707,-0.454,1.2551008812407192
0,34,-0.588,-0.454,1.2555570411740649
0,34,-0.454,-0.454,1.2545220725575885
0,34,-0.309,-0.454,1.2559303381909748
0,34,-0.156,-0.454,1.2518629961720138
0,34,0.0,-0.454,1.2469669525448506
0,34,0.156,-0.454,1.2481309876928577
0,34,0.309,-0.454,1.2426422568551232
0,34,0.454,-0.454,1.2432031514807078
0,34,0.588,-0.454,1.2355583855298675
0,34,0.707,-0.454,1.23672234611699
0,34,0.809,-0.454,1.2364224969640587
0,34,0.891,-0.454,1.2376236235603784
0,34,0.951,-0.454,1.237420714882549
0,34,0.988,-0.454,1.238815013193102
0,34,1.0,-0.454,1.2380314454313792
0,34,-1.0,-0.309,1.2506928943467763
0,34,-0.988,-0.309,1.2508803374913
0,34,-0.951,-0.309,1.2508339624965474
0,34,-0.891,-0.309,1.2513371293918594
0,34,-0.809,-0.309,1.2524819676322674
0,34,-0.707,-0.309,1.2532563244268085
0,34,-0.588,-0.309,1.2549077367959558
0,34,-0.454,-0.309,1.2523842021305058
0,34,-0.309,-0.309,1.2537027562849865
0,34,-0.156,-0.309,1.2502288059183573
0,34,0.0,-0.309,1.2466830154830384
0,34,0.156,-0.309,1.248600254553669
0,34,0.309,-0.309,1.24270470621637
0,34,0.454,-0.309,1.2448147354806431
0,34,0.588,-0.309,1.237825951444385
0,34,0.707,-0.309,1.2386263497017118
0,34,0.809,-0.309,1.2378499721305487
0,34,0.891,-0.309,1.2390676122813609
0,34,0.951,-0.309,1.24045089887161
0,34,0.988,-0.309,1.2402897437095717
0,34,1.0,-0.309,1.239875906735564
0,34,-1.0,-0.156,1.2486280726000605
0,34,-0.988,-0.156,1.2486441579140526
0,34,-0.951,-0.156,1.2494070256634817
0,34,-0.891,-0.156,1.2501600071913417
0,34,-0.809,-0.156,1.2503047513518062
0,34,-0.707,-0.156,1.2509710446088311
0,34,-0.588,-0.156,1.2518958582017594
0,34,-0.454,-0.156,1.2501964732424538
0,34,-0.309,-0.156,1.2516621392771343
0,34,-0.156,-0.156,1.2492890618338002
0,34,0.0,-0.156,1.2466232267744928
0,34,0.156,-0.156,1.249279252696238
0,34,0.309,-0.156,1.2434044417538197
0,34,0.454,-0.156,1.2455091964189722
0,34,0.588,-0.156,1.239737106144423
0,34,0.707,-0.156,1.241766440039852
0,34,0.809,-0.156,1.2408558576470632
0,34,0.891,-0.156,1.2409192202440156
0,34,0.951,-0.156,1.2423296749622958
0,34,0.988,-0.156,1.2422169713325988
0,34,1.0,-0.156,1.2420186058698646
0,34,-1.0,0.0,1.2456185775449793
0,34,-0.988,0.0,1.2466976337503093
0,34,-0.951,0.0,1.2469483005320952
0,34,-0.891,0.0,1.2468232518797888
0,34,-0.809,0.0,1.247998208708469
0,34,-0.707,0.0,1.2479458199259297
0,34,-0.588,0.0,1.2483635348251725
0,34,-0.454,0.0,1.2473526888933524
0,34,-0.309,0.0,1.2500727192301364
0,34,-0.156,0.0,1.2470981752062873
0,34,0.0,0.0,1.2460965062736789
0,34,0.156,0.0,1.248361054741434
0,34,0.309,0.0,1.245002879138391
0,34,0.454,0.0,1.2465933036843873
0,34,0.588,0.0,1.2419582726059302
0,34,0.707,0.0,1.2420470505862524
0,34,0.809,0.0,1.2420021263650751
0,34,0.891,0.0,1.243985446347355
0,34,0.951,0.0,1.2445089685926334
0,34,0.988,0.0,1.2446776473028256
0,34,1.0,0.0,1.2442973180039052
0,34,-1.0,0.156,1.2441861671678165
0,34,-0.988,0.156,1.2445655789167416
0,34,-0.951,0.156,1.2450656517507033
0,34,-0.891,0.156,1.2453006168035061
0,34,-0.809,0.156,1.2462173128462373
0,34,-0.707,0.156,1.2456781091966684
0,34,-0.588,0.156,1.246168835712852
0,34,-0.454,0.156,1.2454139985065764
0,34,-0.309,0.156,1.2462663698393417
0,34,-0.156,0.156,1.245953406939799
0,34,0.0,0.156,1.244804977514143
0,34,0.156,0.156,1.2470678981025756
0,34,0.309,0.156,1.2450954342207878
0,34,0.454,0.156,1.2468933932591086
0,34,0.588,0.156,1.242796191902927
0,34,0.707,0.156,1.2442447255882707
0,34,0.809,0.156,1.2438978147634983
0,34,0.891,0.156,1.2445682855794964
0,34,0.951,0.156,1.2444687687184948
0,34,0.988,0.156,1.245904077062022
0,34,1.0,0.156,1.2455600680013965
0,34,-1.0,0.309,1.2411498740363474
0,34,-0.988,0.309,1.2422209321527375
0,34,-0.951,0.309,1.2420602662324298
0,34,-0.891,0.309,1.2429798584863143
0,34,-0.809,0.309,1.2436973637097728
0,34,-0.707,0.309,1.242491677052207
0,34,-0.588,0.309,1.2437675569713718
0,34,-0.454,0.309,1.2429563504048637
0,34,-0.309,0.309,1.243595472799939
0,34,-0.156,0.309,1.243957526867549
0,34,0.0,0.309,1.2446378867429586
0,34,0.156,0.309,1.2452548903028073
0,34,0.309,0.309,1.245995292785065
0,34,0.454,0.309,1.24714465131153
0,34,0.588,0.309,1.2439917414728077
0,34,0.707,0.309,1.246185367290738
0,34,0.809,0.309,1.2456359767125564
0,34,0.891,0.309,1.2460142770275604
0,34,0.951,0.309,1.246097632517081
0,34,0.988,0.309,1.2466938756370878
0,34,1.0,0.309,1.2465723888387374
0,34,-1.0,0.454,1.2390306028687221
0,34,-0.988,0.454,1.2391638626987775
0,34,-0.951,0.454,1.2393405787586236
0,34,-0.891,0.454,1.2394828844147725
0,34,-0.809,0.454,1.2408249160975007
0,34,-0.707,0.454,1.2399619516495122
0,34,-0.588,0.454,1.2410458481351827
0,34,-0.454,0.454,1.2406239259742045
0,34,-0.309,0.454,1.241294224547024
0,34,-0.156,0.454,1.2416070252998765
0,34,0.0,0.454,1.2425662780995859
0,34,0.156,0.454,1.244511985121911
0,34,0.309,0.454,1.245342959333721
0,34,0.454,0.454,1.2466199588957565
0,34,0.588,0.454,1.2447046395044805
0,34,0.707,0.454,1.2463452792873078
0,34,0.809,0.454,1.2459982882128726
0,34,0.891,0.454,1.2468177399127405
0,34,0.951,0.454,1.2462388429649962
0,34,0.988,0.454,1.2477173636121077
0,34,1.0,0.454,1.2476414484864489
0,34,-1.0,0.588,1.23629664027279
0,34,-0.988,0.588,1.2365440380715458
0,34,-0.951,0.588,1.2362754864492778
0,34,-0.891,0.588,1.2373425130627513
0,34,-0.809,0.588,1.2391083422328217
0,34,-0.707,0.588,1.2365415003441527
0,34,-0.588,0.588,1.2384839002538193
0,34,-0.454,0.588,1.2373120192162126
0,34,-0.309,0.588,1.2381673623907623
0,34,-0.156,0.588,1.2394149282957423
0,34,0.0,0.588,1.2416155000916003
0,34,0.156,0.588,1.2435168881095773
0,34,0.309,0.588,1.2442257455301116
0,34,0.454,0.588,1.2459906968641035
0,34,0.588,0.588,1.244465416837179
0,34,0.707,0.588,1.245765986829897
0,34,0.809,0.588,1.2455143433474212
0,34,0.891,0.588,1.2469808403322324
0,34,0.951,0.588,1.246803159432808
0,34,0.988,0.588,1.2480282727166427
0,34,1.0,0.588,1.2479817589254003
0,34,-1.0,0.707,1.2334795423040332
0,34,-0.988,0.707,1.234287537557282
0,34,-0.951,0.707,1.234454358016047
0,34,-0.891,0.707,1.2350201029349268
0,34,-0.809,0.707,1.2353191027314214
0,34,-0.707,0.707,1.2347142362385213
0,34,-0.588,0.707,1.2349506630590024
0,34,-0.454,0.707,1.2349563053310693
0,34,-0.309,0.707,1.2366913614660453
0,34,-0.156,0.707,1.2377082924585898
0,34,0.0,0.707,1.2405698945031292
0,34,0.156,0.707,1.2423814913012137
0,34,0.309,0.707,1.2445146251181125
0,34,0.454,0.707,1.2455390112229037
0,34,0.588,0.707,1.2449194543114077
0,34,0.707,0.707,1.2452895322593052
0,34,0.809,0.707,1.246830177281303
0,34,0.891,0.707,1.246181168439581
0,34,0.951,0.707,1.246552392477813
0,34,0.988,0.707,1.2475337892492346
0,34,1.0,0.707,1.247332774835389
0,34,-1.0,0.809,1.2311279643334978
0,34,-0.988,0.809,1.2314667517042204
0,34,-0.951,0.809,1.2310758014536056
0,34,-0.891,0.809,1.2323546585320964
0,34,-0.809,0.809,1.233772939949747
0,34,-0.707,0.809,1.2323075114872881
0,34,-0.588,0.809,1.2324712718393114
0,34,-0.454,0.809,1.2311957506702205
0,34,-0.309,0.809,1.2330835011306633
0,34,-0.156,0.809,1.2340708748450768
0,34,0.0,0.809,1.2390798536896992
0,34,0.156,0.809,1.2405154420053655
0,34,0.309,0.809,1.2423606337428053
0,34,0.454,0.809,1.2446911651741217
0,34,0.588,0.809,1.2448809166034724
