params,startmove,response,score
0,-1.0,-1.0,1.2841998975638393
0,-0.988,-1.0,1.2847413666475862
0,-0.951,-1.0,1.2842896786924323
0,-0.891,-1.0,1.2852570135626002
0,-0.809,-1.0,1.2867278577923722
0,-0.707,-1.0,1.2916069919990167
0,-0.588,-1.0,1.29240606123701
0,-0.454,-1.0,1.2976251901760285
0,-0.309,-1.0,1.2987034909786919
0,-0.156,-1.0,1.2958566640870217
0,0.0,-1.0,1.2921625059137594
0,0.156,-1.0,1.2928160949288685
0,0.309,-1.0,1.2699911042037462
0,0.454,-1.0,1.2717795630805029
0,0.588,-1.0,1.2368100828351232
0,0.707,-1.0,1.2387566766402218
0,0.809,-1.0,1.2653600547387023
0,0.891,-1.0,1.2663094133565345
0,0.951,-1.0,1.2668075897877287
0,0.988,-1.0,1.2667197961121355
0,1.0,-1.0,1.2673740542579817
0,-1.0,-0.988,1.2861086010139702
0,-0.988,-0.988,1.285805019517247
0,-0.951,-0.988,1.2859968455253343
0,-0.891,-0.988,1.2872824097162003
0,-0.809,-0.988,1.2876543486619858
0,-0.707,-0.988,1.2930483808914246
0,-0.588,-0.988,1.2940550368592314
0,-0.454,-0.988,1.2986375915679809
0,-0.309,-0.988,1.299974405214159
0,-0.156,-0.988,1.2979157906100414
0,0.0,-0.988,1.293366790497881
0,0.156,-0.988,1.295407457011005
0,0.309,-0.988,1.2718555901563684
0,0.454,-0.988,1.273800121809172
0,0.588,-0.988,1.239835287734956
0,0.707,-0.988,1.2411033516056624
0,0.809,-0.988,1.2674735915098503
0,0.891,-0.988,1.2676327220823784
0,0.951,-0.988,1.2682857100194267
0,0.988,-0.988,1.2690012985790253
0,1.0,-0.988,1.2687118001253257
0,-1.0,-0.951,1.287536020247803
0,-0.988,-0.951,1.2877423903403789
0,-0.951,-0.951,1.2879079491290966
0,-0.891,-0.951,1.288697483110012
0,-0.809,-0.951,1.2892770891191712
0,-0.707,-0.951,1.294914234322464
0,-0.588,-0.951,1.2948229821472381
0,-0.454,-0.951,1.2995775117660255
0,-0.309,-0.951,1.301410367058385
0,-0.156,-0.951,1.2983107529996105
0,0.0,-0.951,1.294778733388274
0,0.156,-0.951,1.2958567314853129
0,0.309,-0.951,1.273844487691771
0,0.454,-0.951,1.2744056328557414
