iteration,params,startmove,response,score
0,21,-1.0,-1.0,1.3189682226123776
0,21,-0.988,-1.0,1.31916009820629
0,21,-0.951,-1.0,1.3198008822034168
0,21,-0.891,-1.0,1.3206098633327543
0,21,-0.809,-1.0,1.3213971802820328
0,21,-0.707,-1.0,1.3237574740519227
0,21,-0.588,-1.0,1.3248362956093533
0,21,-0.454,-1.0,1.3277149149158973
0,21,-0.309,-1.0,1.3296789722219435
0,21,-0.156,-1.0,1.3283052110243962
0,21,0.0,-1.0,1.3282935065942452
0,21,0.156,-1.0,1.3300381414319304
0,21,0.309,-1.0,1.3499218019138317
0,21,0.454,-1.0,1.3529473138773447
0,21,0.588,-1.0,1.298316816180361
0,21,0.707,-1.0,1.3005452752202789
0,21,0.809,-1.0,1.3184540799941766
0,21,0.891,-1.0,1.3184495448427982
0,21,0.951,-1.0,1.3193000634749088
0,21,0.988,-1.0,1.319880544613767
0,21,1.0,-1.0,1.3204863798504969
0,21,-1.0,-0.988,1.3207774589938421
0,21,-0.988,-0.988,1.321301127242777
0,21,-0.951,-0.988,1.3216550626665906
0,21,-0.891,-0.988,1.3219102446408302
0,21,-0.809,-0.988,1.3232323709054938
0,21,-0.707,-0.988,1.3254588892174237
0,21,-0.588,-0.988,1.3256675527733404
0,21,-0.454,-0.988,1.3295089747725928
0,21,-0.309,-0.988,1.3310926810625725
0,21,-0.156,-0.988,1.3296184642731685
0,21,0.0,-0.988,1.3300967867449836
0,21,0.156,-0.988,1.3316371623144108
0,21,0.309,-0.988,1.352529051662031
0,21,0.454,-0.988,1.3534700757730855
0,21,0.588,-0.988,1.3010399046168042
0,21,0.707,-0.988,1.3006186856950401
0,21,0.809,-0.988,1.319770126077894
0,21,0.891,-0.988,1.320248626083214
0,21,0.951,-0.988,1.3212852802467898
0,21,0.988,-0.988,1.3220302732223244
0,21,1.0,-0.988,1.321227103564894
0,21,-1.0,-0.951,1.3229236153512494
0,21,-0.988,-0.951,1.323610388861357
0,21,-0.951,-0.951,1.3231949572118409
0,21,-0.891,-0.951,1.323662774156378
0,21,-0.809,-0.951,1.3245174633179224
0,21,-0.707,-0.951,1.3266462569629147
0,21,-0.588,-0.951,1.327939095426889
0,21,-0.454,-0.951,1.3315911465538324
0,21,-0.309,-0.951,1.3326277293624227
0,21,-0.156,-0.951,1.3307993852174527
0,21,0.0,-0.951,1.3314681245104492
0,21,0.156,-0.951,1.3333631527584995
0,21,0.309,-0.951,1.3525131890849695
0,21,0.454,-0.951,1.3559818521333262
0,21,0.588,-0.951,1.3007893853160428
0,21,0.707,-0.951,1.3032721178374407
0,21,0.809,-0.951,1.3204176689272373
0,21,0.891,-0.951,1.3219202749297432
0,21,0.951,-0.951,1.322465411949714
0,21,0.988,-0.951,1.3232596849249127
0,21,1.0,-0.951,1.3231673099549872
0,21,-1.0,-0.891,1.3235614338863773
0,21,-0.988,-0.891,1.3234929405526372
0,21,-0.951,-0.891,1.32492506717583
0,21,-0.891,-0.891,1.3247113569076243
0,21,-0.809,-0.891,1.3259035854762717
0,21,-0.707,-0.891,1.3281863671998106
0,21,-0.588,-0.891,1.3290128926644433
0,21,-0.454,-0.891,1.3322828319074589
0,21,-0.309,-0.891,1.3334154694308609
0,21,-0.156,-0.891,1.3333312691539154
0,21,0.0,-0.891,1.3331132155831806
0,21,0.156,-0.891,1.3344121618910194
0,21,0.309,-0.891,1.3550789525779385
0,21,0.454,-0.891,1.356934954465021
0,21,0.588,-0.891,1.3032091121951734
0,21,0.707,-0.891,1.3047730533131316
0,21,0.809,-0.891,1.3220703135620355
0,21,0.891,-0.891,1.3240317453526884
0,21,0.951,-0.891,1.3240990911974149
0,21,0.988,-0.891,1.3247105312220282
0,21,1.0,-0.891,1.3237776753501505
0,21,-1.0,-0.809,1.3251797755651489
0,21,-0.988,-0.809,1.3256929390933747
0,21,-0.951,-0.809,1.3253591493601455
0,21,-0.891,-0.809,1.3267536495049577
0,21,-0.809,-0.809,1.3273793574149793
0,21,-0.707,-0.809,1.3296164140276858
0,21,-0.588,-0.809,1.3308390951804534
0,21,-0.454,-0.809,1.3326170529110954
0,21,-0.309,-0.809,1.3348771533715091
0,21,-0.156,-0.809,1.3342138915386133
0,21,0.0,-0.809,1.3334726489528277
0,21,0.156,-0.809,1.3367169785445256
0,21,0.309,-0.809,1.3575547582908605
0,21,0.454,-0.809,1.3567673429166174
0,21,0.588,-0.809,1.3044380038916588
0,21,0.707,-0.809,1.3057084065997027
0,21,0.809,-0.809,1.323758500144494
0,21,0.891,-0.809,1.3249081683744708
0,21,0.951,-0.809,1.3258857247636184
0,21,0.988,-0.809,1.3260184964133859
0,21,1.0,-0.809,1.3259904743718223
0,21,-1.0,-0.707,1.3260716269643376
0,21,-0.988,-0.707,1.3273382813527577
0,21,-0.951,-0.707,1.327265536914521
0,21,-0.891,-0.707,1.3278863191154713
0,21,-0.809,-0.707,1.3286501121712615
0,21,-0.707,-0.707,1.330717908743391
0,21,-0.588,-0.707,1.3317632458975246
0,21,-0.454,-0.707,1.3347455766910523
0,21,-0.309,-0.707,1.3366967546164934
0,21,-0.156,-0.707,1.335262390746228
0,21,0.0,-0.707,1.3356286912156106
0,21,0.156,-0.707,1.3374603085315777
0,21,0.309,-0.707,1.3568849773157239
0,21,0.454,-0.707,1.3591043882599296
0,21,0.588,-0.707,1.3066275809840895
0,21,0.707,-0.707,1.306500119261416
0,21,0.809,-0.707,1.3255337998188836
0,21,0.891,-0.707,1.3254793028284786
0,21,0.951,-0.707,1.326299813275731
0,21,0.988,-0.707,1.3264024321578165
0,21,1.0,-0.707,1.3271261943738424
0,21,-1.0,-0.588,1.3276540430581227
0,21,-0.988,-0.588,1.3278433473646323
0,21,-0.951,-0.588,1.3294601979677783
0,21,-0.891,-0.588,1.3283028135730601
0,21,-0.809,-0.588,1.3291939243741544
0,21,-0.707,-0.588,1.3317081449033004
0,21,-0.588,-0.588,1.3327581394896362
0,21,-0.454,-0.588,1.3363728322524322
0,21,-0.309,-0.588,1.3384429872244505
0,21,-0.156,-0.588,1.3358829735635773
0,21,0.0,-0.588,1.3366183142438977
0,21,0.156,-0.588,1.3381511402076587
0,21,0.309,-0.588,1.3576655878961617
0,21,0.454,-0.588,1.360555114807448
0,21,0.588,-0.588,1.305808250455419
0,21,0.707,-0.588,1.307659201495004
0,21,0.809,-0.588,1.3265514152969333
0,21,0.891,-0.588,1.3268467622257145
0,21,0.951,-0.588,1.32774941147962
0,21,0.988,-0.588,1.3279914258118268
0,21,1.0,-0.588,1.3280457663958065
0,21,-1.0,-0.454,1.3291867269099642
0,21,-0.988,-0.454,1.3279493413923262
0,21,-0.951,-0.454,1.3288429422191939
0,21,-0.891,-0.454,1.3292963886348699
0,21,-0.809,-0.454,1.3306824831726087
0,21,-0.707,-0.454,1.3329230666739529
0,21,-0.588,-0.454,1.3336111403408095
0,21,-0.454,-0.454,1.3367431082551156
0,21,-0.309,-0.454,1.3384937017642988
0,21,-0.156,-0.454,1.336260627187402
0,21,0.0,-0.454,1.3372225695374373
0,21,0.156,-0.454,1.339022459539582
0,21,0.309,-0.454,1.3603629421587369
0,21,0.454,-0.454,1.3627034449683508
0,21,0.588,-0.454,1.307703046127231
0,21,0.707,-0.454,1.3096946030045848
0,21,0.809,-0.454,1.3270650299357407
0,21,0.891,-0.454,1.3279954462278227
0,21,0.951,-0.454,1.3290182944483016
0,21,0.988,-0.454,1.3284460663007585
0,21,1.0,-0.454,1.3290626926548337
0,21,-1.0,-0.309,1.3291220897773248
0,21,-0.988,-0.309,1.3291313637694233
0,21,-0.951,-0.309,1.3293170659868572
0,21,-0.891,-0.309,1.329709189217607
0,21,-0.809,-0.309,1.3308720628452944
0,21,-0.707,-0.309,1.3334264144837695
0,21,-0.588,-0.309,1.334610465639643
0,21,-0.454,-0.309,1.336188150232835
0,21,-0.309,-0.309,1.3379073194587923
0,21,-0.156,-0.309,1.3349137897935648
0,21,0.0,-0.309,1.336562345144679
0,21,0.156,-0.309,1.3371666669032853
0,21,0.309,-0.309,1.3555003100022553
0,21,0.454,-0.309,1.3581725227205124
0,21,0.588,-0.309,1.3089146133289111
0,21,0.707,-0.309,1.3099682145936482
0,21,0.809,-0.309,1.3268409897152984
0,21,0.891,-0.309,1.3288918689365063
0,21,0.951,-0.309,1.3296107508047426
0,21,0.988,-0.309,1.3295498246450714
0,21,1.0,-0.309,1.329089878883959
0,21,-1.0,-0.156,1.3303553230208476
0,21,-0.988,-0.156,1.329414193821084
0,21,-0.951,-0.156,1.3300326578117168
0,21,-0.891,-0.156,1.3300021329431062
0,21,-0.809,-0.156,1.3311213298747042
0,21,-0.707,-0.156,1.3328429175564815
0,21,-0.588,-0.156,1.3349007549465646
0,21,-0.454,-0.156,1.3331663992090796
0,21,-0.309,-0.156,1.3341657960192774
0,21,-0.156,-0.156,1.3338722210505307
0,21,0.0,-0.156,1.3349623247119076
0,21,0.156,-0.156,1.3366859701328764
0,21,0.309,-0.156,1.3498327858286923
0,21,0.454,-0.156,1.3515677150850594
0,21,0.588,-0.156,1.309149656751168
0,21,0.707,-0.156,1.3098114485445225
0,21,0.809,-0.156,1.328289770100487
0,21,0.891,-0.156,1.3293364653367195
0,21,0.951,-0.156,1.3296559104085284
0,21,0.988,-0.156,1.3298020150306888
0,21,1.0,-0.156,1.3297161283142942
0,21,-1.0,0.0,1.3293724556086126
0,21,-0.988,0.0,1.3298030225523865
0,21,-0.951,0.0,1.3299795130232404
0,21,-0.891,0.0,1.3309359717084763
0,21,-0.809,0.0,1.3313911727812218
0,21,-0.707,0.0,1.331121027676578
0,21,-0.588,0.0,1.332457199901171
0,21,-0.454,0.0,1.3313374110895584
0,21,-0.309,0.0,1.3326442112692254
0,21,-0.156,0.0,1.3311981090607339
0,21,0.0,0.0,1.3320662805475205
0,21,0.156,0.0,1.3340181524127603
0,21,0.309,0.0,1.3444570631559372
0,21,0.454,0.0,1.3456589321996864
0,21,0.588,0.0,1.3107685125738293
0,21,0.707,0.0,1.3110797954083788
0,21,0.809,0.0,1.3283155764949268
0,21,0.891,0.0,1.328869478572715
0,21,0.951,0.0,1.3294067703912413
0,21,0.988,0.0,1.33015545087762
0,21,1.0,0.0,1.3299890034808888
0,21,-1.0,0.156,1.3293670232225905
0,21,-0.988,0.156,1.329462073410528
0,21,-0.951,0.156,1.3298762081992226
0,21,-0.891,0.156,1.3308370735704442
0,21,-0.809,0.156,1.331722814403321
0,21,-0.707,0.156,1.3274315055198307
0,21,-0.588,0.156,1.3281131842471388
0,21,-0.454,0.156,1.3282559432706054
0,21,-0.309,0.156,1.3297631173915423
0,21,-0.156,0.156,1.326862624996031
0,21,0.0,0.156,1.330042628164526
0,21,0.156,0.156,1.3309819315171076
0,21,0.309,0.156,1.3395714388989537
0,21,0.454,0.156,1.3410141099546309
0,21,0.588,0.156,1.3126973960623984
0,21,0.707,0.156,1.3137526653286054
0,21,0.809,0.156,1.3275603416503048
0,21,0.891,0.156,1.329074354897032
0,21,0.951,0.156,1.329495075996502
0,21,0.988,0.156,1.3300076486745411
0,21,1.0,0.156,1.3297351874059853
0,21,-1.0,0.309,1.326174798905748
0,21,-0.988,0.309,1.3261199519745932
0,21,-0.951,0.309,1.3262923355486205
0,21,-0.891,0.309,1.3278082118331915
0,21,-0.809,0.309,1.328369387668503
0,21,-0.707,0.309,1.3243047059946855
0,21,-0.588,0.309,1.3255578427754626
0,21,-0.454,0.309,1.3237181787197654
0,21,-0.309,0.309,1.3252400981956252
0,21,-0.156,0.309,1.3238022751356098
0,21,0.0,0.309,1.3262759113975864
0,21,0.156,0.309,1.328126084581311
0,21,0.309,0.309,1.3331979795346942
0,21,0.454,0.309,1.3356374377060418
0,21,0.588,0.309,1.3163131703871633
0,21,0.707,0.309,1.3166858009867466
0,21,0.809,0.309,1.328432206426806
0,21,0.891,0.309,1.3289327033466622
0,21,0.951,0.309,1.329905310916546
0,21,0.988,0.309,1.3300370248080682
0,21,1.0,0.309,1.330368769336836
0,21,-1.0,0.454,1.3212862231833211
