1000,-1,0.99,-1.0,-1.0,1.0,0,2,False,0.988,-0.692,0.0,0.2601055634170643,1.0110320176362195
1000,-1,0.99,-1.0,-1.0,1.0,0,3,False,0.988,-0.692,0.0,0.2569921028701807,0.9423058471102459
1000,-1,0.99,-1.0,-1.0,1.0,0,4,False,0.988,-0.692,0.0,0.2521015304701594,0.8998967924940106
1000,-1,0.99,-1.0,-1.0,1.0,0,2,False,0.951,-0.382,0.0,0.563512262991689,1.1768222213850406
1000,-1,0.99,-1.0,-1.0,1.0,0,3,False,0.951,-0.382,0.0,0.5749560918686705,1.2370339106521564
1000,-1,0.99,-1.0,-1.0,1.0,0,4,False,0.951,-0.382,0.0,0.5558246261715115,1.0737468437941773
1000,-1,0.99,-1.0,-1.0,1.0,0,2,False,0.891,-0.093,0.0,0.8450982615847596,1.188474018020614
1000,-1,0.99,-1.0,-1.0,1.0,0,3,False,0.891,-0.093,0.0,0.8744269371690159,1.3325387917039768
1000,-1,0.99,-1.0,-1.0,1.0,0,4,False,0.891,-0.093,0.0,0.8372031352876209,1.0934333090055888
1000,-1,0.99,-1.0,-1.0,1.0,0,2,False,0.809,0.0,0.0,1.0406249406258063,1.2845281481808901
1000,-1,0.99,-1.0,-1.0,1.0,0,3,False,0.809,0.0,0.0,1.0308300133487551,1.2383754763346726
1000,-1,0.99,-1.0,-1.0,1.0,0,4,False,0.809,0.0,0.0,1.0164658797559358,1.191969930766786
1000,-1,0.99,-1.0,-1.0,1.0,0,2,False,0.707,0.0,0.0,1.239632104813995,1.2874364967418397
1000,-1,0.99,-1.0,-1.0,1.0,0,3,False,0.707,0.0,0.0,1.2245492672200475,1.2549048090016794
1000,-1,0.99,-1.0,-1.0,1.0,0,4,False,0.707,0.0,0.0,1.193771003192809,1.2234366269239845
1000,-1,0.99,-1.0,-1.0,1.0,0,2,False,0.588,0.0,0.0,1.4437413930506753,1.1658759455001018
1000,-1,0.99,-1.0,-1.0,1.0,0,3,False,0.588,0.0,0.0,1.4363876613071969,1.162163107433177
1000,-1,0.99,-1.0,-1.0,1.0,0,4,False,0.588,0.0,0.0,1.3703888781022562,1.1344443689005828
1000,-1,0.99,-1.0,-1.0,1.0,0,2,False,0.454,0.0,0.0,1.5059664263972736,1.0786915915631332
1000,-1,0.99,-1.0,-1.0,1.0,0,3,False,0.454,0.0,0.0,1.3463521403493985,1.139633494114869
1000,-1,0.99,-1.0,-1.0,1.0,0,4,False,0.454,0.0,0.0,1.4516392951083623,1.0620906358332285
1000,-1,0.99,-1.0,-1.0,1.0,0,2,False,0.309,0.0,0.0,1.6813081717693694,0.8248925702567578
