params,startmove,response,score
48,-1.0,-1.0,1.283786035460698
48,-0.988,-1.0,1.2847836199700677
48,-0.951,-1.0,1.2847154872399345
48,-0.891,-1.0,1.2855796975735427
48,-0.809,-1.0,1.286060407441677
48,-0.707,-1.0,1.291996044627692
48,-0.588,-1.0,1.2936765462462392
48,-0.454,-1.0,1.2970674784144374
48,-0.309,-1.0,1.2987933411622934
48,-0.156,-1.0,1.2961955514598134
48,0.0,-1.0,1.291878707928804
48,0.156,-1.0,1.2930342774440116
48,0.309,-1.0,1.2699020350719956
48,0.454,-1.0,1.2719801280131793
48,0.588,-1.0,1.238020567852948
48,0.707,-1.0,1.2392197333489754
48,0.809,-1.0,1.2654876382570008
48,0.891,-1.0,1.2657266508438096
48,0.951,-1.0,1.266490053836861
48,0.988,-1.0,1.2658413110002436
48,1.0,-1.0,1.2671617938248014
48,-1.0,-0.988,1.2857472283080429
48,-0.988,-0.988,1.2860882531391147
48,-0.951,-0.988,1.285800230854809
48,-0.891,-0.988,1.2872906476428276
48,-0.809,-0.988,1.2880309412419197
48,-0.707,-0.988,1.2932770196228516
48,-0.588,-0.988,1.2944774228907394
48,-0.454,-0.988,1.299542208370311
48,-0.309,-0.988,1.2999325597741012
48,-0.156,-0.988,1.2973056261916451
48,0.0,-0.988,1.2936123853763244
48,0.156,-0.988,1.2948946654367588
48,0.309,-0.988,1.2715519762139063
48,0.454,-0.988,1.273116839317795
48,0.588,-0.988,1.2392358128162144
48,0.707,-0.988,1.2405827879596272
48,0.809,-0.988,1.2675601848155722
48,0.891,-0.988,1.2674592310539823
48,0.951,-0.988,1.268464091254623
48,0.988,-0.988,1.2682182826497153
48,1.0,-0.988,1.269645810671229
48,-1.0,-0.951,1.2870432736895534
48,-0.988,-0.951,1.2879362309983262
48,-0.951,-0.951,1.2880555532362115
48,-0.891,-0.951,1.2888803903426997
48,-0.809,-0.951,1.2893248698643247
48,-0.707,-0.951,1.2941495133926506
48,-0.588,-0.951,1.295054904488984
48,-0.454,-0.951,1.2995962599529298
48,-0.309,-0.951,1.30157933460287
48,-0.156,-0.951,1.2979421842684948
48,0.0,-0.951,1.2942011956173758
48,0.156,-0.951,1.2964188008448059
48,0.309,-0.951,1.2737447418989822
48,0.454,-0.951,1.2744088819695376
48,0.588,-0.951,1.2412516852217321
48,0.707,-0.951,1.2425998954689106
48,0.809,-0.951,1.2677805607522141
48,0.891,-0.951,1.2689440215166239
48,0.951,-0.951,1.2703912960737027
48,0.988,-0.951,1.2706103812134084
48,1.0,-0.951,1.2696198940890695
48,-1.0,-0.891,1.2884515429293095
48,-0.988,-0.891,1.2885628304473924
48,-0.951,-0.891,1.2893748351883156
48,-0.891,-0.891,1.2896754294524972
48,-0.809,-0.891,1.290399546593397
48,-0.707,-0.891,1.2953961336023354
48,-0.588,-0.891,1.295690823646955
48,-0.454,-0.891,1.300498813970896
48,-0.309,-0.891,1.3014586270845734
48,-0.156,-0.891,1.2986183611017492
48,0.0,-0.891,1.2950392795285623
48,0.156,-0.891,1.296909104757267
48,0.309,-0.891,1.2745182735063945
48,0.454,-0.891,1.2773131038284244
48,0.588,-0.891,1.2436402821318422
48,0.707,-0.891,1.2452561953384003
48,0.809,-0.891,1.2692945274797653
48,0.891,-0.891,1.2707620418955448
48,0.951,-0.891,1.2710895735638548
48,0.988,-0.891,1.2713721545603018
48,1.0,-0.891,1.2715105502957078
48,-1.0,-0.809,1.2901328232220783
48,-0.988,-0.809,1.2905581383137832
48,-0.951,-0.809,1.2903023364650925
