iteration,params,startmove,response,score
0,8,-1.0,-1.0,1.2494601955543057
0,8,-0.988,-1.0,1.2529205513535338
0,8,-0.951,-1.0,1.2493017537671491
0,8,-0.891,-1.0,1.2515697202357967
0,8,-0.809,-1.0,1.2504682096677855
0,8,-0.707,-1.0,1.2553986514330844
0,8,-0.588,-1.0,1.2601962987446016
0,8,-0.454,-1.0,1.2554616849795635
0,8,-0.309,-1.0,1.2575654707756987
0,8,-0.156,-1.0,1.2485318508493097
0,8,0.0,-1.0,1.2413336254012755
0,8,0.156,-1.0,1.2416809026486306
0,8,0.309,-1.0,1.2302154944454395
0,8,0.454,-1.0,1.2310086018538908
0,8,0.588,-1.0,1.21648254673662
0,8,0.707,-1.0,1.216834072068428
0,8,0.809,-1.0,1.2192776001381644
0,8,0.891,-1.0,1.2201239117376004
0,8,0.951,-1.0,1.2206988109220631
0,8,0.988,-1.0,1.220814617385787
0,8,1.0,-1.0,1.2224753592492468
0,8,-1.0,-0.988,1.252722907187124
0,8,-0.988,-0.988,1.2532003970203718
0,8,-0.951,-0.988,1.25282238030593
0,8,-0.891,-0.988,1.2555134511603032
0,8,-0.809,-0.988,1.2544661603556049
0,8,-0.707,-0.988,1.260217410149077
0,8,-0.588,-0.988,1.2587141331421727
0,8,-0.454,-0.988,1.2549284915496972
0,8,-0.309,-0.988,1.259360129246892
0,8,-0.156,-0.988,1.2521976616592005
0,8,0.0,-0.988,1.2435395800326787
0,8,0.156,-0.988,1.2415219090037262
0,8,0.309,-0.988,1.2344828799986391
0,8,0.454,-0.988,1.2325045829519052
0,8,0.588,-0.988,1.218492777808195
0,8,0.707,-0.988,1.2179265632959857
0,8,0.809,-0.988,1.2222031958435047
0,8,0.891,-0.988,1.2239697822722244
0,8,0.951,-0.988,1.2215529384114179
0,8,0.988,-0.988,1.2254618026111983
0,8,1.0,-0.988,1.2224148714092213
0,8,-1.0,-0.951,1.254137050510232
0,8,-0.988,-0.951,1.2535218331549054
0,8,-0.951,-0.951,1.2542739267180796
0,8,-0.891,-0.951,1.254192992443135
0,8,-0.809,-0.951,1.2566963967132108
0,8,-0.707,-0.951,1.260560020358557
0,8,-0.588,-0.951,1.259656531446965
0,8,-0.454,-0.951,1.257318056326293
0,8,-0.309,-0.951,1.2630110996718975
0,8,-0.156,-0.951,1.2527990558835382
0,8,0.0,-0.951,1.2463976766868659
0,8,0.156,-0.951,1.2450690755454394
0,8,0.309,-0.951,1.233802037366615
0,8,0.454,-0.951,1.2360857351624248
0,8,0.588,-0.951,1.2210923974431513
0,8,0.707,-0.951,1.2232103864571933
0,8,0.809,-0.951,1.2230670054880308
0,8,0.891,-0.951,1.2229034974361361
0,8,0.951,-0.951,1.2245882995037378
0,8,0.988,-0.951,1.2257771937412927
0,8,1.0,-0.951,1.2258622351970758
0,8,-1.0,-0.891,1.2538068823228312
0,8,-0.988,-0.891,1.2527415745246817
0,8,-0.951,-0.891,1.253201010340044
0,8,-0.891,-0.891,1.2531845815515974
0,8,-0.809,-0.891,1.2591742294818864
0,8,-0.707,-0.891,1.2601344379942454
0,8,-0.588,-0.891,1.2628336937145037
0,8,-0.454,-0.891,1.258431012489996
0,8,-0.309,-0.891,1.2599274091028734
0,8,-0.156,-0.891,1.2514400208800684
0,8,0.0,-0.891,1.2470788391744259
0,8,0.156,-0.891,1.2486602219914675
0,8,0.309,-0.891,1.2359917172756147
0,8,0.454,-0.891,1.2380455648518978
0,8,0.588,-0.891,1.2225353903198444
0,8,0.707,-0.891,1.2244509736261802
0,8,0.809,-0.891,1.2276581937957205
0,8,0.891,-0.891,1.2280261604851779
0,8,0.951,-0.891,1.2263896880805167
0,8,0.988,-0.891,1.2281322237049213
0,8,1.0,-0.891,1.226185480637087
0,8,-1.0,-0.809,1.25466762367856
0,8,-0.988,-0.809,1.2542512924301117
0,8,-0.951,-0.809,1.2568032870969064
0,8,-0.891,-0.809,1.2574350079357401
0,8,-0.809,-0.809,1.2556755788746758
0,8,-0.707,-0.809,1.2590559583367766
0,8,-0.588,-0.809,1.2594621541252322
0,8,-0.454,-0.809,1.2581265188767063
0,8,-0.309,-0.809,1.2625684080881703
0,8,-0.156,-0.809,1.2514647084596864
0,8,0.0,-0.809,1.2427515032074092
0,8,0.156,-0.809,1.2479171593565188
0,8,0.309,-0.809,1.2369325955120065
0,8,0.454,-0.809,1.2383335686298758
0,8,0.588,-0.809,1.2275369175750783
0,8,0.707,-0.809,1.2285893208428034
0,8,0.809,-0.809,1.226564271681569
0,8,0.891,-0.809,1.2289353202199962
0,8,0.951,-0.809,1.2322468932031712
0,8,0.988,-0.809,1.22970156517817
0,8,1.0,-0.809,1.2290675956785708
0,8,-1.0,-0.707,1.2519799104749896
0,8,-0.988,-0.707,1.255019393004941
0,8,-0.951,-0.707,1.2538170126676504
0,8,-0.891,-0.707,1.253489632357746
0,8,-0.809,-0.707,1.2584782506997079
0,8,-0.707,-0.707,1.2561499369366975
0,8,-0.588,-0.707,1.2571186240723669
0,8,-0.454,-0.707,1.2557614343400867
0,8,-0.309,-0.707,1.259544738724013
0,8,-0.156,-0.707,1.2527453835261562
0,8,0.0,-0.707,1.2445071847790232
0,8,0.156,-0.707,1.2474191879182608
0,8,0.309,-0.707,1.2382047666540008
0,8,0.454,-0.707,1.2419830112874664
0,8,0.588,-0.707,1.2306369769392707
0,8,0.707,-0.707,1.2316894310547086
0,8,0.809,-0.707,1.2323164649662355
0,8,0.891,-0.707,1.2319738498593091
0,8,0.951,-0.707,1.233127541829447
0,8,0.988,-0.707,1.2346888418837532
0,8,1.0,-0.707,1.2338661907078725
0,8,-1.0,-0.588,1.2542306946279405
0,8,-0.988,-0.588,1.2541035484313525
0,8,-0.951,-0.588,1.2556750477492538
0,8,-0.891,-0.588,1.2537248621263153
0,8,-0.809,-0.588,1.2544476022800952
0,8,-0.707,-0.588,1.2593307933702296
0,8,-0.588,-0.588,1.2604348159481669
0,8,-0.454,-0.588,1.2565482661223524
0,8,-0.309,-0.588,1.260195057311097
0,8,-0.156,-0.588,1.2538494045763917
0,8,0.0,-0.588,1.2456842904691945
0,8,0.156,-0.588,1.2521122717307214
0,8,0.309,-0.588,1.2395939084140972
0,8,0.454,-0.588,1.2416298145730416
0,8,0.588,-0.588,1.2347718695066008
0,8,0.707,-0.588,1.2345515400025928
0,8,0.809,-0.588,1.2340594250707635
0,8,0.891,-0.588,1.2348082646088134
0,8,0.951,-0.588,1.2355826431468437
0,8,0.988,-0.588,1.2341271012713264
0,8,1.0,-0.588,1.2344033532612664
0,8,-1.0,-0.454,1.2514148175912603
0,8,-0.988,-0.454,1.2526277530788543
0,8,-0.951,-0.454,1.2497838370841194
0,8,-0.891,-0.454,1.2548866987272087
0,8,-0.809,-0.454,1.2511470313011726
0,8,-0.707,-0.454,1.2533507828569586
0,8,-0.588,-0.454,1.255010666839818
0,8,-0.454,-0.454,1.2546121981871707
0,8,-0.309,-0.454,1.256355048036139
0,8,-0.156,-0.454,1.2511502793480407
0,8,0.0,-0.454,1.2451542824275519
0,8,0.156,-0.454,1.2505763322276695
0,8,0.309,-0.454,1.240697109834869
0,8,0.454,-0.454,1.243872000318194
0,8,0.588,-0.454,1.2359491201711177
0,8,0.707,-0.454,1.236689683296472
0,8,0.809,-0.454,1.238904407085321
0,8,0.891,-0.454,1.2379657767535082
0,8,0.951,-0.454,1.2397017053318575
0,8,0.988,-0.454,1.239335999527715
0,8,1.0,-0.454,1.2402982312820974
0,8,-1.0,-0.309,1.2492152065122464
0,8,-0.988,-0.309,1.2497390512319344
0,8,-0.951,-0.309,1.2494116011672998
0,8,-0.891,-0.309,1.2508703212601273
0,8,-0.809,-0.309,1.251415463805792
0,8,-0.707,-0.309,1.251779307798912
0,8,-0.588,-0.309,1.2522827281106725
0,8,-0.454,-0.309,1.2533603700770053
0,8,-0.309,-0.309,1.2531363520464196
