, -1.0, -0.988, -0.951, -0.891, -0.809, -0.707, -0.588, -0.454, -0.309, -0.156, 0.0, .156, 0.309, 0.454, 0.588, 0.707, 0.809, 0.891, 0.951, 0.988, 1.0
-1.0, 1.42631635995, 1.42741929202, 1.42692461958, 1.4258655844, 1.42425511757, 1.42106421073, 1.41748126438, 1.41353942261, 1.40806448549, 1.40266536445, 1.39714138511, 1.39184063547, 1.38607314023, 1.38074251424, 1.37556584186, 1.37045172375, 1.36586136729, 1.36172748928, 1.35819693785, 1.3554373926, 1.35381086464
-0.988, 1.42065614952, 1.42122406176, 1.42101599337, 1.41998801786, 1.41810160233, 1.41478479073, 1.41139784556, 1.40733051148, 1.40288262564, 1.39701333702, 1.39160417642, 1.38619711843, 1.38025857167, 1.37593318753, 1.36970513505, 1.36534935575, 1.36113384129, 1.35670409021, 1.35322972084, 1.35076610814, 1.34872433358
-0.951, 1.41386937737, 1.41545097905, 1.41537350358, 1.41398565413, 1.41225801996, 1.40926066295, 1.40622483312, 1.40163614871, 1.39779365376, 1.39247242934, 1.38685580192, 1.38162129135, 1.37605439978, 1.3707921862, 1.36567353036, 1.36093394151, 1.35623190676, 1.35265107754, 1.34943852955, 1.34647577353, 1.34499667396
-0.891, 1.40913318189, 1.40917379267, 1.40994520694, 1.40971769524, 1.40713395114, 1.40437744247, 1.40106983128, 1.39712110878, 1.39291667326, 1.3879231292, 1.38298224921, 1.37763091816, 1.37158187123, 1.36659374437, 1.36164048264, 1.35667577838, 1.35229177638, 1.34847209563, 1.34551995835, 1.34272254672, 1.34078445922
-0.809, 1.40406242024, 1.40528120557, 1.40607809729, 1.40488307727, 1.40298392551, 1.40060397066, 1.39760111774, 1.39328227462, 1.38903048301, 1.38420006972, 1.37902759461, 1.37357011297, 1.36872790946, 1.36298032789, 1.358273045, 1.35340549608, 1.34941702047, 1.34515892551, 1.34177864318, 1.33920216411, 1.33775090172
-0.707, 1.40136977844, 1.40213678513, 1.40259155031, 1.40134284567, 1.39999107014, 1.39733708118, 1.39374098176, 1.39041726502, 1.38584580437, 1.38157249656, 1.37605833926, 1.37095678873, 1.3656662639, 1.36050050103, 1.35565310516, 1.35053924831, 1.34650277458, 1.34258251081, 1.33915453201, 1.33661273636, 1.33537432426
-0.588, 1.39836752307, 1.39916587491, 1.39947509053, 1.39856032335, 1.39759909853, 1.3949157148, 1.39143715568, 1.38781989067, 1.38391189697, 1.37891544353, 1.37362320324, 1.3683528907, 1.36397571044, 1.35874866335, 1.35282240414, 1.34875324288, 1.34475670317, 1.34064038716, 1.33744258619, 1.33527939018, 1.3329429729
-0.454, 1.39684574652, 1.39791434866, 1.39807101453, 1.39749278498, 1.39590977566, 1.39328821846, 1.39026961114, 1.38694833769, 1.38230734632, 1.37747449562, 1.37236109052, 1.36773003636, 1.36227663979, 1.35726704621, 1.35261965738, 1.34758744654, 1.34345849, 1.33955542235, 1.3363325855, 1.33378166422, 1.33193136729
-0.309, 1.39636817846, 1.39711002496, 1.39738787307, 1.3961171117, 1.39483293578, 1.39257502605, 1.38960676681, 1.38577961497, 1.38158072004, 1.37660023831, 1.37183121534, 1.36686975118, 1.36211018613, 1.35708404104, 1.35229122791, 1.34738652041, 1.34351116197, 1.33907606058, 1.33615738021, 1.33349267319, 1.33170872152
-0.156, 1.39628640251, 1.39724418812, 1.39754748092, 1.39701894052, 1.39568032064, 1.39287472769, 1.38950289154, 1.38639396905, 1.38211693462, 1.37717696635, 1.37297814818, 1.36763364482, 1.36224487415, 1.35731329978, 1.35296811247, 1.34793557605, 1.34337458317, 1.33996915998, 1.33687768455, 1.33411992268, 1.33169827126
0.0, 1.39712358452, 1.3982715754, 1.39877517512, 1.39797053576, 1.39665991373, 1.39453219211, 1.39155144558, 1.38713225807, 1.38337411057, 1.3782893626, 1.37375975942, 1.36883526549, 1.363751231, 1.35855966486, 1.35382368172, 1.34902721619, 1.34507632669, 1.34150539958, 1.33785526072, 1.33545587568, 1.33329482513
0.156, 1.38577376031, 1.38813173831, 1.3895199503, 1.39107416911, 1.39306265706, 1.39409696481, 1.39579586896, 1.39773776606, 1.39917162031, 1.39986581115, 1.40114965529, 1.40140489663, 1.40202543756, 1.40196401459, 1.40144310207, 1.4010666795, 1.40030619263, 1.39901919882, 1.3983326255, 1.39607417595, 1.39508138463
