0.988, -0.692, 0.0, -1.0, -1.0, 1.01216889792, 0.260151443715
0.988, -0.692, 0.0, -1.0, -0.988, 1.01322394709, 0.260182638822
0.988, -0.692, 0.0, -1.0, -0.951, 1.01360889901, 0.260393779138
0.988, -0.692, 0.0, -1.0, -0.891, 1.01349283269, 0.260874442478
0.988, -0.692, 0.0, -1.0, -0.809, 1.01262482818, 0.261367248785
0.988, -0.692, 0.0, -1.0, -0.707, 1.01052174946, 0.262088873037
0.988, -0.692, 0.0, -1.0, -0.588, 1.00835667027, 0.262945316258
0.988, -0.692, 0.0, -1.0, -0.454, 1.00497893991, 0.263905034016
0.988, -0.692, 0.0, -1.0, -0.309, 1.00188150243, 0.264935288517
0.988, -0.692, 0.0, -1.0, -0.156, 0.998173521836, 0.266073388845
0.988, -0.692, 0.0, -1.0, 0.0, 0.993978774761, 0.267226263389
0.988, -0.692, 0.0, -1.0, 0.156, 0.990133855, 0.268384355581
0.988, -0.692, 0.0, -1.0, 0.309, 0.985693857933, 0.269490972399
0.988, -0.692, 0.0, -1.0, 0.454, 0.981410573048, 0.270604273866
0.988, -0.692, 0.0, -1.0, 0.588, 0.977551912657, 0.271622917433
0.988, -0.692, 0.0, -1.0, 0.707, 0.973889528906, 0.272490977983
0.988, -0.692, 0.0, -1.0, 0.809, 0.970143954265, 0.27330300022
0.988, -0.692, 0.0, -1.0, 0.891, 0.966749918824, 0.273888698962
0.988, -0.692, 0.0, -1.0, 0.951, 0.964357913568, 0.274353099888
0.988, -0.692, 0.0, -1.0, 0.988, 0.961854455893, 0.274645322683
0.988, -0.692, 0.0, -1.0, 1.0, 0.960168464712, 0.274753739579
0.988, -0.692, 0.0, -0.988, -1.0, 1.00756859927, 0.261117568511
0.988, -0.692, 0.0, -0.988, -0.988, 1.00879005412, 0.261218878605
0.988, -0.692, 0.0, -0.988, -0.951, 1.00957192399, 0.26149964678
0.988, -0.692, 0.0, -0.988, -0.891, 1.00892484627, 0.261939197467
0.988, -0.692, 0.0, -0.988, -0.809, 1.00815413178, 0.262494918038
0.988, -0.692, 0.0, -0.988, -0.707, 1.00610457351, 0.263216731746
0.988, -0.692, 0.0, -0.988, -0.588, 1.00392667533, 0.264006744976
0.988, -0.692, 0.0, -0.988, -0.454, 1.00131790902, 0.2650393611
0.988, -0.692, 0.0, -0.988, -0.309, 0.998122176369, 0.266072066077
0.988, -0.692, 0.0, -0.988, -0.156, 0.994213612498, 0.267192449693
0.988, -0.692, 0.0, -0.988, 0.0, 0.990325522257, 0.268310788272
0.988, -0.692, 0.0, -0.988, 0.156, 0.986379443044, 0.269479009291
0.988, -0.692, 0.0, -0.988, 0.309, 0.98232389459, 0.270613007159
